Code_Substance;code_Nom_Substance;Nom_Substance;Flag_Substance;Langue_nom_substance;Date_Crea_Nom_Substance;Date_Modif_Nom_Substance
49207;49207;mémantine (chlorhydrate de);ANS nom préféré;français;20/11/2001;13/10/2011
49212;49212;cascara (extrait sec de);ANS nom préféré;français;16/09/2002;
24724;49236;polyosides de Streptococcus pneumoniae sérotype 6B;ANS nom préféré;français;15/11/2000;19/02/2023
49243;49243;ofatumumab ;ANS nom préféré;français;24/06/2010;24/06/2010
49272;49272;siméprévir sodique;ANS nom préféré;français;12/05/2015;12/05/2015
23886;49330;betula pour préparations homéopathiques;ANS autre nom;français;08/07/1997;15/02/2023
49334;49334;heptaminol;ANS nom préféré;français;27/08/2002;
02143;49358;thuya occidentalis ((Homéopathie));ANS nom préféré;français;08/07/1997;14/02/2023
98588;49369;zolédronique (acide) monohydraté;ANS nom préféré;français;20/11/2001;24/10/2007
49385;49385;imipénem anhydre;ANS nom préféré;français;11/07/2002;10/08/2012
49416;49416;ceftazidime anhydre;ANS nom préféré;français;06/06/2002;
49484;49484;cobalt (chlorure de) hexahydraté;ANS nom préféré;français;08/07/1997;12/12/2012
49487;49487;fluorocholine [18F] (chlorure de);ANS nom préféré;français;24/06/2010;15/10/2015
00630;49496;mésilate de piribédil;ANS autre nom;français;08/07/1997;15/09/2009
03484;49531;sodium (aminosalicylate de) dihydraté;ANS autre nom;français;08/07/1997;26/08/2009
49579;49579;crizanlizumab ;ANS nom préféré;français;23/10/2020;23/10/2020
49585;49585;cétuximab ;ANS nom préféré;français;21/07/2004;23/03/2023
49595;49595;céfépime;ANS nom préféré;français;03/10/2002;
70794;49600;Streptococcus pneumoniae sérotype 19A (polyoside de) conjugué à la protéine vectrice CRM197;ANS autre nom;français;01/09/2010;08/09/2010
79482;49611;chlorhydrate de ciprofloxacine;ANS autre nom;français;08/07/1997;24/02/2011
00132;49652;feuille de boldo;ANS autre nom;français;08/07/1997;03/03/2023
49665;49665;diénogest;ANS nom préféré;français;27/11/2001;16/12/2008
49724;49724;uridine 5'-triphosphate trisodique dihydraté;ANS nom préféré;français;08/07/1997;07/12/2009
49729;49729;carbomère 980;ANS nom préféré;français;15/09/1998;04/12/2019
16951;49736;chlorhydrate d'ondansétron dihydraté;ANS autre nom;français;08/07/1997;20/08/2009
70794;49750;polyoside de Streptococcus pneumoniae sérotype 19A conjugué à la protéine vectrice CRM197;ANS nom préféré;français;01/09/2010;08/09/2010
49756;49756;vestronidase alfa ;ANS nom préféré;français;09/10/2018;
77887;49819;rétinol synthétique (concentrat de), forme huileuse;ANS autre nom;français;08/07/1997;14/12/2009
36349;49826;bétaxolol;ANS nom préféré;français;05/08/2002;17/02/2023
49852;49852;fédratinib;ANS nom préféré;français;25/03/2021;
49970;49970;lorlatinib;ANS nom préféré;français;29/04/2019;
49972;49972;mupirocine calcique;ANS nom préféré;français;08/07/1997;04/08/2009
20789;49990;triglycérides d'acides oméga-3 ;ANS autre nom;français;06/09/2002;17/02/2023
69045;50034;acétate d'argipressine;ANS autre nom;français;09/07/2018;09/07/2018
50049;50049;cémiplimab ;ANS nom préféré;français;25/06/2019;25/06/2019
50056;50056;eszopiclone;ANS nom préféré;français;06/05/2020;
50058;50058;raltégravir;ANS nom préféré;français;26/09/2007;20/02/2023
41652;50080;toltérodine;ANS nom préféré;français;13/12/2001;01/03/2013
50091;50091;atorvastatine calcique;ANS nom préféré;français;30/01/2008;
50124;50124;parécoxib sodique;ANS nom préféré;français;27/11/2001;27/08/2009
99388;50139;nymphaea lutea ((Homéopathie));ANS nom préféré;français;30/05/2016;09/02/2023
02247;50166;périciazine;ANS autre nom;français;08/07/1997;16/02/2023
04155;50193;citrate de sodium dihydraté;ANS autre nom;français;08/07/1997;02/01/2014
27104;50253;palmitate de palipéridone;ANS autre nom;français;13/04/2011;13/04/2011
50274;50274;miglitol;ANS nom préféré;français;25/05/1999;
29909;50291;lysinate d'ibuprofène;ANS autre nom;français;08/07/1997;12/10/2007
43912;50307;alendronate de sodium anhydre;ANS nom préféré;français;26/05/2006;25/01/2013
50326;50326;alcools de graisse de laine;ANS nom préféré;français;08/07/1997;12/03/2008
50340;50340;citrate disodique;ANS nom préféré;français;28/01/2000;12/04/2019
11506;50357;DL-tryptophane;ANS nom préféré;français;08/07/1997;15/09/2010
50433;50433;dapagliflozine;ANS nom préféré;français;29/06/2012;
04119;50481;avena sativa ((Homéopathie));ANS nom préféré;français;08/07/1997;01/08/2013
26004;50517;quinidine (chlorhydrate de) monohydraté;ANS nom préféré;français;08/07/1997;26/04/2013
50540;50540;silodosine;ANS nom préféré;français;20/04/2010;
03178;50584;maléate de bromphéniramine;ANS autre nom;français;08/07/1997;01/07/2008
38375;50596;gadotérate de méglumine;ANS nom préféré;français;08/07/1997;02/06/2017
50648;50648;susoctocog alfa ;ANS nom préféré;français;01/09/2015;01/09/2015
00077;50673;nitrate de pilocarpine;ANS autre nom;français;08/07/1997;09/09/2009
84852;50679;calcarea hypophosphorosa ((Homéopathie));ANS nom préféré;français;15/09/2011;20/09/2011
50681;50681;daratumumab ;ANS nom préféré;français;02/06/2016;
01099;50697;morphine (sulfate de) pentahydraté;ANS autre nom;français;08/07/1997;03/08/2009
00866;50701;domiphène (bromure de);ANS nom préféré;français;08/07/1997;01/07/2008
00328;50718;mésilate de bromocriptine;ANS autre nom;français;08/07/1997;01/07/2008
03026;50787;nitrate de miconazole;ANS autre nom;français;08/07/1997;28/07/2009
50851;50851;rasagiline (bésilate de);ANS nom préféré;français;14/04/2015;
50873;50873;vortioxétine (bromhydrate de);ANS nom préféré;français;28/10/2013;28/01/2014
04713;50892;oxyde d'aluminium;ANS autre nom;français;08/07/1997;15/01/2009
50921;50921;yttrium [90Y];ANS nom préféré;français;22/11/2004;20/02/2023
50945;50945;strontium muriaticum pour préparations homéopathiques;ANS autre nom;français;08/01/2021;08/01/2021
50947;50947;abémaciclib;ANS nom préféré;français;18/01/2019;18/01/2019
50970;50970;rucaparib (camsilate de);ANS nom préféré;français;12/07/2018;12/07/2018
50993;50993;citrate monopotassique anhydre;ANS nom préféré;français;22/10/2013;22/10/2013
24418;51065;thiamine (chlorhydrate de) anhydre;ANS nom préféré;français;23/08/2002;19/02/2023
03157;51100;acide parahydroxycinnamique;ANS autre nom;français;08/07/1997;27/08/2009
73916;51116;amifostine;ANS nom préféré;français;05/09/2002;06/02/2009
51135;51135;vismodégib;ANS nom préféré;français;11/05/2012;
10212;51151;staphysagria ((Homéopathie));ANS nom préféré;français;08/07/1997;13/02/2023
51171;51171;pégaspargase ;ANS nom préféré;français;18/01/2016;
02134;51198;hepar sulfur ((Homéopathie));ANS nom préféré;français;08/07/1997;14/02/2023
95129;51200;ferrum sulfuricum - quartz pour préparations homéopathiques;ANS autre nom;français;11/07/2019;12/02/2023
27929;51215;flunarizine (dichlorhydrate de);ANS nom préféré;français;08/07/1997;15/04/2009
51223;51223;magnésium (sulfate de) dihydraté;ANS nom préféré;français;03/12/1999;17/01/2011
24726;51237;coccus cacti ((Homéopathie));ANS nom préféré;français;08/07/1997;01/08/2013
51263;51263;darvadstrocel ;ANS nom préféré;français;03/05/2018;03/05/2018
51304;51304;parthénolide;ANS nom préféré;français;30/07/2020;
51332;51332;cobalt;ANS nom préféré;français;19/02/2002;20/02/2023
04884;51347;antimonium tartaricum ((Homéopathie));ANS nom préféré;français;08/07/1997;14/02/2023
51371;51371;diméthyle (fumarate de);ANS autre nom;français;01/06/2012;01/06/2012
51382;51382;tisagenlecleucel ;ANS nom préféré;français;11/10/2018;29/11/2018
00529;51432;glucose;ANS nom préféré;français;08/07/1997;17/09/2021
51458;51458;voriconazole;ANS nom préféré;français;27/11/2001;
28459;51473;chlorhydrate de propafénone;ANS autre nom;français;08/07/1997;01/10/2009
51513;51513;chlorure de calcium anhydre;ANS autre nom;français;30/05/2002;20/02/2023
10740;51569;sélénite de sodium pentahydraté;ANS autre nom;français;08/07/1997;13/01/2021
51576;51576;insuline humaine recombinante isophane ;ANS nom préféré;français;25/04/2013;
98774;51593;citrate de zinc trihydraté;ANS autre nom;français;28/01/2000;17/01/2011
41909;51632;bésilate de clopidogrel;ANS autre nom;français;17/09/2009;14/12/2009
00359;51647;calcitonine de saumon;ANS nom préféré;français;08/07/1997;21/02/2003
08190;51677;chlorure de chrome hexahydraté;ANS autre nom;français;08/07/1997;17/12/2014
04723;51678;huile essentielle de piment de la Jamaïque;ANS autre nom;français;08/07/1997;17/02/2023
26310;51718;parahydroxybenzoate de butyle;ANS nom préféré;français;08/07/1997;11/12/2012
51742;51742;albumine humaine plasmatique ;ANS nom préféré;français;12/02/2003;07/11/2007
51748;51748;fucus (extrait sec de);ANS nom préféré;français;05/09/2002;20/02/2023
51765;51765;dénosumab ;ANS nom préféré;français;06/09/2010;07/09/2010
51796;51796;travoprost;ANS nom préféré;français;22/03/2002;16/05/2006
51799;51799;lonoctocog alfa ;ANS nom préféré;français;06/02/2017;06/02/2017
51820;51820;risdiplam;ANS nom préféré;français;29/04/2021;
51827;51827;bilastine;ANS nom préféré;français;02/05/2011;
94583;51858;mercaptamine;ANS nom préféré;français;16/09/2002;29/06/2012
51868;51868;midazolam (chlorhydrate de);ANS nom préféré;français;27/11/2001;05/10/2011
51885;51885;dulaglutide ;ANS nom préféré;français;21/11/2014;21/11/2014
00011;51889;citrique (acide);ANS nom préféré;français;08/07/1997;03/10/2008
08639;51892;cinnabaris ((Homéopathie));ANS nom préféré;français;08/07/1997;14/02/2023
51895;51895;rhénium;ANS nom préféré;français;26/09/2002;20/02/2023
51925;51925;Streptococcus pneumoniae sérotype 19F (polyosides de);ANS autre nom;français;07/04/2000;20/02/2023
04552;51993;laurilsulfoacétate de sodium;ANS nom préféré;français;08/07/1997;10/11/2017
21101;51998;galeopsis ochroleuca ((Homéopathie));ANS nom préféré;français;08/07/1997;14/02/2023
54762;52049;extrait sec de partie aérienne d'hydrocotyle;ANS autre nom;français;10/10/2002;20/02/2023
54435;52103;inhibiteur de C1 humain ;ANS autre nom;français;15/10/1999;13/06/2012
05270;52104;ginkgo (extrait sec raffiné et quantifié de);ANS nom préféré;français;08/07/1997;19/02/2023
00585;52112;chlorhydrate de morphine;ANS autre nom;français;08/07/1997;28/01/2011
52118;52118;lévothyroxine sodique anhydre;ANS nom préféré;français;09/07/2013;10/07/2013
85055;52160;chlorhydrate de migalastat;ANS autre nom;français;06/06/2016;06/06/2016
50851;52178;bésilate de rasagiline;ANS autre nom;français;14/04/2015;
05394;52204;pantothénate de calcium;ANS nom préféré;français;08/07/1997;26/08/2009
52209;52209;estétrol monohydraté;ANS nom préféré;français;28/05/2021;28/05/2021
52246;52246;pollens pour préparations homéopathiques;ANS autre nom;français;06/12/2019;
52310;52310;carbomère 974P;ANS nom préféré;français;27/09/1999;12/12/2016
27729;52342;acide cromoglicique;ANS autre nom;français;22/05/2002;17/02/2023
60642;52384;sodium (iodure [131 I] de);ANS autre nom;français;11/02/2002;10/03/2023
52389;52389;oméga-3 (esters éthyliques d'acides) ;ANS nom préféré;français;09/07/2002;10/03/2023
35118;52405;poudre de pancréas ;ANS autre nom;français;08/07/1997;09/08/2016
52431;52431;périndopril;ANS nom préféré;français;20/06/2002;
52465;52465;virus de la grippe fragmenté, inactivé, A/Cambodia/e0826360/2020 (H3N2) - souche analogue (A/Tasmania/503/2020, IVR-221) ;ANS nom préféré;français;24/09/2021;19/02/2023
52476;52476;ulipristal (acétate d');ANS nom préféré;français;13/03/2012;13/03/2012
52488;52488;séné (feuille de), extrait sec titré de;ANS nom préféré;français;09/07/2002;07/03/2023
52513;52513;stiripentol;ANS nom préféré;français;01/02/2007;
66954;52620;chlorhydrate de tipiracil;ANS autre nom;français;02/05/2016;
52633;52633;protéine spike recombinante du SARS-CoV-2 - souche B.1.351 ;ANS nom préféré;français;10/11/2022;
19039;52684;sulfate de ceftolozane;ANS autre nom;français;31/08/2015;
04703;52789;acide 4-aminobenzoïque;ANS autre nom;français;08/07/1997;03/03/2023
52826;52826;nintédanib (ésilate de);ANS nom préféré;français;20/11/2014;
95405;52852;carboxymaltose ferrique;ANS autre nom;français;01/07/2010;01/07/2010
52857;52857;tocilizumab ;ANS nom préféré;français;07/03/2008;
01044;52893;acide glutamique;ANS autre nom;français;08/07/1997;13/01/2012
52920;52920;clopidogrel (hydrogénosulfate de);ANS nom préféré;français;15/11/1999;22/10/2021
52951;52951;alpha-1 antitrypsine humaine ;ANS nom préféré;français;28/09/2005;20/02/2023
52977;52977;ertapénem sodique;ANS nom préféré;français;19/06/2002;26/03/2009
51781;52983;gelsémium (extrait mou de);ANS nom préféré;français;08/07/1997;20/02/2023
13363;53019;Cl+Me-isothiazolinone;ANS nom préféré;français;08/07/1997;19/02/2023
53028;53028;cisatracurium;ANS nom préféré;français;05/08/2002;20/02/2023
53118;53118;6-iodométhylnorcholestérol [131 I];ANS nom préféré;français;04/11/2003;04/11/2003
53145;53145;lopinavir;ANS nom préféré;français;02/08/2001;
53161;53161;antigènes coquelucheux : fimbria- 2 et fimbria-3 ;ANS autre nom;français;04/02/2003;
53209;53209;védolizumab ;ANS nom préféré;français;25/03/2014;25/03/2014
00568;53211;menthol;ANS autre nom;français;08/07/1997;08/06/2009
04729;53279;chlorhydrate de bromhexine;ANS autre nom;français;08/07/1997;01/07/2008
00892;53303;phytolacca decandra ((Homéopathie));ANS nom préféré;français;08/07/1997;01/08/2013
53318;53318;volanésorsen;ANS nom préféré;français;20/05/2019;
19757;53340;céfazoline;ANS nom préféré;français;20/06/2002;
55432;53408;chlorure de mivacurium;ANS autre nom;français;08/07/1997;25/09/2008
75210;53412;chlorhydrate de milnacipran;ANS autre nom;français;25/05/1999;05/10/2011
53415;53415;ritonavir;ANS nom préféré;français;08/07/1997;
53422;53422;fostemsavir;ANS nom préféré;français;18/03/2021;
53428;53428;panobinostat;ANS nom préféré;français;02/09/2015;
35166;53451;tamoxifène;ANS nom préféré;français;02/11/2001;22/03/2013
05562;53485;valproate de sodium;ANS nom préféré;français;08/07/1997;26/10/2009
53541;53541;extrait allergénique de pollen de pâturin des prés;ANS nom préféré;français;02/02/2004;07/03/2023
37583;53593;acétate de ceftaroline fosamil monohydraté;ANS autre nom;français;20/09/2012;20/09/2012
73112;53606;histaminum ((Homéopathie));ANS nom préféré;français;02/12/1999;01/08/2013
53647;53647;lactobionique (acide);ANS nom préféré;français;23/10/1998;15/06/2010
36083;53663;fumarate de rupatadine;ANS autre nom;français;19/12/2006;02/04/2019
23758;53681;diphosphate d'oritavancine;ANS autre nom;français;12/02/2015;
80432;53688;chlorhydrate de prasugrel;ANS autre nom;français;16/07/2009;14/12/2009
07436;53710;bisoprolol (hémifumarate de);ANS autre nom;français;08/07/1997;30/06/2008
25807;53712;rubia tinctoria ((Homéopathie));ANS nom préféré;français;08/07/1997;15/02/2023
00511;53724;sulfate ferreux heptahydraté;ANS autre nom;français;08/07/1997;10/11/2009
03602;53726;acétate de tout-rac-alpha-tocophéryle;ANS autre nom;français;08/07/1997;11/06/2013
53732;53732;amorolfine (chlorhydrate d');ANS nom préféré;français;08/07/1997;13/11/1998
53745;53745;albutrépénonacog alfa ;ANS nom préféré;français;10/05/2016;
53763;53763;manidipine (chlorhydrate de);ANS nom préféré;français;23/09/2002;23/06/2009
53766;53766;luspatercept ;ANS nom préféré;français;03/08/2020;03/08/2020
24321;53791;chlorhydrate de metformine;ANS autre nom;français;08/07/1997;30/06/2009
53851;53851;N,N'-éthylène-(L,L)-dicystéine;ANS nom préféré;français;26/10/2010;
53859;53859;vinflunine (ditartrate de);ANS nom préféré;français;24/12/2009;08/01/2010
53900;53900;maralixibat;ANS nom préféré;français;22/09/2021;
54247;53901;aescine-bêta;ANS autre nom;français;08/07/1997;09/11/2007
18884;53917;alumen ((Homéopathie));ANS nom préféré;français;12/01/2021;
53921;53921;trientine (tétrachlorhydrate de);ANS nom préféré;français;05/07/2017;05/07/2017
45154;53951;chlorhydrate de saxagliptine;ANS autre nom;français;11/01/2010;08/12/2011
54002;54002;diazolidinylurée;ANS nom préféré;français;24/07/2020;
54009;54009;conestat alfa ;ANS nom préféré;français;15/12/2010;13/01/2023
54015;54015;lenvatinib;ANS nom préféré;français;02/04/2015;
54035;54035;dinutuximab bêta ;ANS nom préféré;français;26/06/2017;26/06/2017
54043;54043;guêpe poliste (venin de);ANS autre nom;français;08/07/1997;20/02/2023
04155;54086;citrate de sodium;ANS autre nom;français;08/07/1997;02/01/2014
38700;54097;succinate de ténofovir disoproxil;ANS autre nom;français;21/05/2015;
54201;54201;posaconazole;ANS nom préféré;français;04/11/2004;
54231;54231;irbésartan (chlorhydrate d');ANS nom préféré;français;10/03/2008;
54300;54300;avapritinib;ANS nom préféré;français;11/10/2020;11/10/2020
54353;54353;lévocétirizine;ANS nom préféré;français;03/05/2010;
54371;54371;toltérodine (tartrate de);ANS nom préféré;français;09/12/1998;27/11/2009
54399;54399;insuline glulisine ;ANS nom préféré;français;22/12/2004;
03012;54451;oxyde de magnésium;ANS autre nom;français;08/07/1997;09/03/2023
54459;54459;buprénorphine;ANS nom préféré;français;20/11/2001;
54502;54502;cangrélor;ANS nom préféré;français;17/01/2014;17/01/2014
54506;54506;citalopram (chlorhydrate de);ANS nom préféré;français;09/12/1998;01/02/1999
78513;54546;chlorhydrate de valaciclovir monohydraté;ANS autre nom;français;28/08/2007;10/03/2023
58062;54549;polyoside de Streptococcus pneumoniae sérotype 4 conjugué à la protéine vectrice CRM197;ANS nom préféré;français;10/05/2006;24/03/2023
67373;54553;pantoprazole sodique sesquihydraté;ANS nom préféré;français;08/07/1997;26/08/2009
54506;54603;chlorhydrate de citalopram;ANS autre nom;français;09/12/1998;01/02/1999
00690;54613;acide salicylique;ANS autre nom;français;08/07/1997;14/10/2009
54643;54643;daunorubicine;ANS nom préféré;français;20/06/2002;
54648;54648;calcifédiol anhydre;ANS nom préféré;français;08/04/2002;02/07/2013
54655;54655;nabumétone;ANS nom préféré;français;08/07/1997;13/11/1998
54660;54660;séné (feuille de) (extrait sec de);ANS nom préféré;français;03/10/2002;20/02/2023
02699;54663;chlorhydrate d'isothipendyl;ANS autre nom;français;08/07/1997;30/11/2011
54667;54667;rifaximine;ANS nom préféré;français;06/05/2004;
54676;54676;fulvestrant;ANS nom préféré;français;25/03/2004;
54696;54696;alpélisib;ANS nom préféré;français;06/08/2020;06/08/2020
03122;54748;laurilsulfate de tiliquinol;ANS autre nom;français;08/07/1997;25/11/2009
54762;54762;hydrocotyle (partie aérienne d') (extrait sec de);ANS nom préféré;français;10/10/2002;20/02/2023
79968;54820;hémitartrate de rasagiline;ANS autre nom;français;13/04/2015;13/04/2015
00063;54871;sulfate de baryum;ANS autre nom;français;08/07/1997;11/01/2023
16484;54874;FSH ;ANS autre nom;français;04/10/2011;
06987;54887;dihydrocodéine (hydrogénotartrate de);ANS nom préféré;français;08/07/1997;23/03/2009
44025;54895;gallium [67Ga] (citrate de);ANS nom préféré;français;18/11/2002;10/03/2023
93913;54909;acétate de ganirélix;ANS autre nom;français;23/04/1999;
54913;54913;lapatinib;ANS nom préféré;français;22/11/2006;
02355;54939;méthyldopa sesquihydraté;ANS nom préféré;français;08/07/1997;13/12/2011
00265;54941;china rubra ((Homéopathie));ANS nom préféré;français;08/07/1997;13/02/2023
54965;54965;osilodrostat (phosphate d');ANS nom préféré;français;07/01/2020;07/01/2020
85257;54981;chlorhydrate de pitolisant;ANS autre nom;français;13/05/2015;13/05/2015
03759;55003;sulfate de chondroïtine A sodique;ANS autre nom;français;08/07/1997;17/02/2023
55004;55004;bléomycine;ANS nom préféré;français;23/08/2002;
00702;55005;fluorure stanneux;ANS autre nom;français;08/07/1997;05/07/2013
55029;55029;olipudase alfa ;ANS nom préféré;français;18/07/2022;
06925;55039;silicea ((Homéopathie));ANS nom préféré;français;08/07/1997;01/08/2013
55062;55062;témocilline;ANS nom préféré;français;27/01/2015;
40030;55064;magnésium (glycérophosphate acide de);ANS nom préféré;français;25/05/1999;29/06/2009
03778;55237;chlorhexidine (digluconate de);ANS nom préféré;français;08/07/1997;22/09/2008
00430;55239;calcium (chlorure de) dihydraté;ANS nom préféré;français;08/07/1997;07/07/2008
55261;55261;badiaga pour préparations homéopathiques;ANS autre nom;français;08/07/1997;10/02/2023
55294;55294;bismuth;ANS nom préféré;français;19/02/2002;27/04/2023
55315;55315;eskétamine;ANS nom préféré;français;28/03/2013;13/05/2013
03697;55331;méthylprednisolone (succinate sodique de);ANS nom préféré;français;08/07/1997;16/02/2023
55340;55340;doxazosine;ANS nom préféré;français;22/05/2002;
62147;55373;polypodium vulgare, folium, pour préparations homéopathiques;ANS autre nom;français;19/09/2011;19/09/2011
00090;55380;sulfate de potassium;ANS autre nom;français;08/07/1997;03/03/2023
55387;55387;volanésorsen sodique;ANS nom préféré;français;20/05/2019;20/05/2019
55410;55410;felbamate;ANS nom préféré;français;08/07/1997;
55432;55432;mivacurium (chlorure de);ANS nom préféré;français;08/07/1997;25/09/2008
55485;55485;répaglinide;ANS nom préféré;français;15/11/1999;
55512;55512;rivastigmine (hydrogénotartrate de);ANS nom préféré;français;07/03/2000;24/10/2001
26310;55516;butylparabène;ANS autre nom;français;08/07/1997;11/12/2012
50873;55571;bromhydrate de vortioxétine;ANS autre nom;français;28/10/2013;28/01/2014
54693;55608;clopidogrel;ANS nom préféré;français;16/01/2003;23/10/2008
03437;55610;sulfate de protamine;ANS autre nom;français;08/07/1997;12/11/1998
55634;55634;Streptococcus pneumoniae sérotype 9V (polyoside de) conjugué à la protéine vectrice CRM197;ANS autre nom;français;10/05/2006;24/03/2023
55647;55647;macroagrégats d'albumine humaine plasmatique;ANS autre nom;français;25/05/1999;07/06/2022
55686;55686;silicea naturale (quartz) pour préparations homéopathiques;ANS autre nom;français;18/09/2019;
55705;55705;fluvastatine sodique;ANS nom préféré;français;08/07/1997;25/11/2011
55721;55721;sévélamer (carbonate de);ANS nom préféré;français;20/08/2008;
00053;55724;nitrate d'argent;ANS autre nom;français;08/07/1997;19/06/2008
55777;55777;éliglustat (tartrate d');ANS nom préféré;français;30/12/2014;
55910;55910;rotigotine;ANS nom préféré;français;28/02/2006;
55952;55952;axicabtagène ciloleucel ;ANS nom préféré;français;16/10/2018;16/10/2018
00763;56007;cuprum metallicum ((Homéopathie));ANS nom préféré;français;08/07/1997;19/10/2018
04188;56067;fluorure de calcium;ANS nom préféré;français;08/07/1997;08/07/2008
43480;56079;polyosides de Streptococcus pneumoniae sérotype 22F ();ANS nom préféré;français;15/11/2000;19/02/2023
04605;56115;chelidonium majus ((Homéopathie));ANS nom préféré;français;08/07/1997;01/08/2013
56132;56132;adéfovir dipivoxil;ANS nom préféré;français;07/08/2000;10/04/2007
56173;56173;félodipine;ANS nom préféré;français;08/07/1997;12/11/1998
56193;56193;disperse blue 106;ANS nom préféré;français;30/07/2020;
24982;56247;alendronate de sodium trihydraté;ANS nom préféré;français;08/07/1997;29/12/2022
56262;56262;dalbavancine;ANS nom préféré;français;25/09/2007;
20038;56324;argentum metallicum ((Homéopathie));ANS nom préféré;français;08/07/1997;01/08/2013
56345;56345;ceftaroline fosamil;ANS nom préféré;français;20/09/2012;
00234;56369;extrait fluide d'hamamélis;ANS autre nom;français;08/07/1997;03/03/2023
03759;56407;sulfate sodique de chondroïtine A;ANS autre nom;français;08/07/1997;17/02/2023
41278;56420;édétate de chrome [51Cr];ANS autre nom;français;23/09/2002;19/02/2023
56421;56421;erlotinib;ANS nom préféré;français;03/11/2005;
56429;56429;dihydrogénophosphate de sodium dodécahydraté;ANS nom préféré;français;25/05/1999;20/02/2023
06379;56437;polystyrène sulfonate de sodium;ANS autre nom;français;08/07/1997;27/12/2019
56454;56454;fédratinib (dichlorhydrate de) monohydraté;ANS nom préféré;français;25/03/2021;
39318;56456;FSH bêta recombinante ;ANS autre nom;français;23/04/1999;23/03/2023
04492;56492;parahydroxybenzoate de propyle;ANS nom préféré;français;08/07/1997;03/03/2023
48124;56496;polyosides de Streptococcus pneumoniae sérotype 3;ANS nom préféré;français;15/11/2000;20/02/2023
56568;56568;loprazolam;ANS nom préféré;français;06/11/2003;
56593;56593;phosphore;ANS nom préféré;français;19/02/2002;20/02/2023
56635;56635;chlorhydrate de lidocaïne anhydre;ANS autre nom;français;27/05/2002;25/10/2007
04100;56762;calendula officinalis ((Homéopathie));ANS nom préféré;français;08/07/1997;01/08/2013
13911;56777;gluconate de sodium;ANS autre nom;français;08/07/1997;06/01/2012
03208;56788;undécylénate de calcium;ANS nom préféré;français;08/07/1997;
56797;56797;protéine L1 de Papillomavirus humain de type 18 (HPV) (recombinant, adsorbé, avec adjuvant) ;ANS nom préféré;français;06/12/2007;19/02/2023
02245;56803;acétate de chlormadinone;ANS autre nom;français;08/07/1997;22/09/2008
13709;56822;chlorhydrate de nicardipine;ANS autre nom;français;08/07/1997;11/08/2009
00264;56831;chlorhydrate de trihexyphénidyle;ANS autre nom;français;08/07/1997;01/12/2009
92734;56832;chlorhydrate de valaciclovir;ANS autre nom;français;08/07/1997;21/10/2021
65918;56856;complexe piroxicam-bétadex;ANS autre nom;français;09/03/2000;16/09/2009
01931;56864;fluorouracile;ANS autre nom;français;08/07/1997;16/04/2009
56996;56996;cobicistat;ANS nom préféré;français;11/05/2012;
57000;57000;bilastine monohydratée;ANS nom préféré;français;18/08/2021;
58587;57026;poractant alfa ;ANS nom préféré;français;08/07/1997;23/12/2010
05002;57065;gluconate de lithium;ANS autre nom;français;08/07/1997;
00688;57086;acide lactique;ANS autre nom;français;08/07/1997;02/06/2009
57095;57095;zanamivir hydraté;ANS nom préféré;français;29/04/2019;29/04/2019
48157;57097;extrait sec aqueux sur maltodextrine d'érysimum officinale;ANS autre nom;français;06/09/2019;20/02/2023
05094;57117;hydrogénotartrate de potassium;ANS nom préféré;français;08/07/1997;21/09/2009
81716;57132;clodronate disodique tetrahydraté;ANS nom préféré;français;08/07/1997;21/10/2009
57147;57147;rélébactam;ANS nom préféré;français;30/01/2020;30/01/2020
00059;57187;adénosine triphosphate;ANS autre nom;français;08/07/1997;02/06/2008
00831;57293;sulfate de manganèse monohydraté;ANS autre nom;français;08/07/1997;03/03/2023
00708;57298;diacétate de chlorhexidine;ANS autre nom;français;08/07/1997;22/09/2008
93351;57320;xinafoate de salmétérol;ANS autre nom;français;08/07/1997;14/10/2009
57329;57329;oseille crépue (extrait sec d');ANS nom préféré;français;20/10/2021;21/10/2021
57345;57345;eftrénonacog alfa ;ANS nom préféré;français;13/05/2016;13/05/2016
03633;57359;métilsulfate de néostigmine;ANS autre nom;français;08/07/1997;07/08/2009
04000;57385;pentosane polysulfate sodique;ANS nom préféré;français;08/07/1997;19/02/2015
02123;57576;propionate de sodium;ANS autre nom;français;08/07/1997;23/10/2009
57655;57655;rotavirus réassortant humain-bovin de sérotype G4 (vivant) ;ANS nom préféré;français;26/07/2006;17/07/2012
57658;57658;risankizumab ;ANS nom préféré;français;20/05/2019;20/05/2019
57670;57670;triptoréline (acétate de);ANS nom préféré;français;11/02/2002;03/12/2009
57675;57675;polyoside Haemophilus influenzae type b conjugué à l'anatoxine tétanique;ANS nom préféré;français;08/07/1997;24/03/2023
84578;57729;dihydroartémisinine;ANS autre nom;français;14/11/2011;
57760;57760;tramétinib;ANS nom préféré;français;28/04/2014;28/04/2014
00247;57773;drosera rotundifolia ((Homéopathie));ANS nom préféré;français;08/07/1997;09/02/2023
00934;57784;chlorhydrate d'étifoxine;ANS autre nom;français;08/07/1997;13/11/1998
62904;57793;chlorhydrate de granisétron;ANS autre nom;français;08/07/1997;05/05/2009
29039;57845;rheum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;15/02/2023
57861;57861;landiolol;ANS nom préféré;français;08/12/2016;
