Code_Substance;code_Nom_Substance;Nom_Substance;Flag_Substance
18244;18244    ;rosuvastatine zincique;ANS nom préféré
99567;99567    ;rotavirus humain (souche RIX4414) (vivant, atténué) ;ANS nom préféré
20262;20262    ;rotavirus réassortant humain-bovin de sérotype G1 (vivant) ;ANS nom préféré
36354;36354    ;rotavirus réassortant humain-bovin de sérotype G2 (vivant) ;ANS nom préféré
46263;46263    ;rotavirus réassortant humain-bovin de sérotype G3 (vivant) ;ANS nom préféré
57655;57655    ;rotavirus réassortant humain-bovin de sérotype G4 (vivant) ;ANS nom préféré
90361;93617    ;rotavirus réassortant humain-bovin de type P1A[8] (vivant) ;ANS nom préféré
55910;55910    ;rotigotine;ANS nom préféré
05621;05621    ;roxithromycine;ANS nom préféré
71699;71699    ;RRR-alpha-tocophérol;ANS nom préféré
73534;73534    ;rucaparib;ANS nom préféré
50970;50970    ;rucaparib (camsilate de);ANS nom préféré
45638;45638    ;rufinamide;ANS nom préféré
23010;23010    ;rupatadine;ANS nom préféré
36083;36083    ;rupatadine (fumarate de);ANS nom préféré
76621;76621    ;rurioctocog alfa pégol ;ANS nom préféré
15325;40191;ruta graveolens ((Homéopathie));ANS nom préféré
00942;00942    ;rutoside;ANS nom préféré
42140;42140    ;ruxolitinib;ANS nom préféré
38893;38893    ;ruxolitinib (phosphate de);ANS nom préféré
27194;27194    ;sacituzumab govitecan;ANS nom préféré
78789;78789    ;sacubitril;ANS nom préféré
81962;81962    ;safinamide;ANS nom préféré
68875;68875    ;safinamide (mésilate de);ANS nom préféré
00626;00626    ;salbutamol;ANS nom préféré
03559;03559    ;salbutamol (sulfate de);ANS nom préféré
00949;00949    ;salicylamide;ANS nom préféré
04009;28593    ;salicylate de choline;ANS nom préféré
02974;26740    ;salicylate de diéthylamine;ANS nom préféré
51080;47810    ;salicylate de dipropylèneglycol;ANS nom préféré
05453;16717    ;salicylate de méthyle;ANS nom préféré
05557;23736    ;salicylate de sodium;ANS nom préféré
04852;93005    ;salicylate d'hydroxyéthyle;ANS nom préféré
48788;39952    ;salicylate d'isoamyle;ANS nom préféré
03557;79946;salicylicum acidum ((Homéopathie));ANS nom préféré
00690;00690    ;salicylique (acide);ANS nom préféré
08216;96904;salix alba ((Homéopathie));ANS nom préféré
50878;26654;salix viminalis, folium ((Homéopathie));ANS nom préféré
57781;92878    ;salmétérol;ANS nom préféré
93351;93351    ;salmétérol (xinafoate de);ANS nom préféré
00951;00951    ;salol;ANS nom préféré
96635;96635    ;samarinium [153 Sm] lexidronam pentasodium;ANS nom préféré
90563;90563    ;saproptérine (dichlorhydrate de);ANS nom préféré
25101;79365;sarcolacticum acidum ((Homéopathie));ANS nom préféré
38955;38955    ;sarilumab ;ANS nom préféré
27375;27375    ;saxagliptine;ANS nom préféré
45154;45154    ;saxagliptine (chlorhydrate de);ANS nom préféré
21575;39326;scolopendrium officinale ((Homéopathie));ANS nom préféré
29848;29848    ;scopolamine;ANS nom préféré
05551;05551    ;scopolamine (bromhydrate de);ANS nom préféré
03068;03068    ;scopolamine (butylbromure de);ANS nom préféré
92591;92591    ;sébélipase alfa ;ANS nom préféré
12345;12345    ;secnidazole;ANS nom préféré
72986;72986    ;sécukinumab ;ANS nom préféré
60921;60921    ;sélégiline (chlorhydrate de);ANS nom préféré
30108;69008    ;sélénite de sodium;ANS nom préféré
40583;40583    ;sélénium (dioxyde de);ANS nom préféré
08829;44995;selenium metallicum ((Homéopathie));ANS nom préféré
92319;92319    ;sélexipag;ANS nom préféré
41455;41455    ;sélumétinib;ANS nom préféré
66917;66917    ;sélumétinib (sulfate de);ANS nom préféré
21365;21365    ;sémaglutide ;ANS nom préféré
97684;97684    ;séné (extrait sec de);ANS nom préféré
00213;00213    ;séné (feuille de);ANS nom préféré
52488;52488    ;séné (feuille de), extrait sec titré de;ANS nom préféré
78303;78303    ;séné de l'Inde ou de Tinnevelly (fruit de);ANS nom préféré
79977;91179;senecio aureus ((Homéopathie));ANS nom préféré
09401;30202;senega ((Homéopathie));ANS nom préféré
03128;03128    ;sennosides;ANS nom préféré
08172;19568;sepia officinalis ((Homéopathie));ANS nom préféré
00629;00629    ;sérine;ANS nom préféré
04349;04349    ;serpolet (huile essentielle de);ANS nom préféré
94707;94707    ;sertaconazole (nitrate de);ANS nom préféré
42406;39665    ;sertraline;ANS nom préféré
97603;97603    ;sertraline (chlorhydrate de);ANS nom préféré
26220;26220    ;setmélanotide;ANS nom préféré
55721;55721    ;sévélamer (carbonate de);ANS nom préféré
44677;44677    ;sévélamer (chlorhydrate de);ANS nom préféré
77978;77978    ;sévoflurane;ANS nom préféré
67717;67717    ;sildénafil;ANS nom préféré
34251;34251    ;sildénafil (citrate de);ANS nom préféré
84248;84248    ;silice colloïdale hydratée;ANS nom préféré
06925;55039;silicea ((Homéopathie));ANS nom préféré
55686;94655;silicea naturale (quartz) ((Homéopathie));ANS nom préféré
50540;50540    ;silodosine;ANS nom préféré
42281;42281    ;siltuximab ;ANS nom préféré
94406;94406    ;siméprévir;ANS nom préféré
49272;49272    ;siméprévir sodique;ANS nom préféré
10394;10394    ;siméticone;ANS nom préféré
63547;63547    ;simoctocog alfa ;ANS nom préféré
10171;10171    ;simvastatine;ANS nom préféré
59394;59394    ;sirolimus;ANS nom préféré
20740;20740    ;sitagliptine;ANS nom préféré
80744;80744    ;sitagliptine (chlorhydrate de);ANS nom préféré
85939;85939    ;sitagliptine (chlorhydrate de) monohydraté;ANS nom préféré
80062;80062    ;sitagliptine (malate de);ANS nom préféré
21050;21050    ;sitagliptine (phosphate de) monohydraté;ANS nom préféré
74856;74856    ;sodium ((S)-lactate de), solution de;ANS nom préféré
89235;47955    ;sodium (acétate de) anhydre;ANS nom préféré
00637;00637    ;sodium (benzoate de);ANS nom préféré
05565;05565    ;sodium (bromure de);ANS nom préféré
00901;00901    ;sodium (chlorure de);ANS nom préféré
04546;04546    ;sodium (fluorure de);ANS nom préféré
13911;13911    ;sodium (gluconate de);ANS nom préféré
04111;04111    ;sodium (glycérophosphate de);ANS nom préféré
95375;95375    ;sodium (glycérophosphate de) pentahydraté;ANS nom préféré
19508;19508    ;sodium (glycérophosphate) hydraté;ANS nom préféré
04549;04549    ;sodium (hydroxyde de);ANS nom préféré
91695;91695    ;sodium (lactate de) anhydre;ANS nom préféré
04041;04041    ;sodium (laurilsulfate de);ANS nom préféré
04046;04046    ;sodium (monosulfure de) nonahydraté;ANS nom préféré
10876;10876    ;sodium (oxybate de);ANS nom préféré
06379;57948    ;sodium (polystyrène sulfonate de);ANS nom préféré
02123;02123    ;sodium (propionate de);ANS nom préféré
10740;10740    ;sodium (sélénite de) pentahydraté;ANS nom préféré
00905;00905    ;sodium (sulfate de) anhydre;ANS nom préféré
83492;83492    ;sofosbuvir;ANS nom préféré
04951;04951    ;soja (huile de) raffinée;ANS nom préféré
03576;17106;solanum dulcamara ((Homéopathie));ANS nom préféré
03579;16830;solidago virga aurea ((Homéopathie));ANS nom préféré
72550;72550    ;solifénacine;ANS nom préféré
32050;32050    ;solifénacine (succinate de);ANS nom préféré
26197;26197    ;solriamfétol;ANS nom préféré
26148;26148    ;solriamfétol (chlorhydrate de);ANS nom préféré
50073;33470    ;somatoréline;ANS nom préféré
83813;83813    ;somatoréline (acétate de);ANS nom préféré
00971;00971    ;somatostatine;ANS nom préféré
74224;70902    ;somatostatine (acétate de) hydraté;ANS nom préféré
81058;81058    ;somatropine ;ANS nom préféré
00960;87739    ;somatropine ;ANS nom préféré
40522;40522    ;sonidégib;ANS nom préféré
85360;64649    ;sonidégib (diphosphate de);ANS nom préféré
89477;89477    ;sorafénib;ANS nom préféré
27352;27352    ;sorafénib (tosilate de);ANS nom préféré
00640;00640    ;sorbitol;ANS nom préféré
18343;18343    ;sorbitol liquide (cristallisable);ANS nom préféré
00970;00970    ;sotalol (chlorhydrate de);ANS nom préféré
24624;24624    ;sotorasib;ANS nom préféré
16715;16715    ;sotrovimab ;ANS nom préféré
44997;44997    ;soufre;ANS nom préféré
97899;97899    ;soufre (hexafluorure de);ANS nom préféré
23835;23835    ;sous unité B de la toxine cholérique recombinante ;ANS nom préféré
28741;67224;spigelia anthelmia ((Homéopathie));ANS nom préféré
00975;00975    ;spiramycine;ANS nom préféré
00335;00335    ;spiramycine (adipate de);ANS nom préféré
00977;00977    ;spironolactone;ANS nom préféré
13577;13577    ;stanneux (chlorure) dihydraté;ANS nom préféré
00702;00702    ;stanneux (fluorure);ANS nom préféré
06899;17694;stannum metallicum ((Homéopathie));ANS nom préféré
10212;51151;staphysagria ((Homéopathie));ANS nom préféré
93467;93467    ;stavudine;ANS nom préféré
52513;52513    ;stiripentol;ANS nom préféré
05189;91100;stramonium ((Homéopathie));ANS nom préféré
98037;98037    ;Streptococcus pneumoniae sérotype 2 (polyosides de);ANS nom préféré
19075;19075    ;Streptococcus pneumoniae sérotype 23F (polyosides de);ANS nom préféré
98189;98189    ;Streptococcus pneumoniae sérotype 9V (polyosides de);ANS nom préféré
04068;04068    ;streptomycine (sulfate de);ANS nom préféré
10235;10235    ;streptozocine;ANS nom préféré
50945;21763;strontium muriaticum ((Homéopathie));ANS nom préféré
25169;25169    ;succimer;ANS nom préféré
03560;03560    ;succinimide;ANS nom préféré
03563;03563    ;sucralfate;ANS nom préféré
34909;34909    ;sufentanil;ANS nom préféré
48856;48856    ;sufentanil (citrate de);ANS nom préféré
69540;69540    ;sugammadex;ANS nom préféré
68590;68590    ;sugammadex sodique;ANS nom préféré
44778;44778    ;sulbactam;ANS nom préféré
08327;08327    ;sulbactam sodique;ANS nom préféré
05241;61900    ;sulbutiamine;ANS nom préféré
58807;58807    ;sulésomab ;ANS nom préféré
02867;02867    ;sulfadiazine;ANS nom préféré
00617;00617    ;sulfadiazine argentique;ANS nom préféré
02877;02877    ;sulfaméthizol;ANS nom préféré
02878;02878    ;sulfaméthoxazole;ANS nom préféré
00947;00947    ;sulfasalazine;ANS nom préféré
02905;02905    ;sulfogaïacol;ANS nom préféré
29686;09140    ;sulfosilicoaluminate de sodium;ANS nom préféré
25848;30340;sulfur ((Homéopathie));ANS nom préféré
12174;97416;sulfur iodatum ((Homéopathie));ANS nom préféré
00216;00216    ;sulindac;ANS nom préféré
02914;02914    ;sulpiride;ANS nom préféré
06209;06209    ;sulprostone;ANS nom préféré
89266;89266    ;sumatriptan;ANS nom préféré
15562;15562    ;sumatriptan (succinate de);ANS nom préféré
29335;29335    ;sunitinib;ANS nom préféré
41239;41239    ;sunitinib (malate de);ANS nom préféré
28612;28612    ;sureau (fleur de), extrait sec de;ANS nom préféré
50648;50648    ;susoctocog alfa ;ANS nom préféré
04653;04653    ;suxaméthonium (chlorure de);ANS nom préféré
67541;67541    ;suxaméthonium (chlorure de) dihydraté;ANS nom préféré
77086;77086    ;tacrolimus;ANS nom préféré
98322;98322    ;tacrolimus monohydraté;ANS nom préféré
98159;98159    ;tadalafil;ANS nom préféré
85087;85087    ;tafamidis;ANS nom préféré
80457;70890    ;tafamidis de méglumine;ANS nom préféré
34978;34978    ;tafasitamab ;ANS nom préféré
61469;61469    ;talazoparib;ANS nom préféré
27916;27916    ;talazoparib (tosilate de);ANS nom préféré
03899;03899    ;talc;ANS nom préféré
35166;53451    ;tamoxifène;ANS nom préféré
00126;00126    ;tamoxifène (citrate de);ANS nom préféré
64851;64851    ;tamsulosine;ANS nom préféré
66494;66494    ;tamsulosine (chlorhydrate de);ANS nom préféré
03165;20405    ;tannique (acide);ANS nom préféré
22322;22322    ;tapentadol;ANS nom préféré
24583;24583    ;tapentadol (chlorhydrate de);ANS nom préféré
02419;32198;taraxacum dens leonis ((Homéopathie));ANS nom préféré
05095;16704    ;tartrate de potassium neutre;ANS nom préféré
00026;00026    ;tartrique (acide);ANS nom préféré
45682;45682    ;tasonermine ;ANS nom préféré
01603;01603    ;taurine;ANS nom préféré
44908;44908    ;tazarotène;ANS nom préféré
26478;26478    ;tazobactam;ANS nom préféré
30409;30409    ;tazobactam sodique;ANS nom préféré
42539;42539    ;tébentafusp;ANS nom préféré
23243;23243    ;téclistamab ;ANS nom préféré
15646;15646    ;tédizolid (phosphate de);ANS nom préféré
33763;33763    ;téduglutide ;ANS nom préféré
09967;09967    ;téicoplanine;ANS nom préféré
24568;24568    ;telbivudine;ANS nom préféré
55715;55715    ;télithromycine;ANS nom préféré
71153;71153    ;telmisartan;ANS nom préféré
55062;55062    ;témocilline;ANS nom préféré
85456;85456    ;témocilline disodique;ANS nom préféré
23986;23986    ;témoporfine;ANS nom préféré
31246;31246    ;témozolomide;ANS nom préféré
27660;27660    ;temsirolimus;ANS nom préféré
38167;86552    ;ténectéplase ;ANS nom préféré
46715;30751    ;ténoate d'éthanolamine;ANS nom préféré
98937;98937    ;ténofovir alafénamide;ANS nom préféré
91140;91140    ;ténofovir alafénamide (fumarate de);ANS nom préféré
29337;29337    ;ténofovir disoproxil;ANS nom préféré
89901;89901    ;ténofovir disoproxil (fumarate de);ANS nom préféré
36917;36917    ;ténofovir disoproxil (maléate de);ANS nom préféré
80755;80755    ;ténofovir disoproxil (phosphate de);ANS nom préféré
38700;38700    ;ténofovir disoproxil (succinate de);ANS nom préféré
08751;08751    ;ténoxicam;ANS nom préféré
60254;60254    ;térazosine (chlorhydrate de) dihydraté;ANS nom préféré
72481;72481    ;terbinafine;ANS nom préféré
32925;32925    ;terbinafine (chlorhydrate de);ANS nom préféré
04857;04857    ;terbutaline (sulfate de);ANS nom préféré
17098;17098    ;tériflunomide;ANS nom préféré
61457;61457    ;tériparatide;ANS nom préféré
78782;78782    ;tériparatide ;ANS nom préféré
26561;26561    ;tériparatide ;ANS nom préféré
42124;21180    ;terlipressine;ANS nom préféré
60920;60920    ;terlipressine (acétate de);ANS nom préféré
00651;00651    ;terpine;ANS nom préféré
10791;10791    ;terpinol;ANS nom préféré
09542;09542    ;tertatolol (chlorhydrate de);ANS nom préféré
02934;02934    ;testostérone;ANS nom préféré
05477;05477    ;testostérone (énantate de);ANS nom préféré
22217;22217    ;testostérone (undécanoate de);ANS nom préféré
71395;71395    ;tétrabénazine;ANS nom préféré
01835;01835    ;tétracaïne;ANS nom préféré
05216;05216    ;tétracaïne (chlorhydrate de);ANS nom préféré
01836;01836    ;tétracosactide;ANS nom préféré
01837;01837    ;tétracycline;ANS nom préféré
04630;04630    ;tétracycline (chlorhydrate de);ANS nom préféré
05558;78120    ;tétradécyl sulfate de sodium;ANS nom préféré
72941;72941    ;tétrakis cuivre (tétrafluoroborate de);ANS nom préféré
45621;45621    ;tétraméthylthiurame (monosulfure de);ANS nom préféré
86094;67836    ;tétrofosmine;ANS nom préféré
29456;29456    ;tezacaftor;ANS nom préféré
69479;69479    ;thalidomide;ANS nom préféré
15078;15078    ;théophylline;ANS nom préféré
00655;00655    ;théophylline monohydratée;ANS nom préféré
01821;82548    ;thiamazol;ANS nom préféré
48694;48694    ;thiamine;ANS nom préféré
01823;01823    ;thiamine (chlorhydrate de);ANS nom préféré
05230;05230    ;thiamine (nitrate de);ANS nom préféré
01824;01824    ;thiamphénicol;ANS nom préféré
01830;01830    ;thiocolchicoside;ANS nom préféré
84816;35440    ;thiohexam;ANS nom préféré
05272;05272    ;thiomersal;ANS nom préféré
03599;03599    ;thiopental et carbonate sodiques;ANS nom préféré
42608;42608    ;thiopental sodique;ANS nom préféré
03127;40594    ;thiosulfate de sodium;ANS nom préféré
92869;79548    ;thiosulfate de sodium anhydre;ANS nom préféré
02751;02751    ;thiotépa;ANS nom préféré
11583;69153    ;thirame;ANS nom préféré
00658;00658    ;thréonine;ANS nom préféré
65378;65378    ;thrombine humaine ;ANS nom préféré
00218;00218    ;thym;ANS nom préféré
00159;00159    ;thym (huile essentielle de);ANS nom préféré
87592;87592    ;thym (parties aériennes de), extrait sec des;ANS nom préféré
00659;00659    ;thymol;ANS nom préféré
29853;16282;thymus vulgaris ((Homéopathie));ANS nom préféré
76406;76406    ;thyrotropine alfa;ANS nom préféré
40435;09027    ;tiagabine (chlorhydrate de) monohydraté;ANS nom préféré
83209;83209    ;tiagabine anhydre;ANS nom préféré
08215;08215    ;tianeptine sodique;ANS nom préféré
89551;63512    ;tiapride;ANS nom préféré
05765;05765    ;tiapride (chlorhydrate de);ANS nom préféré
03385;03385    ;tiaprofénique (acide);ANS nom préféré
81834;81834    ;tibolone;ANS nom préféré
37533;37533    ;ticagrélor;ANS nom préféré
28408;28408    ;ticarcilline sodique;ANS nom préféré
00783;00783    ;ticlopidine (chlorhydrate de);ANS nom préféré
03276;03276    ;tidiacic arginine;ANS nom préféré
03590;03590    ;tiémonium (métilsulfate de);ANS nom préféré
91931;91931    ;tigécycline;ANS nom préféré
03407;03407    ;tilbroquinol;ANS nom préféré
95065;95065    ;tildrakizumab ;ANS nom préféré
03121;03121    ;tiliquinol;ANS nom préféré
03122;03122    ;tiliquinol (laurilsulfate de);ANS nom préféré
87268;48548    ;tiludronate disodique hémihydraté;ANS nom préféré
39065;39065    ;tiludronique (acide);ANS nom préféré
15009;34955    ;timolol;ANS nom préféré
00200;00200    ;timolol (maléate de);ANS nom préféré
03611;03611    ;tinidazole;ANS nom préféré
34647;34647    ;tinzaparine sodique ;ANS nom préféré
06352;06352    ;tioconazole;ANS nom préféré
98196;98196    ;tioguanine;ANS nom préféré
32611;63400    ;tiotropium;ANS nom préféré
61522;94036    ;tiotropium (bromure de);ANS nom préféré
88245;88245    ;tiotropium (bromure de) monohydraté;ANS nom préféré
31750;31750    ;tipiracil;ANS nom préféré
66954;66954    ;tipiracil (chlorhydrate de);ANS nom préféré
44704;44704    ;tipranavir;ANS nom préféré
03037;03037    ;tiratricol;ANS nom préféré
46261;46261    ;tirofiban;ANS nom préféré
41192;41192    ;tirofiban (chlorhydrate de) monohydraté;ANS nom préféré
51382;51382    ;tisagenlecleucel ;ANS nom préféré
00663;00663    ;titane (dioxyde de);ANS nom préféré
33500;33500    ;tixagévimab ;ANS nom préféré
00641;00641    ;tixocortol (pivalate de);ANS nom préféré
23654;23654    ;tobramycine;ANS nom préféré
04926;04926    ;tobramycine (sulfate de);ANS nom préféré
52857;52857    ;tocilizumab ;ANS nom préféré
03585;03585    ;tocofersolan;ANS nom préféré
39799;39799    ;tofacitinib;ANS nom préféré
87834;87834    ;tofacitinib (citrate de);ANS nom préféré
36776;36776    ;tolcapone;ANS nom préféré
41652;50080    ;toltérodine;ANS nom préféré
54371;54371    ;toltérodine (tartrate de);ANS nom préféré
16736;16736    ;tolvaptan;ANS nom préféré
20890;20890    ;topiramate;ANS nom préféré
93066;93066    ;topotécane;ANS nom préféré
87746;87746    ;topotécane (chlorhydrate de);ANS nom préféré
13942;13942    ;torémifène (citrate de);ANS nom préféré
00923;89297    ;tout-rac-alpha-tocophérol;ANS nom préféré
03602;40893    ;tout-rac-alpha-tocophéryle (acétate de);ANS nom préféré
62942;61786    ;toxine botulinique type B ;ANS nom préféré
34560;38937    ;tozinaméran;ANS nom préféré
99842;98870    ;trabectédine;ANS nom préféré
38857;38857    ;tralokinumab ;ANS nom préféré
35415;63162    ;tramadol;ANS nom préféré
86571;86571    ;tramadol (chlorhydrate de);ANS nom préféré
57760;57760    ;tramétinib;ANS nom préféré
65999;65999    ;tramétinib (dimethylsufloxyde de);ANS nom préféré
70833;70833    ;trandolapril;ANS nom préféré
01068;01068    ;tranexamique (acide);ANS nom préféré
97773;97773    ;trastuzumab ;ANS nom préféré
58312;58312    ;trastuzumab déruxtécan ;ANS nom préféré
79507;79507    ;trastuzumab emtansine ;ANS nom préféré
51796;51796    ;travoprost;ANS nom préféré
36399;36399    ;tréosulfan;ANS nom préféré
98145;98145    ;tréprostinil;ANS nom préféré
76913;76913    ;treprostinil monohydraté;ANS nom préféré
23185;23185    ;tréprostinil sodique;ANS nom préféré
00535;00535    ;trétinoïne;ANS nom préféré
05209;05209    ;triamcinolone (acétonide de);ANS nom préféré
05480;05480    ;triamcinolone (hexacétonide de);ANS nom préféré
00313;00313    ;triamtérène;ANS nom préféré
02428;02428    ;triclabendazole;ANS nom préféré
00323;00323    ;triclocarban;ANS nom préféré
46223;46223    ;trientine;ANS nom préféré
58471;58471    ;trientine (dichlorhydrate de);ANS nom préféré
53921;53921    ;trientine (tétrachlorhydrate de);ANS nom préféré
34654;34654    ;trifarotène;ANS nom préféré
11935;11935    ;trifluridine;ANS nom préféré
07326;07326    ;triglycérides à chaîne moyenne;ANS nom préféré
00264;00264    ;trihexyphénidyle (chlorhydrate de);ANS nom préféré
28521;40046;trillium pendulum ((Homéopathie));ANS nom préféré
00670;00670    ;trimébutine;ANS nom préféré
00355;00355    ;trimébutine (maléate de);ANS nom préféré
00338;00338    ;trimétazidine (dichlorhydrate de);ANS nom préféré
00342;00342    ;triméthoprime;ANS nom préféré
03970;92651    ;triméthylphloroglucinol;ANS nom préféré
85758;82161    ;trimipramine;ANS nom préféré
05481;05481    ;trimipramine (maléate de);ANS nom préféré
00360;00360    ;trimipramine (mésilate de);ANS nom préféré
04458;44672    ;trinitrate de glycéryle;ANS nom préféré
06247;59753;trioxyde d'arsenic;ANS nom préféré
00059;00059    ;triphosadénine;ANS nom préféré
09617;09617    ;triphosadénine sodique;ANS nom préféré
05483;05483    ;triprolidine (chlorhydrate de);ANS nom préféré
06197;06197    ;triptoréline;ANS nom préféré
57670;57670    ;triptoréline (acétate de);ANS nom préféré
48674;48674    ;triptoréline (pamoate de);ANS nom préféré
27467;27467    ;trolamine;ANS nom préféré
00356;00356    ;trométamol;ANS nom préféré
03610;03610    ;tropatépine (chlorhydrate de);ANS nom préféré
00358;00358    ;tropicamide;ANS nom préféré
04511;04511    ;trospium (chlorure de);ANS nom préféré
00361;00361    ;troxérutine;ANS nom préféré
05493;05493    ;tuaminoheptane (sulfate de);ANS nom préféré
19483;19483    ;tucatinib;ANS nom préféré
87823;87823    ;turoctocog alfa ;ANS nom préféré
03605;03605    ;tyrosine;ANS nom préféré
52476;52476    ;ulipristal (acétate d');ANS nom préféré
03945;87343;ulmus campestris ((Homéopathie));ANS nom préféré
42752;87037    ;uméclidinium (bromure d');ANS nom préféré
03208;56788    ;undécylénate de calcium;ANS nom préféré
00028;00028    ;undécylénique (acide);ANS nom préféré
72994;72994    ;upadacitinib;ANS nom préféré
19713;19713    ;upadacitinib hémihydraté;ANS nom préféré
11673;11673    ;urapidil;ANS nom préféré
08744;08744    ;urapidil (chlorhydrate d');ANS nom préféré
04802;04802    ;urée;ANS nom préféré
98950;98950    ;urée [13C];ANS nom préféré
49724;49724    ;uridine 5'-triphosphate trisodique dihydraté;ANS nom préféré
61019;61019    ;urofollitropine ;ANS nom préféré
00376;00376    ;urokinase ;ANS nom préféré
00981;84965    ;ursodéoxycholique (acide);ANS nom préféré
71179;71179    ;ustékinumab ;ANS nom préféré
25649;25649    ;vaborbactam;ANS nom préféré
36192;36192    ;valaciclovir;ANS nom préféré
92734;92734    ;valaciclovir (chlorhydrate de);ANS nom préféré
24209;24209    ;valaciclovir (chlorhydrate de) dihydraté;ANS nom préféré
78513;78513    ;valaciclovir (chlorhydrate de) monohydraté;ANS nom préféré
00267;62810;valeriana officinalis ((Homéopathie));ANS nom préféré
62668;62668    ;valériane (racine de) (extrait sec aqueux de);ANS nom préféré
36874;36874    ;valganciclovir;ANS nom préféré
89161;89161    ;valganciclovir (chlorhydrate de);ANS nom préféré
00675;00675    ;valine;ANS nom préféré
05562;53485    ;valproate de sodium;ANS nom préféré
27265;27265    ;valproate semisodique;ANS nom préféré
25252;25252    ;valproïque (acide);ANS nom préféré
00547;00547    ;valpromide;ANS nom préféré
15734;15734    ;valsartan;ANS nom préféré
28416;28416    ;vancomycine;ANS nom préféré
10157;10157    ;vancomycine (chlorhydrate de);ANS nom préféré
87461;87461    ;vandétanib;ANS nom préféré
32308;32308    ;vardénafil;ANS nom préféré
32500;32500    ;vardénafil (monochlorhydrate de) trihydraté;ANS nom préféré
59781;59781    ;varénicline;ANS nom préféré
92082;92082    ;varénicline (tartrate de);ANS nom préféré
00676;00676    ;vaseline;ANS nom préféré
53209;53209    ;védolizumab ;ANS nom préféré
26569;26569    ;vélaglucérase alfa ;ANS nom préféré
83817;83817    ;velmanase alfa ;ANS nom préféré
24833;24833    ;velpatasvir;ANS nom préféré
68718;68718    ;vémurafénib;ANS nom préféré
33259;33259    ;vénétoclax;ANS nom préféré
26322;26322    ;venlafaxine;ANS nom préféré
20256;20256    ;venlafaxine (chlorhydrate de);ANS nom préféré
05242;05242    ;vérapamil (chlorhydrate de);ANS nom préféré
00857;00857    ;vératrole;ANS nom préféré
26701;90800;verbascum thapsus ((Homéopathie));ANS nom préféré
73153;73153    ;vertéporfine;ANS nom préféré
49756;49756    ;vestronidase alfa ;ANS nom préféré
34627;26930    ;Vibrio cholerae Inaba 48, biotype classique, inactivé par la chaleur;ANS nom préféré
58648;97900    ;Vibrio cholerae Inaba 6973, biotype El Tor, inactive inactivé par le formaldéhyde;ANS nom préféré
53569;68160    ;Vibrio cholerae Ogawa 50, biotype classique, inactivé par la chaleur;ANS nom préféré
74786;87611    ;Vibrio cholerae Ogawa 50, biotype classique, inactivé par le formaldéhyde;ANS nom préféré
71817;81706;viburnum opulus ((Homéopathie));ANS nom préféré
00269;58125;viburnum prunifolium ((Homéopathie));ANS nom préféré
81476;81476    ;vigabatrine;ANS nom préféré
40035;40035    ;vildagliptine;ANS nom préféré
04230;04230    ;vinblastine (sulfate de);ANS nom préféré
62283;62283    ;vinblastine anhydre;ANS nom préféré
05113;05113    ;vincristine (sulfate de);ANS nom préféré
00882;00882    ;vindésine (sulfate de);ANS nom préféré
62794;62794    ;vinflunine;ANS nom préféré
53859;53859    ;vinflunine (ditartrate de);ANS nom préféré
40054;39513    ;vinorelbine;ANS nom préféré
66304;27785    ;vinorelbine (tartrate de);ANS nom préféré
29717;16436;viola odorata ((Homéopathie));ANS nom préféré
19141;19141    ;virus de la rage inactivé, souche Flury LEP ;ANS nom préféré
47161;32275    ;virus de la rougeole (souche Edmonston 749 D) (vivant, atténué) ;ANS nom préféré
96983;91833    ;virus de la varicelle souche Oka (vivant, atténué) ;ANS nom préféré
69186;69186    ;virus des oreillons (souche Jeryl Lynn) (vivant, atténué) ;ANS nom préféré
06771;93217;viscum album ((Homéopathie));ANS nom préféré
51135;51135    ;vismodégib;ANS nom préféré
53318;53318    ;volanésorsen;ANS nom préféré
55387;55387    ;volanésorsen sodique;ANS nom préféré
67269;67269    ;vonicog alfa ;ANS nom préféré
73121;73121    ;voretigène néparvovec;ANS nom préféré
51458;51458    ;voriconazole;ANS nom préféré
39841;39841    ;vortioxétine;ANS nom préféré
50873;50873    ;vortioxétine (bromhydrate de);ANS nom préféré
26880;26880    ;voxélotor;ANS nom préféré
48705;48705    ;voxilaprévir;ANS nom préféré
00678;00678    ;warfarine sodique;ANS nom préféré
00927;07189    ;xylène;ANS nom préféré
03626;03626    ;yohimbine (chlorhydrate de);ANS nom préféré
64357;64357    ;yttrium [90Y] (chlorure d');ANS nom préféré
58995;23837;yucca filamentosa ((Homéopathie));ANS nom préféré
29925;29925    ;zanamivir;ANS nom préféré
57095;57095    ;zanamivir hydraté;ANS nom préféré
98279;98279    ;zanubrutinib;ANS nom préféré
78780;78780    ;ziconotide;ANS nom préféré
18864;18864    ;ziconotide (acétate de);ANS nom préféré
09122;09122    ;zidovudine;ANS nom préféré
96774;96774    ;zinc (acétate de) dihydraté;ANS nom préféré
00928;00928    ;zinc (chlorure de);ANS nom préféré
98774;98774    ;zinc (citrate de) trihydraté;ANS nom préféré
24778;24778    ;zinc (dibutyldithiocarbamate de);ANS nom préféré
05246;05246    ;zinc (gluconate de);ANS nom préféré
04456;04456    ;zinc (gluconate de) trihydraté;ANS nom préféré
00929;00929    ;zinc (oxyde de);ANS nom préféré
