Code CIS;numElement;Forme pharmaceutique Elmt;Nom Element;Nom Nature;Référence dosage;Code substance;numOrdreEdit;Dosage;Nom du composant
64041718;1;solution;solution;Fractions thérapeutiques.;pour 1 mL de solution;04653;1;10 mg;suxaméthonium (chlorure de)
64041718;1;solution;solution;Substances actives.;pour 1 mL de solution;67541;1;11 mg pour 1 mL de solution;suxaméthonium (chlorure de) dihydraté
64041757;1;comprimé;comprimé;Substances actives.;pour un comprimé;96835;1;15 mg pour un comprimé;aripiprazole
64043587;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;39357;1;125 mg pour un comprimé;bosentan
64043587;1;comprimé;comprimé;Substances actives.;pour un comprimé;74217;1;;bosentan monohydraté
64044205;1;solution;solution;Fractions thérapeutiques.;pour un flacon de 100 ml de solution pour perfusion;41881;1;4 mg;acide zolédronique anhydre
64044205;1;solution;solution;Substances actives.;pour un flacon de 100 ml de solution pour perfusion;98588;1;4,264 mg pour un flacon de 100 ml de solution pour perfusion;acide zolédronique monohydraté
64044237;1;comprimé;comprimé;Substances actives.;pour un comprimé;93935;1;200 mg pour un comprimé;étravirine
64045143;1;comprimé;comprimé;Substances actives.;pour un comprimé;86571;1;50 mg pour un comprimé;tramadol (chlorhydrate de)
64045168;1;comprimé;comprimé;Substances actives.;pour un comprimé;01830;1;4 mg pour un comprimé;thiocolchicoside
64046761;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;35029;1;2,5 mg pour un comprimé;frovatriptan
64046761;1;comprimé;comprimé;Substances actives.;pour un comprimé;36521;1;;frovatriptan (succinate de) monohydraté
64047571;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;82801;1;250 mg;pyrantel base
64047571;1;comprimé;comprimé;Substances actives.;pour un comprimé;04834;1;721,00 mg pour un comprimé;pyrantel (embonate de)
64048335;1;collyre;collyre;Fractions thérapeutiques.;pour 1 ml de solution;38467;1;1,3 mg;brimonidine
64048335;1;collyre;collyre;Substances actives.;pour 1 ml de solution;60394;1;2 mg pour 1 ml de solution;brimonidine (tartrate de)
64048709;1;poudre;poudre;Fractions thérapeutiques.;pour un flacon;28416;1;250 000 UI;vancomycine
64048709;1;poudre;poudre;Substances actives.;pour un flacon;10157;1;250 mg pour un flacon;vancomycine (chlorhydrate de)
64050126;1;comprimé;comprimé;Substances actives.;pour un comprimé;17723;1;10 mg pour un comprimé;olanzapine
64050311;1;poudre;poudre de furoate de fluticasone;Substances actives.;pour une dose délivrée;60723;1;92 microgrammes pour une dose délivrée;furoate de fluticasone
64050311;2;poudre;poudre de vilantérol de trifénatate;Fractions thérapeutiques.;pour une dose délivrée;31103;3;22 microgrammes pour une dose délivrée;vilantérol
64050311;2;poudre;poudre de vilantérol de trifénatate;Substances actives.;pour une dose délivrée;88617;3;;vilantérol (trifénatate de)
64052038;1;solution;solution;Substances actives.;pour une seringue;05633;1;20 mg pour une seringue;sodium (hyaluronate de)
64052173;1;solution;solution;Substances actives.;pour 1 ml;72525;1;100 UI pour 1 ml;insuline lispro ((BACTERIE/ESCHERICHIA COLI))
64052764;1;comprimé;comprimé;Substances actives.;pour un comprimé;03969;1;80 mg pour un comprimé;phloroglucinol dihydraté
64052814;1;poudre;poudre;Substances actives.;pour un flacon;16484;1;75 UI pour un flacon;hormone folliculo stimulante ((MAMMIFERE/HUMAIN/URINE DE FEMME MÉNOPAUSÉE))
64052814;1;poudre;poudre;Substances actives.;pour un flacon;85999;2;75 UI pour un flacon;hormone lutéinisante humaine ((MAMMIFERE/HUMAIN/URINE DE FEMME MÉNOPAUSÉE))
64053193;1;gélule;gélule;Substances actives.;pour une gélule;11279;1;100 mg pour une gélule;fluconazole
64053460;1;comprimé;comprimé;Substances actives.;pour un comprimé;02245;1;10 mg pour un comprimé;chlormadinone (acétate de)
64053510;1;crème;crème;Substances actives.;pour 100 g de crème;05431;2;2,5 g pour 100 g de crème;lidocaïne
64053510;1;crème;crème;Substances actives.;pour 100 g de crème;85184;1;2,5 g pour 100 g de crème;prilocaïne
64053720;1;comprimé;comprimé;Substances actives.;pour un comprimé;71153;1;40 mg pour un comprimé;telmisartan
64055988;1;solution;solution;Substances actives.;pour 1 ml;96835;1;1 mg pour 1 ml;aripiprazole
64056613;1;comprimé;comprimé;Substances actives.;pour un comprimé;62172;1;50 mg pour un comprimé;éplérénone
64057409;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;01023;1;300,00 mg;acide ascorbique
64057409;1;comprimé;comprimé;Substances actives.;pour un comprimé;01023;2;200,00 mg pour un comprimé;acide ascorbique
64057409;1;comprimé;comprimé;Substances actives.;pour un comprimé;01182;1;337,50 mg pour un comprimé;ascorbate de sodium
64057843;1;solution;solution;Substances actives.;pour 1 ml de solution;01758;1;2,5 mg pour 1 ml de solution;dropéridol
64059342;1;comprimé;comprimé;Substances actives.;pour un comprimé;73208;1;20 mg pour un comprimé;pravastatine sodique
64059470;1;comprimé;comprimé;Substances actives.;pour un comprimé;07436;1;3,75 mg pour un comprimé;bisoprolol (fumarate de)
64059844;1;comprimé;comprimé;Substances actives.;pour un comprimé;04188;1;0,513 mg pour un comprimé;calcium (fluorure de)
64059876;1;solution;solution;Substances actives.;pour 1 ml de solution;51827;1;2,5 mg pour 1 ml de solution;bilastine
64060864;2;trousse;poudre lyophilisée;Substances actives.;pour un flacon;05546;1;20,8 mg pour un flacon;acide pentétique
64060871;1;solution;solution;Substances actives.;pour 1000 ml de solution;03018;4;0,3 g pour 1000 ml de solution;magnésium (chlorure de) hexahydraté
64060871;1;solution;solution;Substances actives.;pour 1000 ml de solution;00093;3;0,3 g pour 1000 ml de solution;potassium (chlorure de)
64060871;1;solution;solution;Substances actives.;pour 1000 ml de solution;00631;1;4,63 g pour 1000 ml de solution;sodium (acétate de) trihydraté
64060871;1;solution;solution;Substances actives.;pour 1000 ml de solution;00901;2;6,02 g pour 1000 ml de solution;sodium (chlorure de)
64061553;1;comprimé;comprimé;Substances actives.;pour un comprimé;02064;2;12,50 mg pour un comprimé;hydrochlorothiazide
64061553;1;comprimé;comprimé;Substances actives.;pour un comprimé;39196;1;20 mg pour un comprimé;fosinopril sodique
64061667;1;comprimé;comprimé;Substances actives.;pour un comprimé;00196;1;1,5 mg pour un comprimé;lévonorgestrel
64061763;1;comprimé;comprimé;Substances actives.;pour un comprimé;23441;1;1 mg pour un comprimé;mélatonine
64061788;1;comprimé;comprimé;Substances actives.;pour un comprimé;51458;1;200 mg pour un comprimé;voriconazole
64061941;1;dispositif;dispositif;Fractions thérapeutiques.;pour un dispositif;01786;1;2,5 mg;estradiol
64061941;1;dispositif;dispositif;Substances actives.;pour un dispositif;71064;1;2,58 mg pour un dispositif;estradiol hémihydraté
64062452;1;comprimé;comprimé;Substances actives.;pour un comprimé;02064;2;25 mg pour un comprimé;hydrochlorothiazide
64062452;1;comprimé;comprimé;Substances actives.;pour un comprimé;15734;1;160 mg pour un comprimé;valsartan
64062783;1;granulés;granulés;Fractions thérapeutiques.;pour un sachet;78578;1;3 g;fosfomycine
64062783;1;granulés;granulés;Substances actives.;pour un sachet;65061;1;5,631 g pour un sachet;fosfomycine trométamol
64064987;1;comprimé;comprimé;Substances actives.;pour un comprimé;00312;1;1000,00 mg pour un comprimé;céfalexine monohydratée
64065772;1;comprimé;comprimé;Substances actives.;pour un comprimé;66079;1;10 mg pour un comprimé;brivaracétam
64065904;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;39727;1;5 mg pour un comprimé;amlodipine
64065904;1;comprimé;comprimé;Substances actives.;pour un comprimé;15734;2;160 mg pour un comprimé;valsartan
64065904;1;comprimé;comprimé;Substances actives.;pour un comprimé;93748;1;;amlodipine (bésilate d')
64066269;1;comprimé;comprimé;Substances actives.;pour un comprimé;01807;8;0,035 mg pour un comprimé;éthinylestradiol
64066269;1;comprimé;comprimé;Substances actives.;pour un comprimé;00987;7;2 mg pour un comprimé;cyprotérone (acétate de)
64067524;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;68783;1;145,90 microgrammes;lévothyroxine
64067524;1;comprimé;comprimé;Substances actives.;pour un comprimé;00382;1;150 microgrammes pour un comprimé;lévothyroxine sodique
64067620;1;gélule;gélule;Substances actives.;pour une gélule;39422;1;100 mg pour une gélule;prégabaline
64068708;1;comprimé;comprimé;Substances actives.;pour un comprimé;60310;1;2,5 mg pour un comprimé;alfuzosine (chlorhydrate d')
64069183;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;72074;1;8,31 mg;mémantine
64069183;1;comprimé;comprimé;Substances actives.;pour un comprimé;49207;1;10 mg pour un comprimé;mémantine (chlorhydrate de)
64069322;1;comprimé;comprimé;Substances actives.;pour un comprimé;17637;1;50 mg pour un comprimé;bicalutamide
64069767;1;comprimé;comprimé;Substances actives.;pour un comprimé;54300;1;100 mg pour un comprimé;avapritinib
64070919;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;67717;1;50 mg pour un comprimé;sildénafil
64070919;1;comprimé;comprimé;Substances actives.;pour un comprimé;34251;1;;sildénafil (citrate de)
64071063;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;96027;1;5 mg pour un comprimé;nébivolol
64071063;1;comprimé;comprimé;Substances actives.;pour un comprimé;90670;1;;nébivolol (chlorhydrate de)
64071818;1;comprimé;comprimé;Substances actives.;pour un comprimé;73242;1;10 mg pour un comprimé;ézétimibe
64071818;1;comprimé;comprimé;Substances actives.;pour un comprimé;10171;2;40 mg pour un comprimé;simvastatine
64072763;1;pommade;pommade;Substances actives.;pour 100 g de pommade;00659;5;0,25 g pour 100 g de pommade;thymol
64072763;1;pommade;pommade;Substances actives.;pour 100 g de pommade;00155;4;1,50 g pour 100 g de pommade;eucalyptus (huile essentielle d')
64072763;1;pommade;pommade;Substances actives.;pour 100 g de pommade;00568;3;2,75 g pour 100 g de pommade;lévomenthol
64072763;1;pommade;pommade;Substances actives.;pour 100 g de pommade;00436;1;5,00 g pour 100 g de pommade;camphre racémique
64072763;1;pommade;pommade;Substances actives.;pour 100 g de pommade;00157;2;5,00 g pour 100 g de pommade;térébenthine (huile essentielle de) (type Portugal)
64073139;1;comprimé;comprimé;Substances actives.;pour un comprimé;00587;1;200 mg pour un comprimé;cimétidine
64073783;1;comprimé;comprimé;Substances actives.;pour un comprimé;00812;1;10 mg pour un comprimé;baclofène
64076815;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;33617;1;200 mg pour un comprimé;céfixime anhydre
64076815;1;comprimé;comprimé;Substances actives.;pour un comprimé;02114;1;;céfixime
64077205;1;poudre;poudre;Fractions thérapeutiques.;pour un flacon;38050;1;2 000 mg pour un flacon;gemcitabine
64077205;1;poudre;poudre;Substances actives.;pour un flacon;40424;1;;gemcitabine (chlorhydrate de)
64077212;1;solution;solution;Substances actives.;pour 100 ml de solution buvable;03044;1;2 g pour 100 ml de solution buvable;carbocistéine
64077917;1;poudre;poudre;Substances actives.;pour un flacon;09967;1;400 mg équivalents à au moins 400 000 UI pour un flacon;téicoplanine
64079238;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;35532;1;70 mg pour un comprimé;acide alendronique
64079238;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;01525;2;140 microgrammes (5 600 UI) pour un comprimé;colécalciférol
64079238;1;comprimé;comprimé;Substances actives.;pour un comprimé;85054;2;;cholécalciférol (concentrat de), forme pulvérulente
64079238;1;comprimé;comprimé;Substances actives.;pour un comprimé;24982;1;;sodium (alendronate de) trihydraté
64080062;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;67549;1;9,42 mg;rabéprazole
64080062;1;comprimé;comprimé;Substances actives.;pour un comprimé;73953;1;10 mg pour un comprimé;rabéprazole sodique
64080646;1;gélule;gélule;Substances actives.;pour une gélule;11279;1;50 mg pour une gélule;fluconazole
64081901;1;comprimé;comprimé;Substances actives.;pour un comprimé;02449;1;250 mg pour un comprimé;dobésilate de calcium
64082832;1;comprimé;comprimé;Substances actives.;pour un comprimé;02064;2;12,5 mg pour un comprimé;hydrochlorothiazide
64082832;1;comprimé;comprimé;Substances actives.;pour un comprimé;71153;1;80 mg pour un comprimé;telmisartan
64083973;1;comprimé;comprimé;Substances actives.;pour un comprimé;07436;1;2,5 mg pour un comprimé;bisoprolol (fumarate de)
64084865;1;comprimé;comprimé;Substances actives.;pour un comprimé;98159;1;20 mg pour un comprrimé;tadalafil
64085433;1;gaz;gaz;Substances actives.; ;44570;1;qsp 200 bar;oxygène
64085814;1;suspension;suspension;Substances actives.;pour 1 ml de suspension injectable;03927;1;40,0 mg pour 1 ml de suspension injectable;méthylprednisolone (acétate de)
64085981;1;suspension;suspension;Substances actives.;pour 100 ml;02332;1;2 g pour 100 ml;rifampicine
64086275;1;poudre;poudre;Fractions thérapeutiques.;pour 1 g de poudre pour suspension buvable;74746;1;30 mg;oséltamivir
64086275;1;poudre;poudre;Substances actives.;pour 1 g de poudre pour suspension buvable;60091;1;39,4 mg pour 1 g de poudre pour suspension buvable;oséltamivir (phosphate d')
64087459;1;comprimé;comprimé;Substances actives.;pour un comprimé;07436;1;1,25 mg pour un comprimé;bisoprolol (fumarate de)
64088867;1;gel;gel;Substances actives.;pour 100 g de gel gingival;06018;3;0,15 g pour 100 g de gel gingival;cétrimide
64088867;1;gel;gel;Substances actives.;pour 100 g de gel gingival;05431;2;5 g pour 100 g de gel gingival;lidocaïne
64090124;1;comprimé;comprimé;Substances actives.;pour un comprimé;03902;1;160 mg pour un comprimé;fénofibrate
64090327;1;solution;solution;Substances actives.;pour 1 L;03018;3;0,30 g pour 1 l;magnésium (chlorure de) hexahydraté
64090327;1;solution;solution;Substances actives.;pour 1 L;00093;2;0,37 g pour 1 l;potassium (chlorure de)
64090327;1;solution;solution;Substances actives.;pour 1 L;00631;4;3,68 g pour 1 l;sodium (acétate de) trihydraté
64090327;1;solution;solution;Substances actives.;pour 1 L;13911;5;5,02 g pour 1 l;sodium (gluconate de)
64090327;1;solution;solution;Substances actives.;pour 1 L;00901;1;5,26 g pour 1 l;sodium (chlorure de)
64091062;1;comprimé;comprimé blanc;Substances actives.;pour un comprimé;01807;2;0,03 mg pour un comprimé;éthinylestradiol
64091062;1;comprimé;comprimé blanc;Substances actives.;pour un comprimé;49665;1;2 mg pour un comprimé;diénogest
64093184;1;émulsion;émulsion;Fractions thérapeutiques.;pour 1000 mL d'émulsion après mélange;00544;15;1,753 g;histidine
64093184;1;émulsion;émulsion;Fractions thérapeutiques.;pour 1000 mL d'émulsion après mélange;00563;8;3,186 g pour 1000 mL d'émulsion après mélange;lysine
64093184;1;émulsion;émulsion;Fractions thérapeutiques.;pour 1000 mL d'émulsion après mélange;00529;1;144,0 g;glucose
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;00631;24;0,250 g pour 1000 mL d'émulsion après mélange;sodium (acétate de) trihydraté
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;00901;23;0,378 g pour 1000 mL d'émulsion après mélange;sodium (chlorure de)
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;00430;27;0,623 g pour 1000 mL d'émulsion après mélange;calcium (chlorure de) dihydraté
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;11506;12;0,800 g pour 1000 mL d'émulsion après mélange;DL-tryptophane
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;80185;26;0,910 g pour 1000 mL d'émulsion après mélange;magnésium (acétate de) tétrahydraté
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;04549;22;1,171 g pour 1000 mL d'émulsion après mélange;sodium (hydroxyde de)
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;00006;18;2,10 g pour 1000 mL d'émulsion après mélange;aspartique (acide)
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;01021;17;2,312 g pour 1000 mL d'émulsion après mélange;glycine
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;38615;15;2,368 g pour 1000 mL d'émulsion après mélange;histidine (chlorhydrate d') monohydraté
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;14134;2;2,496 g pour 1000 mL d'émulsion après mélange;phosphate monosodique dihydraté
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;00658;11;2,540 g pour 1000 mL d'émulsion après mélange;thréonine
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;02666;9;2,736 g pour 1000 mL d'émulsion après mélange;méthionine
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;00550;6;3,284 g pour 1000 mL d'émulsion après mélange;isoleucine
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;00675;13;3,604 g pour 1000 mL d'émulsion après mélange;valine
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;03455;25;3,689 g pour 1000 mL d'émulsion après mélange;potassium (acétate de)
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;01178;14;3,780 g pour 1000 mL d'émulsion après mélange;arginine
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;79537;8;3,980 g pour 1000 mL d'émulsion après mélange;lysine (chlorhydrate de)
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;00629;21;4,20 g pour 1000 mL d'émulsion après mélange;sérine
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;00555;7;4,384 g pour 1000 mL d'émulsion après mélange;leucine
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;03482;20;4,760 g pour 1000 mL d'émulsion après mélange;proline
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;01044;19;4,908 g pour 1000 mL d'émulsion après mélange;acide glutamique
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;00610;10;4,916 g pour 1000 mL d'émulsion après mélange;phénylalanine
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;00031;16;6,792 g pour 1000 mL d'émulsion après mélange;alanine
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;96774;3;7,024 mg pour 1000 mL d'émulsion après mélange;zinc (acétate de) dihydraté
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;04951;4;20,0 g pour 1000 mL d'émulsion après mélange;soja (huile de) raffinée
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;07326;5;20,0 g pour 1000 mL d'émulsion après mélange;triglycérides à chaîne moyenne
64093184;1;émulsion;émulsion;Substances actives.;pour 1000 mL d'émulsion après mélange;17150;1;158,4 g pour 1000 mL d'émulsion après mélange;glucose monohydraté
64093355;1;comprimé;comprimé;Substances actives.;pour un comprimé;85141;1;40 mg pour un comprimé;enzalutamide
64095833;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;67549;1;9,42 mg pour un comprimé;rabéprazole
64095833;1;comprimé;comprimé;Substances actives.;pour un comprimé;73953;1;10 mg pour un comprimé;rabéprazole sodique
64097599;1;comprimé;comprimé;Substances actives.;pour un comprimé;71861;1;2 mg pour un comprimé;glimépiride
64098181;1;suspension;suspension;Substances actives.;pour une dose de 0,5 ml;65546;1;20 microgrammes pour une dose de 0,5 ml;protéine L1 de Papillomavirus humain de type 16 (HPV) (recombinant, adsorbé, avec adjuvant) ((INSECTE/TRICHOPLUSIA NI/HIGH FIVE RIX4446))
64098181;1;suspension;suspension;Substances actives.;pour une dose de 0,5 ml;56797;2;20 microgrammes pour une dose de 0,5 ml;protéine L1 de Papillomavirus humain de type 18 (HPV) (recombinant, adsorbé, avec adjuvant) ((INSECTE/TRICHOPLUSIA NI/HIGH FIVE RIX4446))
64099212;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;30646;1;12,50 mg;dexkétoprofène
64099212;1;comprimé;comprimé;Substances actives.;pour un comprimé;93236;1;18,45 mg pour un comprimé;dexkétoprofène trométamol
64099244;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;64860;1;12,5 mg pour un comprimé;almotriptan
64099244;1;comprimé;comprimé;Substances actives.;pour un comprimé;50149;1;;DL-almotriptan (hydrogénomalate de)
64099785;1;comprimé;comprimé actif (rose);Substances actives.;pour un comprimé;01807;2;20 microgrammes pour un comprimé;éthinylestradiol
64099785;1;comprimé;comprimé actif (rose);Substances actives.;pour un comprimé;00196;1;100 microgrammes pour un comprimé;lévonorgestrel
64100013;1;comprimé;comprimé;Substances actives.;pour un comprimé;73594;1;4 mg pour un comprimé;candésartan cilexétil
64101179;1;solution;solution;Substances actives.;pour 1 ml de solution à diluer pour perfusion;42430;1;5 mg pour 1 ml de solution à diluer pour perfusion;oxaliplatine
64102427;1;solution;solution;Substances actives.;pour un stylo prérempli;76703;2;225 UI pour un stylo prérempli;lutropine alfa ((MAMMIFERE/HAMSTER/CELLULES CHO))
64102427;1;solution;solution;Substances actives.;pour un stylo prérempli;38422;1;450 UI pour un stylo prérempli;follitropine alfa ((MAMMIFERE/HAMSTER/CELLULES CHO))
64102473;1;solution;solution;Substances actives.;pour un flacon;45082;1;500 mg pour un flacon;rituximab ((MAMMIFERE/HAMSTER/CELLULES CHO))
64103340;1;comprimé;comprimé;Substances actives.;pour un comprimé;73208;1;10 mg pour un comprimé;pravastatine sodique
64103828;1;gélule;gélule;Substances actives.;pour une gélule;04773;1;20 mg pour une gélule;oméprazole
64105964;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;04090;2;25 mg;carbidopa anhydre
64105964;1;comprimé;comprimé;Substances actives.;pour un comprimé;11448;2;27 mg pour un comprimé;carbidopa
64105964;1;comprimé;comprimé;Substances actives.;pour un comprimé;03885;1;100 mg pour un comprimé;lévodopa
64105964;1;comprimé;comprimé;Substances actives.;pour un comprimé;87471;3;200 mg pour un comprimé;entacapone
64107495;1;comprimé;comprimé;Substances actives.;pour un comprimé;73594;1;8 mg pour un comprimé;candésartan cilexétil
64108056;1;capsule;capsule;Substances actives.;pour une capsule;36065;1;0,5 mg pour une capsule;dutastéride
64108234;1;comprimé;comprimé;Substances actives.;pour un comprimé;02278;4;30 mg pour un comprimé;pseudoéphédrine (chlorhydrate de)
64108234;1;comprimé;comprimé;Substances actives.;pour un comprimé;02092;3;200 mg pour un comprimé;ibuprofène
64108825;1;crème;crème;Substances actives.;pour 100 g de crème;02160;1;2 g pour 100 g de crème;acide fusidique
64109927;1;comprimé;comprimé;Substances actives.;pour un comprimé;27222;1;12,5 mg pour un comprimé;carvédilol
64110541;1;suspension;suspension;Substances actives.;pour 2 ml de suspension;04179;1;800 microgrammes pour 2 ml de suspension;béclométasone (dipropionate de)
64110908;1;comprimé;comprimé;Substances actives.;pour un comprimé;02087;1;25 mg pour un comprimé;hydroxyzine (chlorhydrate d')
64115225;1;comprimé;comprimé;Substances actives.;pour un comprimé;37441;1;15 mg pour un comprimé;méloxicam
64115257;1;poudre;poudre;Substances actives.;pour une dose;41788;1;250 microgrammes pour une dose;fluticasone (propionate de)
64115976;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;01807;2;0,020 mg pour un comprimé;éthinylestradiol
64115976;1;comprimé;comprimé;Substances actives.;pour un comprimé;18867;1;3 mg pour un comprimé;drospirénone
64115976;1;comprimé;comprimé;Substances actives.;pour un comprimé;24247;2;;éthinylestradiol bétadex-clathrate
64115983;1;solution;compartiment acides aminés;Fractions thérapeutiques.;pour 125 ml;00477;4;0,06 g;cystéine
64115983;1;solution;compartiment acides aminés;Fractions thérapeutiques.;pour 125 ml;00563;11;0,32 g;lysine
64115983;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;01603;16;0,02 g pour 125 ml;taurine
64115983;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;03605;19;0,03 g pour 125 ml;tyrosine
64115983;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;00555;10;0,4 g pour 125 ml;leucine
64115983;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;02666;12;0,07 g pour 125 ml;méthionine
64115983;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;01014;4;0,08 g pour 125 ml;acétylcystéine
64115983;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;00674;18;0,08 g pour 125 ml;tryptophane L
64115983;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;01021;7;0,12 g pour 125 ml;glycine
64115983;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;00544;8;0,12 g pour 125 ml;histidine
64115983;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;00610;13;0,16 g pour 125 ml;phénylalanine
64115983;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;00550;9;0,18 g pour 125 ml;isoleucine
64115983;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;00658;17;0,21 g pour 125 ml;thréonine
64115983;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;00675;20;0,21 g pour 125 ml;valine
64115983;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;00629;15;0,22 g pour 125 ml;sérine
64115983;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;01178;2;0,24 g pour 125 ml;arginine
64115983;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;00006;3;0,24 g pour 125 ml;aspartique (acide)
64115983;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;03482;14;0,32 g pour 125 ml;proline
64115983;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;00031;1;0,36 g pour 125 ml;alanine
64115983;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;07301;11;0,36 g pour 125 ml;lysine monohydratée
64115983;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;01044;6;0,41 g pour 125 ml;acide glutamique
64115983;2;solution;compartiment glucose;Fractions thérapeutiques.;pour 125 ml;00529;21;25 g;glucose
64115983;2;solution;compartiment glucose;Substances actives.;pour 125 ml;20879;23;0,12 g pour 125 ml;magnésium (lactate de) dihydraté
64115983;2;solution;compartiment glucose;Substances actives.;pour 125 ml;00474;25;0,23 mg pour 125 ml;cuivre (sulfate de) pentahydraté
64115983;2;solution;compartiment glucose;Substances actives.;pour 125 ml;00432;22;1,05 g pour 125 ml;calcium (gluconate de)
64115983;2;solution;compartiment glucose;Substances actives.;pour 125 ml;96774;24;1,7 mg pour 125 ml;zinc (acétate de) dihydraté
64115983;2;solution;compartiment glucose;Substances actives.;pour 125 ml;08190;30;2,6 µg pour 125 ml;chromique (chlorure) hexahydraté
64115983;2;solution;compartiment glucose;Substances actives.;pour 125 ml;00095;29;3,3 µg pour 125 ml;potassium (iodure de)
64115983;2;solution;compartiment glucose;Substances actives.;pour 125 ml;22155;28;5,4 µg pour 125 ml;manganèse (chlorure de) tétrahydraté
64115983;2;solution;compartiment glucose;Substances actives.;pour 125 ml;40583;27;6,7 µg pour 125 ml;sélénium (dioxyde de)
64115983;2;solution;compartiment glucose;Substances actives.;pour 125 ml;17150;21;27,5 g pour 125 ml;glucose monohydraté
64115983;2;solution;compartiment glucose;Substances actives.;pour 125 ml;04546;26;44,2 µg pour 125 ml;sodium (fluorure de)
64116131;1;comprimé;comprimé;Substances actives.;pour un comprimé;15734;1;160 mg pour un comprimé;valsartan
64117322;1;comprimé;comprimé;Substances actives.;pour un comprimé;16849;1;600 mg pour un comprimé;gabapentine
