Code_CIS;Num_Element;Forme_Phar_Element;Nom_Element;Nom_Nature;Reference_dosage;Code_Substance;numOrdreEdit;Dosage
65590890;1;dispersion;dispersion;Substances actives.;pour une dose de 0,3 mL;34560;1;15 microgrammes pour une dose de 0,3 mL
65589692;1;comprimé;comprimé;Substances actives.;pour un comprimé;13112;1;0,5 mg pour un comprimé
65589393;1;solution;solution;Substances actives.;pour 100 mL;03044;1;5 g pour 100 mL
65588277;1;gélule;gélule;Substances actives.;pour une gélule;00915;1;200 mg pour une gélule
65587620;1;comprimé;comprimé;Substances actives.;pour un comprimé;37430;1;2,0 mg pour un comprimé
65587061;1;poudre;poudre;Substances actives.;pour un flacon;41720;1;1000 UI pour un flacon
65587015;1;comprimé;comprimé;Substances actives.;pour un comprimé;02064;2;12,5 mg pour un comprimé
65587015;1;comprimé;comprimé;Substances actives.;pour un comprimé;71153;1;80 mg pour un comprimé
65586358;1;comprimé;comprimé;Substances actives.;pour un comprimé;03902;1;145 mg pour un comprimé
65586187;1;comprimé;comprimé;Substances actives.;pour un comprimé;95609;1;250 mg pour un comprimé
65586162;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;59781;1;0,5 mg pour un comprimé
65586162;1;comprimé;comprimé;Substances actives.;pour un comprimé;92082;1;
65586116;1;comprimé;comprimé;Substances actives.;pour un comprimé;71153;1;40 mg pour un comprimé
65585384;1;comprimé;comprimé;Substances actives.;pour un comprimé;13112;1;0,50 mg pour un comprimé
65584300;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;19809;1;10 mg
65584300;1;comprimé;comprimé;Substances actives.;pour un comprimé;92464;1;10,85 mg pour un comprimé
65584250;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;42140;1;10 mg
65584250;1;comprimé;comprimé;Substances actives.;pour un comprimé;38893;1;13,20 mg pour un comprimé
65584058;1;solution;solution;Substances actives.;pour une ampoule de 5 mL;23654;1;300 mg pour une ampoule de 5 mL
65583668;1;gélule;gélule;Substances actives.;pour une gélule;15711;1;200 mg pour une gélule
65583611;1;comprimé;comprimé;Substances actives.;pour un comprimé;11532;1;5 mg pour un comprimé
65582819;1;solution;solution;Substances actives.;pour 1 ml de solution injectable;03019;1;0,15 g pour 1 ml de solution injectable
65582420;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;28847;1;600 mg pour un comprimé
65582420;1;comprimé;comprimé;Substances actives.;pour un comprimé;34781;1;
65581507;1;vernis à ongles;vernis à ongles;Fractions thérapeutiques.;pour 100 ml;26590;1;5 g
65581507;1;vernis à ongles;vernis à ongles;Substances actives.;pour 100 ml;53732;1;5,574 g pour 100 ml
65581090;1;gélule;gélule;Substances actives.;pour une gélule;04773;1;10 mg pour une gélule
65580825;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;61992;1;40 mg
65580825;1;comprimé;comprimé;Substances actives.;pour un comprimé;30488;1;59,12 mg pour un comprimé
65579730;2;comprimé;comprimé de ritonavir;Substances actives.;pour un comprimé;53415;11;100 mg pour un comprimé
65579730;1;comprimé;comprimé de PF-07321332;Substances actives.;pour un comprimé;68364;1;150 mg pour un comprimé
65579520;1;comprimé;comprimé;Substances actives.;pour un comprimé;78975;1;2,5 mg pour un comprimé
65578557;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;39727;2;5 mg pour une gélule
65578557;1;gélule;gélule;Substances actives.;pour une gélule;11532;1;10 mg pour une gélule
65578557;1;gélule;gélule;Substances actives.;pour une gélule;93748;2;
65578226;1;comprimé;comprimé;Substances actives.;pour un comprimé;00258;4;45 mg (4 DH) pour un comprimé
65578226;1;comprimé;comprimé;Substances actives.;pour un comprimé;01206;1;45 mg (8 DH) pour un comprimé
65578226;1;comprimé;comprimé;Substances actives.;pour un comprimé;01588;5;45 mg (4 DH) pour un comprimé
65578226;1;comprimé;comprimé;Substances actives.;pour un comprimé;03296;2;45 mg (10 DH) pour un comprimé
65578226;1;comprimé;comprimé;Substances actives.;pour un comprimé;07911;3;45 mg (3 DH) pour un comprimé
65576937;1;comprimé;comprimé;Substances actives.;pour un comprimé;02064;2;12,5 mg pour un comprimé
65576937;1;comprimé;comprimé;Substances actives.;pour un comprimé;73594;1;8 mg pour un comprimé
65576684;1;comprimé;comprimé;Substances actives.;pour un comprimé;24563;1;500,00 mg pour un comprimé
65576620;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;20740;1;100 mg pour un comprimé
65576620;1;comprimé;comprimé;Substances actives.;pour un comprimé;85939;1;
65574434;1;comprimé;comprimé;Substances actives.;pour un comprimé;24296;2;120 mg pour un comprimé
65574434;1;comprimé;comprimé;Substances actives.;pour un comprimé;39567;1;20 mg pour un comprimé
65573834;2;solution;compartiment B;Substances actives.;pour 1000 ml de solution mélangée;00899;5;2,1 g pour 1000 ml de solution mélangée
65573834;2;solution;compartiment B;Substances actives.;pour 1000 ml de solution mélangée;00901;2;5,67 g pour 1000 ml de solution mélangée
65573834;2;solution;compartiment B;Substances actives.;pour 1000 ml de solution mélangée;45730;6;1,12 g de solution de (S)-lactate de sodium pour 1000 ml de solution mélangée
65573834;1;solution;compartiment A;Fractions thérapeutiques.;pour 1000 ml de solution mélangée;00529;1;13,6 g
65573834;1;solution;compartiment A;Substances actives.;pour 1000 ml de solution mélangée;00430;3;0,257 g pour 1000 ml de solution mélangée
65573834;1;solution;compartiment A;Substances actives.;pour 1000 ml de solution mélangée;03018;4;0,051 g pour 1000 ml de solution mélangée
65573834;1;solution;compartiment A;Substances actives.;pour 1000 ml de solution mélangée;17150;1;15,0 g pour 1000 ml de solution mélangée
65573720;1;comprimé;comprimé;Substances actives.;pour un comprimé;02092;1;400 mg pour un comprimé
65572846;1;solution;solution;Substances actives.;pour 100 g de solution;00628;4;5 mg pour 100 g de solution
65572846;1;solution;solution;Substances actives.;pour 100 g de solution;03806;6;4 mg pour 100 g de solution
65572846;1;solution;solution;Substances actives.;pour 100 g de solution;27368;11;50 mg pour 100 g de solution
65571737;1;comprimé;comprimé;Substances actives.;pour un comprimé;27380;1;75 microgrammes pour un comprimé
65571438;1;comprimé;comprimé;Substances actives.;pour un comprimé;00527;1;60 mg pour un comprimé
65570749;1;comprimé;comprimé;Substances actives.;pour un comprimé;03218;1;2,00 mg pour un comprimé
65570603;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;82447;1;110 mg pour une gélule
65570603;1;gélule;gélule;Substances actives.;pour une gélule;83321;1;126,83 mg
65569519;1;suppositoire;suppositoire;Substances actives.;pour un suppositoire;00500;1;1,3 mg pour un suppositoire
65569519;1;suppositoire;suppositoire;Substances actives.;pour un suppositoire;04805;2;1 mg pour un suppositoire
65569444;1;gélule;gélule;Substances actives.;pour une gélule;03902;1;200 mg pour une gélule
65569394;1;gélule;gélule;Substances actives.;pour une gélule;93657;1;100 mg pour une gélule
65569348;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;67432;2;15,29 mg
65569348;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;83912;1;9,44 mg
65569348;1;comprimé;comprimé;Substances actives.;pour un comprimé;03682;2;20 mg pour un comprimé
65569348;1;comprimé;comprimé;Substances actives.;pour un comprimé;36746;1;10 mg pour un comprimé
65569273;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;62155;1;2 mg
65569273;1;comprimé;comprimé;Substances actives.;pour un comprimé;35876;1;2,28 mg pour un comprimé
65569259;1;solution;solution;Substances actives.;pour 100 ml de solution pour perfusion;00899;1;4,20 g pour 100 ml de solution pour perfusion
65567767;1;dispositif;dispositif;Fractions thérapeutiques.;pour un dispositif transdermique de 5 cm²;01786;1;0,78 mg pour un dispositif transdermique de 5 cm²
65567767;1;dispositif;dispositif;Substances actives.;pour un dispositif transdermique de 5 cm²;71064;1;
65566430;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;53913;1;5,000 mg pour un comprimé
65566430;1;comprimé;comprimé;Substances actives.;pour un comprimé;60254;1;5,935 mg pour un comprimé
65565944;1;comprimé;comprimé;Substances actives.;pour un comprimé;03348;1;400 mg pour un comprimé
65565474;1;gélule;gélule;Substances actives.;pour une gélule;39422;1;300 mg pour une gélule
65565218;1;solution;solution;Fractions thérapeutiques.;pour une ampoule;34909;1;250 microgrammes
65565218;1;solution;solution;Substances actives.;pour une ampoule;48856;1;375 microgrammes pour une ampoule
65564493;1;comprimé;comprimé;Substances actives.;pour un comprimé;26150;1;0,250 mg pour un comprimé
65563402;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;65817;1;20 mg pour un comprimé
65563402;1;comprimé;comprimé;Substances actives.;pour un comprimé;58382;1;
65562898;1;comprimé;comprimé;Substances actives.;pour un comprimé;87471;1;200 mg pour un comprimé
65559973;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;65817;1;40 mg pour un comprimé
65559973;1;comprimé;comprimé;Substances actives.;pour un comprimé;58382;1;
65559635;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;81234;1;500 mg
65559635;1;comprimé;comprimé;Substances actives.;pour un comprimé;60077;1;512,46 mg pour un comprimé
65558693;1;comprimé;comprimé;Substances actives.;pour un comprimé;02092;1;200 mg pour un comprimé
65558647;1;comprimé;comprimé;Substances actives.;pour un comprimé;20441;1;5 mg pour un comprimé
65558483;1;pastille;pastille;Fractions thérapeutiques.;pour une pastille;03778;3;3,00 mg
65558483;1;pastille;pastille;Substances actives.;pour une pastille;05216;7;0,20 mg pour une pastille
65558483;1;pastille;pastille;Substances actives.;pour une pastille;33959;3;15,97 mg pour une pastille
65558259;1;comprimé;comprimé;Substances actives.;pour un comprimé;10803;1;200 mg pour un comprimé
65556347;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;39727;1;10,00 mg pour une gélule
65556347;1;gélule;gélule;Substances actives.;pour une gélule;93748;1;
65556190;1;gélule;gélule;Substances actives.;pour une gélule;10627;1;400 mg pour une gélule
65556144;1;solution;solution;Substances actives.;pour 0,9 ml de solution injectable;02345;1;22,5 mg pour 0,9 ml de solution injectable
65554855;1;suspension;suspension;Substances actives.;pour un récipient unidose de 2 ml;24381;1;1 mg pour un récipient unidose de 2 ml
65554816;1;suspension;suspension;Fractions thérapeutiques.;pour une seringue préremplie;19944;1;50 mg
65554816;1;suspension;suspension;Substances actives.;pour une seringue préremplie;27104;1;78 mg pour une seringue préremplie
65554613;1;solution;solution;Substances actives.;pour 1 ml;54399;1;100 unités pour 1 ml
65550846;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;80889;1;40 mg pour une gélule
65550846;1;gélule;gélule;Substances actives.;pour une gélule;55705;1;
65548973;1;comprimé;comprimé;Substances actives.;pour un comprimé;29116;1;360 mg pour un comprimé
65548788;1;sirop;sirop;Substances actives.;pour 100 ml de sirop;03044;1;2 g pour 100 ml de sirop
65548471;1;granulés;granulés;Fractions thérapeutiques.;pour un sachet;82447;1;150 mg pour un sachet
65548471;1;granulés;granulés;Substances actives.;pour un sachet;83321;1;
65547280;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;47554;1;0,18 mg
65547280;1;comprimé;comprimé;Substances actives.;pour un comprimé;18827;1;0,25 mg pour un comprimé
65547106;1;solution;solution;Substances actives.;pour 0,7 ml de solution;34647;1;14 000 UI Anti-Xa pour 0,7 ml de solution
65547063;1;poudre;poudre;Fractions thérapeutiques.;pour 10 mL de solution reconstituée;02590;1;50 mg
65547063;1;poudre;poudre;Substances actives.;pour 10 mL de solution reconstituée;43362;1;55,97325 pour 10 mL de solution reconstituée
65546901;1;comprimé;comprimé;Substances actives.;pour un comprimé;71861;1;3 mg pour un comprimé
65546488;1;poudre;poudre;Substances actives.;pour une dose;24381;1;400 microgrammes pour une dose
65545895;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;74746;1;75 mg
65545895;1;gélule;gélule;Substances actives.;pour une gélule;60091;1;98,50 mg pour une gélule
65545646;1;gélule;gélule;Substances actives.;pour une gélule;39422;1;150 mg pour une gélule
65545347;1;solution;solution;Substances actives.;pour 1 ml;00093;1;0,0746 g pour 1 ml
65545105;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;28847;1;400 mg pour un comprimé
65545105;1;comprimé;comprimé;Substances actives.;pour un comprimé;34781;1;
65543887;1;poudre;poudre;Substances actives.;pour un flacon;52951;1;5000 mg pour un flacon
65543531;1;comprimé;comprimé;Substances actives.;pour un comprimé;26682;1;2,5 mg pour un comprimé
65542746;1;comprimé;comprimé;Substances actives.;pour un comprimé;11532;1;2,5 mg pour un comprimé
65542326;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;13835;1;500 mg pour une gélule
65542326;1;gélule;gélule;Substances actives.;pour une gélule;01362;1;
65541548;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;05248;1;500 mg pour un comprimé
65541548;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;93286;2;62,5 mg pour un comprimé
65541548;1;comprimé;comprimé;Substances actives.;pour un comprimé;28165;1;
65541548;1;comprimé;comprimé;Substances actives.;pour un comprimé;29442;2;
65541516;1;poudre;poudre;Fractions thérapeutiques.;pour une dose mesurée;57781;2;50 microgrammes pour une dose mesurée
65541516;1;poudre;poudre;Substances actives.;pour une dose mesurée;41788;1;500 microgrammes pour une dose mesurée
65541516;1;poudre;poudre;Substances actives.;pour une dose mesurée;93351;2;
65540866;1;capsule;capsule;Substances actives.;pour une capsule;00535;1;10 mg pour une capsule
65539860;1;pommade;pommade;Substances actives.;pour 100 g;04455;2;350 000 UI pour 100 g
65539860;1;pommade;pommade;Substances actives.;pour 100 g;05209;3;0,1 g pour 100 g
65539814;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;92297;2;2,5 mg
65539814;1;comprimé;comprimé;Substances actives.;pour un comprimé;00328;2;2,87 mg pour un comprimé
65539091;1;comprimé;comprimé;Substances actives.;pour un comprimé;17723;1;5 mg pour un comprimé
65539020;1;comprimé;comprimé;Substances actives.;pour un comprimé;87487;1;360 mg pour un comprimé
65538986;1;comprimé;comprimé;Substances actives.;pour un comprimé;02064;2;25 mg pour un comprimé
65538986;1;comprimé;comprimé;Substances actives.;pour un comprimé;15734;1;160 mg pour un comprimé
65538840;1;emplâtre;emplâtre;Substances actives.;pour un emplâtre médicamenteux;05431;1;700 mg (5 % m/m) pour un emplâtre médicamenteux
65537934;1;comprimé;comprimé;Substances actives.;pour un comprimé;02171;1;20 mg pour un comprimé
65535851;1;solution;solution;Fractions thérapeutiques.;pour 100 ml de solution;00529;4;5 g
65535851;1;solution;solution;Substances actives.;pour 100 ml de solution;00093;1;0,2 g pour 100 ml de solution
65535851;1;solution;solution;Substances actives.;pour 100 ml de solution;00901;2;0,4 g pour 100 ml de solution
65535851;1;solution;solution;Substances actives.;pour 100 ml de solution;17150;4;5,5 g pour 100 ml de solution
65534856;1;comprimé;comprimé;Substances actives.;pour un comprimé;18254;1;100 mg pour un comprimé
65534176;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;54693;1;75 mg
65534176;1;comprimé;comprimé;Substances actives.;pour un comprimé;52920;1;97,875 mg pour un comprimé
65534009;1;solution;solution;Substances actives.;pour 1 ml;40628;1;2 mg pour 1 ml
65533971;1;solution;solution;Fractions thérapeutiques.;pour un sachet de 15 ml;02709;1;10 g
65533971;1;solution;solution;Substances actives.;pour un sachet de 15 ml;14672;1;20 g pour un sachet de 15 ml
65533900;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;35532;1;70 mg
65533900;1;comprimé;comprimé;Substances actives.;pour un comprimé;43912;1;76,188 mg pour un comprimé
65533569;1;comprimé;comprimé;Substances actives.;pour un comprimé;01807;1;0,03 mg pour un comprimé
65533569;1;comprimé;comprimé;Substances actives.;pour un comprimé;18867;2;3 mg pour un comprimé
65533512;1;solution;solution;Fractions thérapeutiques.;pour un flacon ampoule;23654;2;75 mg pour un flacon ampoule
65533512;1;solution;solution;Substances actives.;pour un flacon ampoule;04926;2;
65532702;1;solution;solution;Substances actives.;pour 1 ml de solution buvable en gouttes;00382;1;150 microgrammes pour 1 ml de solution buvable en gouttes
65531319;1;solution;solution;Substances actives.;pour 1 seringue préremplie de 0,38 ml;02345;1;15 mg pour 1 seringue préremplie de 0,38 ml
65529777;1;poudre;poudre;Substances actives.;pour un sachet de 7,2525 g;00361;1;3,5 g pour un sachet de 7,2525 g
65529325;1;suppositoire;suppositoire;Substances actives.;pour un suppositoire;10655;1;0,01 g pour un suppositoire
65529193;1;comprimé;comprimé;Substances actives.;pour un comprimé;37011;1;25 mg pour un comprimé
65528593;1;solution;solution;Fractions thérapeutiques.;pour 1 ml;56635;1;20 mg pour 1 ml
65528593;1;solution;solution;Substances actives.;pour 1 ml;05432;1;
65528337;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;17061;1;100 mg
65528337;1;comprimé;comprimé;Substances actives.;pour un comprimé;99303;1;130,45 mg pour un comprimé
65527662;1;comprimé;comprimé;Substances actives.;pour un comprimé;71861;1;4,0 mg pour un comprimé
65527071;1;solution;solution;Substances actives.;pour 1 ml de solution;65268;1;500 UI pour 1 ml de solution
65525298;1;solution;solution;Substances actives.;pour 40 ml de solution pour perfusion;02754;1;200 mg pour 40 ml de solution pour perfusion
65525280;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;55340;1;8 mg pour un comprimé
65525280;1;comprimé;comprimé;Substances actives.;pour un comprimé;09301;1;
65525152;1;comprimé;comprimé;Substances actives.;pour un comprimé;00602;1;30 mg pour un comprimé
65523475;1;solution;solution;Substances actives.;pour un récipient unidose de 2 ml;04857;1;5 mg pour un récipient unidose de 2 ml
65523468;1;comprimé;comprimé;Substances actives.;pour un comprimé;95609;1;500 mg pour un comprimé
65521830;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;63130;1;200,00 mg
65521830;1;comprimé;comprimé;Substances actives.;pour un comprimé;00191;1;221,70 mg pour un comprimé
65521773;1;comprimé;comprimé;Substances actives.;pour un comprimé;09122;2;300 mg pour un comprimé
65521773;1;comprimé;comprimé;Substances actives.;pour un comprimé;17878;1;150 mg pour un comprimé
65521531;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;38193;1;400 mg
65521531;1;comprimé;comprimé;Substances actives.;pour un comprimé;45328;1;436,32 mg pour un comprimé
65521079;1;solution;solution;Substances actives.;pour 1 ml;46352;1;200 microgrammes pour 1 ml
65519765;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;72101;1;60 mg pour une gélule
65519765;1;gélule;gélule;Substances actives.;pour une gélule;80476;1;
65519167;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;54693;1;75 mg pour un comprimé
65519167;1;comprimé;comprimé;Substances actives.;pour un comprimé;00005;2;75 mg pour un comprimé
65519167;1;comprimé;comprimé;Substances actives.;pour un comprimé;52920;1;
65519142;1;comprimé;comprimé;Substances actives.;pour un comprimé;66079;1;75 mg pour un comprimé
65515642;1;gel;gel;Substances actives.;pour 100 g de gel;19236;1;78,23 g pour 100 g de gel
65515432;1;comprimé;comprimé;Substances actives.;pour un comprimé;01976;1;5 mg pour un comprimé
65515119;1;comprimé;comprimé;Substances actives.;pour un comprimé;13112;1;0,50 mg pour un comprimé
65515005;1;solution;solution;Fractions thérapeutiques.;pour une ampoule de 5 ml;73377;1;20,00  mg pour une ampoule de 5 ml
65515005;1;solution;solution;Substances actives.;pour une ampoule de 5 ml;03675;1;
65514241;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;23247;1;5 mg
65514241;1;comprimé;comprimé;Substances actives.;pour un comprimé;20900;1;5,961 mg pour un comprimé
65514145;1;solution;solution;Fractions thérapeutiques.;pour 1 mL de solution;02438;1;100 microgrammes pour 1 mL de solution
65514145;1;solution;solution;Substances actives.;pour 1 mL de solution;03088;1;
65513666;1;comprimé;comprimé;Substances actives.;pour un comprimé;31416;1;75 mg pour un comprimé
65512856;1;comprimé;comprimé;Substances actives.;pour un comprimé;45485;1;15 mg pour un comprimé
65512799;1;solution;solution;Substances actives.;pour un sachet-dose;02709;1;10 g pour un sachet-dose
65512525;1;gélule;gélule;Substances actives.;pour une gélule;64391;1;25 mg pour une gélule
65512429;1;comprimé;comprimé;Substances actives.;pour un comprimé;00905;9;54 mg pour un comprimé
65512429;1;comprimé;comprimé;Substances actives.;pour un comprimé;04180;6;0,5 mg pour un comprimé
65512429;1;comprimé;comprimé;Substances actives.;pour un comprimé;19022;8;132 mg pour un comprimé
65512240;2;solution;solution alcaline;Substances actives.;;00899;13;5,88 g pour 1000 ml de solution alcaline
65512240;1;solution;solution acide;Fractions thérapeutiques.;;00529;5;45,46 g
65512240;1;solution;solution acide;Substances actives.;;00430;3;0,3675 g pour 1000 ml de solution acide
65512240;1;solution;solution acide;Substances actives.;;00901;2;11,57 g pour 1000 ml de solution acide
65512240;1;solution;solution acide;Substances actives.;;03018;4;0,2033 g pour 1000 ml de solution acide
65512240;1;solution;solution acide;Substances actives.;;17150;5;50 g pour 1000 ml de solution acide
65511544;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;23247;1;7,5 mg
65511544;1;comprimé;comprimé;Substances actives.;pour un comprimé;45847;1;8,085 mg pour un comprimé
65511373;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;72074;1;8,31 mg
65511373;1;comprimé;comprimé;Substances actives.;pour un comprimé;49207;1;10 mg pour un comprimé
65510809;1;solution;solution;Substances actives.;pour une seringue préremplie;08351;1;60 mg pour une seringue préremplie
65510378;1;solution;solution;Substances actives.;pour 100 ml;02247;1;4,0 g pour 100 ml
65509148;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;87533;1;20 mg pour un comprimé
65509148;1;comprimé;comprimé;Substances actives.;pour un comprimé;08736;1;
65508466;1;comprimé;comprimé;Substances actives.;pour un comprimé;37430;1;4 mg pour un comprimé
65506814;1;collyre;collyre;Fractions thérapeutiques.;pour 1 mL de suspension;15009;2;5 mg pour 1 mL de suspension
65506814;1;collyre;collyre;Substances actives.;pour 1 mL de suspension;00200;2;
65506814;1;collyre;collyre;Substances actives.;pour 1 mL de suspension;59860;1;10 mg pour 1 mL de suspension
65506020;1;comprimé;comprimé;Substances actives.;pour un comprimé;37430;1;1 mg pour un comprimé
65505954;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;32833;1;24 mg pour une gélule
65505954;1;gélule;gélule;Substances actives.;pour une gélule;28886;1;
65505630;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;70512;1;150 mg
65505630;1;gélule;gélule;Substances actives.;pour une gélule;01593;1;161,81 mg pour une gélule
65504674;1;comprimé;comprimé;Substances actives.;pour un comprimé;00294;1;0,40 g pour un comprimé
65503782;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;89971;1;20 mg pour un comprimé
65503782;1;comprimé;comprimé;Substances actives.;pour un comprimé;78924;1;
65503120;1;comprimé;comprimé;Substances actives.;pour un comprimé;37011;1;25,0 mg pour un comprimé
65502762;1;comprimé;comprimé;Substances actives.;pour un comprimé;91877;1;150 mg pour une comprimé
65502207;1;solution;solution;Substances actives.;pour 1 ml de solution injectable;01931;1;50 mg pour 1 ml de solution injectable
65502004;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;89971;1;20 mg pour un comprimé
65502004;1;comprimé;comprimé;Substances actives.;pour un comprimé;78924;1;
65501475;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;04442;1;390 mg
65501475;1;comprimé;comprimé;Substances actives.;pour un comprimé;24321;1;500 mg pour un comprimé
65501436;1;suspension;suspension;Fractions thérapeutiques.;pour 1 ml;80180;1;10 mg
65501436;1;suspension;suspension;Substances actives.;pour 1 ml;18426;1;10,35 mg pour 1 ml
65496590;1;gel;gel;Fractions thérapeutiques.;pour 100 g de gel;00037;1;1 g
65496590;1;gel;gel;Substances actives.;pour 100 g de gel;22364;1;1,16 g pour 100 g de gel
65493441;1;gélule;gélule;Substances actives.;pour une gélule;00767;1;250 mg pour une gélule
65492389;1;collyre;collyre;Fractions thérapeutiques.;pour 1 ml de solution;15009;2;5 mg
65492389;1;collyre;collyre;Fractions thérapeutiques.;pour 1 ml de solution;38467;1;1,3 mg
65492389;1;collyre;collyre;Substances actives.;pour 1 ml de solution;00200;2;6,8 mg pour 1 ml de solution
65492389;1;collyre;collyre;Substances actives.;pour 1 ml de solution;60394;1;2 mg pour 1 ml de solution
65492097;1;solution;solution;Substances actives.;pour 1 ml de solution;05718;3;50 mg pour 1 ml de solution
65491383;1;précurseur;solution;Substances actives.;pour 1 ml;64357;1;1,850 Gbq à la date de calibration pour 1 ml
65491006;1;solution;solution;Fractions thérapeutiques.;pour 1 mL de solution injectable;98525;1;2,5 mg pour 1 mL de solution injectable
65491006;1;solution;solution;Substances actives.;pour 1 mL de solution injectable;60273;1;
65490897;1;solution;solution;Fractions thérapeutiques.;pour 1 ml de solution;44322;1;50 microgrammes pour 1 ml de solution
65490897;1;solution;solution;Substances actives.;pour 1 ml de solution;06494;1;
65490819;1;solution;solution;Substances actives.;pour 100 ml de solution;04963;1;0,100 g pour 100 ml de solution
65490121;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;42406;1;50 mg pour une gélule
65490121;1;gélule;gélule;Substances actives.;pour une gélule;97603;1;
65490025;1;solution;solution;Substances actives.;pour 1 ml de solution injectable;00585;2;10 mg pour 1 ml de solution injectable
65489051;1;solution;solution;Substances actives.;pour une seringue préremplie;54459;1;96 mg pour une seringue préremplie
65488729;1;solution;solution;Substances actives.;pour un flacon;03236;1;200 mg pour un flacon
65488266;1;poudre;poudre;Substances actives.;pour un flacon;34978;1;200 mg pour un flacon
65487851;1;émulsion;émulsion;Substances actives.;pour 1000 ml d'émulsion;04951;2;80 g pour 1000 ml d'émulsion
65487851;1;émulsion;émulsion;Substances actives.;pour 1000 ml d'émulsion;07326;1;100 g pour 1000 ml d'émulsion
65487851;1;émulsion;émulsion;Substances actives.;pour 1000 ml d'émulsion;20789;3;20 g pour 1000 ml d'émulsion
65487723;1;comprimé;comprimé;Substances actives.;pour un comprimé;05139;13;80 mg pour un comprimé
65487723;1;comprimé;comprimé;Substances actives.;pour un comprimé;67402;8;60 mg pour un comprimé
65487381;1;trousse;poudre;Substances actives.;pour un flacon;60910;1;500 microgrammes pour un flacon
65486532;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;23247;1;7,5 mg
65486532;1;comprimé;comprimé;Substances actives.;pour un comprimé;45847;1;8,085 mg pour un comprimé
65485665;1;solution;solution;Fractions thérapeutiques.;pour un récipient unidose de 2 mL;80978;1;0,500 mg  pour un récipient unidose de 2 mL
65485665;1;solution;solution;Substances actives.;pour un récipient unidose de 2 mL;49189;1;
65485245;1;comprimé;comprimé;Substances actives.;pour un comprimé;00527;1;30 mg pour un comprimé
65485074;1;comprimé;comprimé;Substances actives.;pour un comprimé;74798;1;25 mg pour un comprimé
65484054;1;solution;solution;Fractions thérapeutiques.;pour 1 ml de solution;73952;1;17,33 mg
65484054;1;solution;solution;Substances actives.;pour 1 ml de solution;20915;1;20 mg pour 1 ml de solution
65483582;1;poudre;poudre;Substances actives.;pour un sachet-dose de 3 g;01014;1;200 mg pour un sachet-dose de 3 g
65483098;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;89971;1;10 mg pour un comprimé
65483098;1;comprimé;comprimé;Substances actives.;pour un comprimé;78924;1;
65482612;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;52431;1;6,676 mg
65482612;1;comprimé;comprimé;Substances actives.;pour un comprimé;00819;2;2,50 mg pour un comprimé
