Code_Substance;Code_SMS;Lib_Pref_Fran
07032;100000091386;méthylprednisolone (hydrogénosuccinate de)
05031;NA;méthylsilanetriol et de salicylate de sodium (solution de)
01281;100000080890;méthylthioninium (chlorure de)
94263;100000156408;méthylthioninium (hydroxyde de)
10655;100000091624;métoclopramide
00726;100000089920;métoclopramide (chlorhydrate de)
18055;100000164881;métoclopramide (chlorhydrate de) anhydre
02376;100000092507;métopimazine
10091;100000091368;métoprolol (succinate de)
00933;100000090389;métoprolol (tartrate de)
78993;100000156419;métréleptine 
02382;100000090285;métronidazole
01188;100000084889;métronidazole (benzoate de)
31591;100000092415;métyrapone
46355;100000081179;mexilétine
00924;100000092433;mexilétine (chlorhydrate de)
00602;100000090114;miansérine (chlorhydrate de)
26391;100000091615;micafungine
90967;100000089575;micafungine sodique
00600;100000090369;miconazole
03026;100000091859;miconazole (nitrate de)
02667;100000080626;midazolam
51868;100000090600;midazolam (chlorhydrate de)
98763;100000090278;midodrine (chlorhydrate de)
72144;100000088079;midostaurine
11626;100000080629;mifépristone
69055;100000162983;migalastat
85055;100000162984;migalastat (chlorhydrate de)
50274;100000080630;miglitol
81626;100000089526;miglustat
04235;NA;millepertuis (extrait sec de)
46403;100000080634;milnacipran
75210;100000091201;milnacipran (chlorhydrate de)
60217;100000080655;milrinone
37703;100000091981;minocycline
03401;100000091841;minocycline (chlorhydrate de)
20394;100000090366;minoxidil
49118;100000126336;mirabégron
07787;100000080666;miristalkonium (chlorure de)
45485;100000091441;mirtazapine
07238;100000092418;misoprostol
00582;100000080898;mitomycine
84359;100000085449;mitotane
50405;100000092117;mitoxantrone
18851;100000090260;mitoxantrone (chlorhydrate de)
25017;100000086141;mivacurium
55432;100000080901;mivacurium (chlorure de)
66292;100000080903;mizolastine
21102;100000092489;moclobémide
18254;100000080329;modafinil
94980;100000137968;mogamulizumab 
01328;100000091923;molsidomine
84393;NA;molybdate (VI) [99 mo] de sodium
01981;100000088567;molybdate d'ammonium tétrahydraté
04042;100000090479;molybdate de sodium dihydraté
14446;100000091860;mométasone (furoate de)
33681;100000137366;mométasone (furoate de) monohydraté
60922;100000079682;monmectite
04760;100000127430;monofluorophosphate de sodium
80102;100000080382;montélukast
86162;100000091459;montélukast sodique
09798;100000080389;morniflumate
80439;100000089537;moroctocog alfa 
15686;100000091372;morphine
00585;100000091614;morphine (chlorhydrate de)
01099;100000076239;morphine (sulfate de)
24723;100000134273;morpholinylmercaptobenzothiazole
38193;100000080618;moxifloxacine
45328;100000089652;moxifloxacine (chlorhydrate de)
02414;100000088303;moxisylyte (chlorhydrate de)
76840;100000088399;moxonidine
06825;100000092377;mupirocine
49972;100000076263;mupirocine calcique
19698;100000092752;mycophénolate mofétil
82477;100000126023;mycophénolate mofétil (chlorhydrate de)
62257;NA;mycophénolate sodique
00589;100000084424;myrtécaïne
00336;NA;myrtécaïne (laurilsulfate de)
60674;NA;myrtille (fruit de) (extrait sec de)
54655;100000092274;nabumétone
28609;100000084428;nadolol
24513;100000090028;nadroparine calcique 
82435;100000085687;nafaréline (acétate de)
02423;100000084437;naftazone
26361;100000084457;naftidrofuryl
03339;100000085688;naftidrofuryl (hydrogénooxalate de)
02338;100000088253;nalbuphine (chlorhydrate de)
29165;100000084441;nalméfène
85057;100000156016;nalméfène (chlorhydrate de) dihydraté
44103;100000152160;naloxégol
17883;100000152159;naloxégol (oxalate de)
65807;100000085468;naloxone
00861;NA;naloxone (chlorhydrate de) anhydre
79853;100000089225;naloxone (chlorhydrate de) dihydraté
11396;100000089938;naltrexone (chlorhydrate de)
03933;100000091842;naphazoline (nitrate de)
03271;100000090383;naproxène
12855;100000092256;naproxène sodique
39704;100000080321;naratriptan
73086;100000091357;naratriptan (chlorhydrate de)
19872;100000089594;natalizumab 
96027;100000093044;nébivolol
90670;100000093063;nébivolol (chlorhydrate de)
19859;100000091067;néfopam (chlorhydrate de)
16279;100000085469;nélarabine
14251;100000090456;néomycine
04455;100000090029;néomycine (sulfate de)
03633;100000086473;néostigmine (métilsulfate de)
23481;100000156565;nétupitant
80180;100000085470;névirapine
18426;100000127941;névirapine hémihydratée
00152;100000076191;niaouli (huile essentielle de)
13709;100000089967;nicardipine (chlorhydrate de)
05067;NA;nickel (gluconate de)
84805;NA;nickel (sulfate de) hexahydraté
02443;100000079593;niclosamide
76057;100000084903;nicorandil
02452;100000092193;nicotinamide
94037;100000079991;nicotine
92098;100000129686;nicotine (bitartrate de) dihydraté
30981;100000089016;nicotine (résinate de)
81549;100000091505;nicotine-bétadex (complexe)
00842;100000090371;nifédipine
01062;100000083867;niflumique (acide)
02463;100000092196;nifuroxazide
71030;100000089237;nilotinib
17445;100000091420;nilotinib (chlorhydrate de) monohydraté
02132;100000083883;nilutamide
79486;100000092273;nimodipine
41187;100000144000;nintédanib
52826;NA;nintédanib (ésilate de)
82705;100000163082;niraparib
19651;NA;niraparib (tosilate de) monohydraté
68364;NA;nirmatrelvir
70638;100000085452;nitisinone
02471;100000091767;nitrazépam
60311;100000090223;nitrendipine
02476;100000092406;nitrofurantoïne
00801;100000092410;nitroprussiate de sodium
16591;100000145087;nivolumab 
79487;100000092426;nizatidine
28293;100000090279;nomégestrol (acétate de)
41629;100000089406;nonacog alfa 
41720;100000154365;nonacog gamma 
02487;100000088372;noradrénaline (tartrate de)
11760;100000090394;nordazépam
17048;100000092089;norelgestromine
02493;100000083614;noréthandrolone
03940;100000093036;noréthistérone (acétate de)
15372;100000091076;norfloxacine
04400;100000083617;norgestimate
02506;100000083604;noscapine
03202;NA;noscapine (résinate de)
19922;100000169172;nusinersen
59478;100000175537;nusinersen sodique
02509;100000089986;nystatine
61823;100000141528;obéticholique (acide)
99417;100000125968;obinutuzumab 
89420;100000144876;ocrélizumab 
33424;100000126101;ocriplasmine 
55385;100000089538;octocog alfa 
99857;100000089538;octocog alfa 
44322;100000092509;octréotide
06494;100000091587;octréotide (acétate d')
49243;100000089253;ofatumumab 
02754;100000092309;ofloxacine
17723;100000085471;olanzapine
43719;100000153168;olanzapine (pamoate d') monohydraté
35487;100000124466;olaparib
99920;NA;oligoside de Neisseria meningitidis (souche C11) groupe C conjugué à la protéine CRM-197 de Corynebacterium diphteriae
19692;NA;oligoside de Neisseria meningitidis du groupe A conjugué à la protéine CRM197 de Corynebacterium diphteriae
48944;NA;oligoside de Neisseria meningitidis du groupe C conjugué à la protéine CRM197 de Corynebacterium diphteriae
83067;NA;oligoside de Neisseria meningitidis du groupe W135 conjugué à la protéine CRM197
36543;NA;oligoside de Neisseria meningitidis du groupe Y conjugué à la protéine CRM197 de Corynebacterium diphteriae
93119;NA;oligoside de Streptococcus pneumoniae sérotype 18C conjugué à la protéine vectrice CRM197
19874;100000079597;olive (huile d') raffinée
03709;NA;Olivier (extrait sec de)
29486;100000089966;olmésartan médoxomil
34720;100000128703;olodatérol
78014;100000156938;olodatérol (chlorhydrate d')
72608;NA;olopatadine
16296;100000092187;olopatadine (chlorhydrate d')
44028;100000091274;olsalazine sodique
99222;100000089291;omalizumab 
85275;100000156930;ombitasvir
17339;100000126178;oméga-3 (esters éthyliques 90 d'acides) 
52389;100000079598;oméga-3 (esters éthyliques d'acides) 
04773;100000092047;oméprazole
58713;NA;oméprazole magnésium
83438;100000090186;oméprazole sodique
79594;100000085938;omoconazole (nitrate d')
82769;100000177723;onasemnogène abéparvovec 
42537;100000092334;ondansétron
16951;100000131708;ondansétron (chlorhydrate d') dihydraté
97156;NA;opium (extrait sec d')
05100;NA;opium (poudre d')
21227;NA;opium (teinture titrée d')
26394;100000092219;oritavancine
23758;100000156566;oritavancine (diphosphate d')
17760;100000091440;orlistat
00974;100000092163;ornidazole
03946;100000083329;ornithine
46395;100000085483;ornithine (chlorhydrate d')
05085;100000085502;ornithine (oxoglurate d')
57329;NA;oseille crépue (extrait sec d')
74746;100000089424;oséltamivir
60091;100000091466;oséltamivir (phosphate d')
28437;100000176720;osilodrostat
54965;100000178158;osilodrostat (phosphate d')
87878;100000162510;osimertinib
45893;100000162813;osimertinib (mésilate d')
27707;NA;oxacilline
05465;100000092114;oxacilline sodique monohydratée
42430;100000085171;oxaliplatine
02533;100000091921;oxazépam
62004;100000092224;oxcarbazépine
03265;100000085506;oxéladine (hydrogénocitrate d')
00111;100000089627;oxétorone (fumarate d')
91757;100000083041;oxiconazole
84951;100000092637;oxiconazole (nitrate d')
26221;NA;oxidronate de sodium
03354;100000083049;oxitriptan
47439;100000128818;oxoglurique (acide)
02543;100000083073;oxomémazine
05358;100000085509;oxybuprocaïne (chlorhydrate d')
51254;100000085472;oxybutynine
11401;100000092169;oxybutynine (chlorhydrate d')
46704;100000083302;oxycodone
05087;100000090368;oxycodone (chlorhydrate d')
44570;100000090500;oxygène
05080;100000090269;oxymétazoline (chlorhydrate d')
14743;100000088419;oxyquinol
02196;100000152981;oxytétracycline
03955;100000092050;oxytétracycline (chlorhydrate d')
02197;100000092397;oxytocine
20030;100000085474;paclitaxel
98502;100000163078;palbociclib
19944;100000092109;palipéridone
27104;100000124166;palipéridone (palmitate de)
33811;100000090252;palivizumab 
24519;100000091298;palmier de Floride (extrait de)
95294;100000085493;palonosétron
91576;100000089547;palonosétron (chlorhydrate de)
67602;NA;pamidronate de sodium
44842;100000092288;pamidronique (acide)
35118;100000153296;pancréas (poudre de) 
13556;100000091534;pancréatine 
91298;100000089383;panitumumab 
53428;100000115952;panobinostat
40810;100000157785;panobinostat (lactate de) anhydre
38524;100000092491;pantoprazole
61182;100000091258;pantoprazole sodique anhydre
67373;100000091062;pantoprazole sodique sesquihydraté
05394;100000090485;pantothénate de calcium
04113;NA;pantothénique (acide)
04475;100000091716;papavérine (chlorhydrate de)
02202;100000090270;paracétamol
19236;100000090900;paraffine liquide
12566;100000092267;paraffine liquide légère
03170;100000134265;parahydroxybenzoate de benzyle
26310;100000076383;parahydroxybenzoate de butyle
04433;100000088519;parahydroxybenzoate de méthyle
04492;NA;parahydroxybenzoate de propyle
03728;100000092894;parahydroxybenzoate d'éthyle
03157;100000089731;parahydroxycinnamique (acide)
87348;100000078867;paraphénylènediamine
62228;100000089407;parécoxib
50124;100000089309;parécoxib sodique
93622;100000157782;paritaprévir
51891;100000091962;paroxétine
47018;100000091724;paroxétine (chlorhydrate de) anhydre
18265;100000091610;paroxétine (chlorhydrate de) hémihydraté
31513;100000091353;paroxétine (mésilate de)
43910;100000124200;pasiréotide
92248;100000135680;pasiréotide (diaspartate de)
41583;100000155674;pasiréotide (pamoate de)
06818;NA;passiflore (extrait de) (sec)
29521;100000175476;patisiran
58569;100000175477;patisiran sodique
82348;100000090733;pazopanib
87477;100000116002;pazopanib (chlorhydrate de)
04476;100000079732;pectine
51171;100000085540;pégaspargase 
26543;100000181711;pegcétacoplan
42056;100000089834;pegfilgrastim 
76196;100000092750;peginterféron alfa-2a 
63229;100000144525;péginterféron bêta-1a 
38662;100000089425;pegvisomant 
80413;100000157957;pembrolizumab 
23684;100000085475;pémétrexed
59997;NA;pémétrexed disodique hémipentahydraté
62047;100000087991;pémétrexed disodique heptahydraté
30050;100000160644;pémétrexed monohydraté
48016;100000181126;pémigatinib
00390;100000082481;pénicillamine
06375;100000079776;pentamidine (diisétionate de)
08873;100000092296;pentétate de calcium trisodique
05546;100000082511;pentétique (acide)
76556;100000082512;pentétréotide
04000;100000090271;pentosane polysulfate sodique
68172;100000092430;pentostatine
03511;100000091628;pentoxifylline
00393;100000090449;pentoxyvérine (hydrogénocitrate de)
74405;100000124527;pérampanel
52431;100000091461;périndopril
46744;100000141420;périndopril (tosilate de)
69916;100000088816;périndopril arginine
09586;100000091602;périndopril tert-butylamine
29577;100000091844;perméthrine
75939;100000090274;peroxyde de benzoyle hydraté
79172;NA;peroxyde d'hydrogène
43744;100000078567;pertuzumab 
02799;100000091068;péthidine (chlorhydrate de)
15258;NA;petit houx (extrait sec de)
02811;100000085208;phénazone
03460;100000090467;phéniramine (maléate de)
02825;100000090330;phénobarbital
02826;100000091098;phénobarbital sodique
00608;100000091344;phénol
02836;100000090361;phénoxyméthylpénicilline
03495;100000085294;phénoxyméthylpénicilline (benzathine)
54023;100000091550;phentolamine (mésilate de)
00610;100000092416;phénylalanine
62468;100000141661;phénylbutyrate de glycérol
03048;100000091834;phénylbutyrate sodique
02438;100000088260;phényléphrine
03088;100000090176;phényléphrine (chlorhydrate de)
04053;100000085281;phényltoloxamine (citrate de)
02107;100000092104;phénytoïne
00381;100000089972;phénytoïne sodique
03969;100000092232;phloroglucinol dihydraté
02109;100000092419;pholcodine
92419;100000133620;pholcodine monohydratée
12155;100000086553;phosphate dipotassique
12662;100000076102;phosphate disodique
29107;100000076104;phosphate disodique dihydraté
04558;100000091452;phosphate disodique dodécahydraté
00536;NA;phosphate monocalcique monohydraté
22650;100000079843;phosphate monopotassique
19022;100000085575;phosphate monosodique anhydre
14134;100000092043;phosphate monosodique dihydraté
07572;100000078328;phosphate monosodique monohydraté
00431;100000088337;phosphate tricalcique
03738;100000090950;phosphorique (acide) concentré
00892;NA;PHYTOLACCA (TEINTURE DE) (HOMEOPATHIE)
02113;100000091922;phytoménadione
39310;100000166696;pibrentasvir
00943;100000092639;picloxydine (dichlorhydrate de)
47933;100000153041;picosulfate de sodium
03505;100000089075;pidolate de magnésium
27299;100000090155;pidolate de zinc
03085;100000091736;pilocarpine (chlorhydrate de)
00077;100000092625;pilocarpine (nitrate de)
26601;100000091145;piloselle
02126;100000081975;pimozide
03469;NA;pin (huile essentielle de)
00199;100000081977;pinavérium (bromure de)
00078;100000092294;pindolol
02130;100000085607;pipampérone (chlorhydrate de)
67102;100000092185;pipéracilline
19437;100000089964;pipéracilline sodique
21697;100000126270;pipéraquine (tétraphosphate de)
76779;300000040283;pipéraquine (tétraphosphate de) tétrahydraté
00081;100000092245;pipobroman
00082;100000082196;pipotiazine
03498;100000085290;pipotiazine (palmitate de)
00083;100000091987;piracétam
85116;100000081664;pirétanide
21875;100000081645;pirfénidone
05751;100000081665;piribédil
00630;100000088389;piribédil (mésilate de)
25336;100000092492;piroxicam
65918;NA;piroxicam-bétadex (complexe)
96697;100000088200;pitavastatine
39413;NA;pitavastatine calcique
27713;100000161112;pitolisant
85257;100000157767;pitolisant (chlorhydrate de)
20754;100000091362;pivmécillinam (chlorhydrate de)
73219;100000084758;pixantrone
15285;100000124199;pixantrone  (dimaléate de)
00086;100000090350;pizotifène (malate de)
00893;NA;PLANTAGO MAJOR (TEINTURE DE) (HOMEOPATHIE)
85873;100000092971;plérixafor
01615;100000091097;podophyllotoxine
00332;NA;PODOPHYLLUM PELTATUM (TEINTURE DE) (HOMEOPATHIE)
02154;300000036859;poligeenane
00346;100000078518;poly(alcool vinylique)
05119;NA;polyenzyme fongique
10966;100000088889;polyfructosan
00891;NA;polygala (sirop de)
03434;100000090239;polymyxine B (sulfate de)
04959;NA;polyoside capsulaire Vi de Salmonella typhi (souche Ty2)
56010;100000090605;polyoside de Neisseria meningitidis de groupe C conjugué à l'anatoxine tétanique 
58129;NA;polyoside de Streptococcus pneumoniae sérotype 1 conjugué à la protéine vectrice CRM 197
46989;NA;polyoside de Streptococcus pneumoniae sérotype 14 conjugué à la protéine vectrice CRM197
70794;NA;polyoside de Streptococcus pneumoniae sérotype 19A conjugué à la protéine vectrice CRM197
18180;NA;polyoside de Streptococcus pneumoniae sérotype 19F conjugué à la protéine vectrice CRM197
76007;NA;polyoside de Streptococcus pneumoniae sérotype 23F conjugué à la protéine vectrice CRM197
41241;NA;polyoside de Streptococcus pneumoniae sérotype 3 conjugué à la protéine vectrice CRM 197
58062;NA;polyoside de Streptococcus pneumoniae sérotype 4 conjugué à la protéine vectrice CRM197
97462;NA;polyoside de Streptococcus pneumoniae sérotype 5 conjugué à la protéine vectrice CRM197
45277;NA;polyoside de Streptococcus pneumoniae sérotype 6A conjugué à la protéine vectrice CRM197
60754;NA;polyoside de Streptococcus pneumoniae sérotype 6B conjugué à la protéine vectrice CRM197
77402;NA;polyoside de Streptococcus pneumoniae sérotype 7F conjugué à la protéine vectrice CRM197
55634;NA;polyoside de Streptococcus pneumoniae sérotype 9V conjugué à la protéine vectrice CRM197
70764;NA;polyoside d'Haemophilus influenzae de type b conjugué à la protéine méningococcique
57675;NA;polyoside Haemophilus influenzae type b conjugué à l'anatoxine tétanique
98882;NA;polyoside(s) de Neisseria meningitidis groupe C
07833;100000078537;polysorbate 20
11456;100000076592;polystyrène sulfonate de calcium
15369;100000126117;pomalidomide
20433;100000141503;ponatinib
44076;100000144869;ponatinib (chlorhydrate de)
28336;100000169012;ponésimod
54201;100000089529;posaconazole
30272;100000091749;potassium
03455;100000089697;potassium (acétate de)
05616;100000079191;potassium (bromure de)
00093;100000091807;potassium (chlorure de)
29442;100000093061;potassium (clavulanate de)
03456;100000079195;potassium (gluconate de)
05618;100000079398;potassium (glycérophosphate de)
00096;100000091826;potassium (hydroxyde de)
00095;100000091320;potassium (iodure de)
00090;100000089071;potassium (sulfate de)
19476;100000092381;povidone
03496;NA;povidone iodée
05367;100000144355;pralidoxime (métilsulfate de)
39937;100000182481;pralsétinib
47554;100000085495;pramipexole
18827;100000089155;pramipexole (dichlorhydrate de) monohydraté
02163;100000078849;pramocaïne (chlorhydrate de)
24140;100000091924;prastérone
30470;100000093307;prasugrel
76371;100000171994;prasugrel (bésilate de)
74419;100000171724;prasugrel (bromhydrate de)
80432;100000093306;prasugrel (chlorhydrate de)
73208;100000091789;pravastatine sodique
02165;100000092249;prazépam
13274;100000081420;praziquantel
00859;100000091039;prazosine (chlorhydrate de)
02169;100000091520;prednisolone
03980;100000090168;prednisolone (acétate de)
00500;100000091081;prednisolone (caproate de)
03981;100000091240;prednisolone (métasulfobenzoate sodique de)
03478;100000091955;prednisolone (phosphate sodique de)
02171;100000091943;prednisone
39422;100000091845;prégabaline
85184;100000092015;prilocaïne
03507;100000085080;prilocaïne (chlorhydrate de)
61226;NA;primevère (fleur de), extrait sec de
05627;100000081656;primidone
02215;100000088055;pristinamycine
02218;100000081091;probénécide
00101;100000091094;procaïne (chlorhydrate de)
79190;100000081113;procarbazine
04841;100000089939;procarbazine (chlorhydrate de)
02229;100000090354;progestérone
30216;100000091373;proguanil (chlorhydrate de)
03482;100000081124;proline
26150;100000081145;promégestone
00588;100000081126;promestriène
02236;100000081146;prométhazine
05333;100000091355;prométhazine (chlorhydrate de)
03595;NA;prométhazine (résinate de)
28459;100000091480;propafénone (chlorhydrate de)
05324;100000078877;propanol
07603;100000091539;propofol
21771;100000092019;propranolol
02258;100000091292;propranolol (chlorhydrate de)
02261;100000081364;propylthiouracile
03437;100000085115;protamine (sulfate de)
05118;NA;protéase fongique
99059;100000127141;protéine C humaine 
20676;100000092996;protéine diphtérique CRM197
99703;NA;protéine L1 recombinante adsorbée du virus humain Papillomavirus HPV type 16 
19402;NA;protéine L1 recombinante adsorbée du virus humain Papillomavirus HPV type 45 
52039;300000017644;protéine spike (S) recombinante du SARS-CoV-2 
15614;NA;protéines plasmatiques humaines 
00197;100000092191;protiréline
37200;NA;protiréline anhydre
75712;100000092168;protoxyde d'azote
17561;100000080862;prucalopride
93564;100000092989;prucalopride succinate
59713;NA;prunier d'Afrique (écorce de) (extrait mou d')
90615;100000085477;pseudoéphédrine
02278;100000092030;pseudoéphédrine (chlorhydrate de)
00201;100000079281;psyllium (graine de)
04834;100000089059;pyrantel (embonate de)
28889;100000080846;pyrazinamide
02283;100000091854;pyridostigmine (bromure de)
02284;100000080848;pyridoxine
03984;100000089922;pyridoxine (chlorhydrate de)
02285;100000080868;pyriméthamine
92959;NA;pyrole ombellée (partie aérienne de) (extrait sec de)
14832;NA;pyrophosphate de sodium décahydraté
59691;100000081102;quétiapine
38607;100000091312;quétiapine (fumarate de)
00265;NA;QUINA (HOMEOPATHIE)
78915;100000081086;quinagolide
64091;100000090012;quinagolide (chlorhydrate de)
87533;100000081087;quinapril
08736;100000090468;quinapril (chlorhydrate de)
00620;100000092616;quinidine
26004;NA;quinidine (chlorhydrate de) monohydraté
23106;100000090009;quinidine (gluconate de)
00616;100000078599;quinine
05139;100000078620;quinine (benzoate de)
00618;100000090455;quinine (chlorhydrate de)
14306;100000085250;quinisocaïne (chlorhydrate de)
67549;100000080304;rabéprazole
73953;100000090030;rabéprazole sodique
33342;100000175197;rabéprazole sodique monohydraté
93657;100000089968;racécadotril
65118;NA;radium (223Ra) (dichlorure de)
37806;NA;raisin (pépin de) (extrait de)
93678;100000089181;raloxifène
79270;100000091054;raloxifène (chlorhydrate de)
73622;100000093434;raltégravir potassique
77479;100000080291;raltitrexed
11532;100000092240;ramipril
16670;100000125922;ramucirumab 
43367;100000088053;ranibizumab 
49632;100000092215;ranitidine
25783;100000090451;ranitidine (chlorhydrate de)
64818;100000089182;rasagiline
50851;100000172090;rasagiline (bésilate de)
79968;NA;rasagiline (hémitartrate de)
43224;100000089427;rasburicase 
48147;NA;rasigline (mésilate de)
29846;100000177402;ravulizumab 
62454;100000115275;régadénoson
64997;NA;régadénoson monohydraté
86579;100000136039;régorafénib
77850;300000039151;régorafénib monohydraté
57147;100000170770;rélébactam
77834;100000179908;rélébactam monohydraté
41536;100000181868;remdésivir
85750;100000089165;rémifentanil
20668;100000090469;rémifentanil (chlorhydrate de)
55485;100000091273;répaglinide
02329;100000092216;réserpine
84780;100000115538;résine p-tert-butylphénolformaldéhyde
21268;100000141689;reslizumab 
04532;100000078653;résorcinol
00622;100000076424;rétinol
04031;100000091269;rétinol (palmitate de)
15711;100000089166;ribavirine
58345;100000166185;ribociclib
60116;100000170331;ribociclib (succinate de)
02331;100000089010;riboflavine
04537;100000089026;riboflavine (phosphate sodique de)
00597;NA;riboflavine (phosphate sodique de) dihydraté
88125;100000091607;rifabutine
02332;100000080561;rifampicine
22748;100000085663;rifampicine sodique
02333;100000080581;rifamycine
22324;100000091241;rifamycine sodique
54667;100000091946;rifaximine
66240;100000080564;rilménidine
02633;100000084887;rilménidine (dihydrogénophosphate de)
27775;100000124141;rilpivirine
94011;100000124142;rilpivirine (chlorhydrate de)
66825;NA;riltozinaméran
59737;100000089184;riluzole
82922;100000125892;riociguat
95620;100000177389;riprétinib
57658;100000169020;risankizumab 
51820;100000178153;risdiplam
45087;100000092051;risédronate monosodique
37314;100000092051;risédronate monosodique anhydre
99549;100000091405;risédronate monosodique hémipentahydraté
99915;100000080570;risédronique (acide)
37430;100000092091;rispéridone
53415;100000089167;ritonavir
45082;100000089292;rituximab 
43633;100000092811;rivaroxaban
37973;100000089185;rivastigmine
55512;100000093043;rivastigmine (hydrogénotartrate de)
32627;100000080246;rizatriptan
66038;100000090268;rizatriptan (benzoate de)
04178;100000167448;rizolipase
16496;100000080269;rocuronium (bromure de)
80945;100000144489;rolapitant
88219;300000043660;rolapitant (chlorhydrate de) monohydraté
41553;100000079288;romarin
04347;100000078648;romarin (huile essentielle de)
81742;100000091681;romiplostim 
62155;100000084378;ropinirole
35876;100000091467;ropinirole (chlorhydrate de)
44437;100000084379;ropivacaïne
83934;100000089005;ropivacaïne (chlorhydrate de)
38741;100000090606;ropivacaïne (chlorhydrate de) monohydraté
33207;100000088232;rosuvastatine
26727;100000091449;rosuvastatine calcique
18244;100000160532;rosuvastatine zincique
99567;100000089322;rotavirus humain (souche RIX4414) (vivant, atténué) 
20262;100000089323;rotavirus réassortant humain-bovin de sérotype G1 (vivant) 
36354;100000089326;rotavirus réassortant humain-bovin de sérotype G2 (vivant) 
46263;100000089329;rotavirus réassortant humain-bovin de sérotype G3 (vivant) 
57655;100000089325;rotavirus réassortant humain-bovin de sérotype G4 (vivant) 
90361;100000140077;rotavirus réassortant humain-bovin de type P1A[8] (vivant) 
55910;100000089581;rotigotine
05621;100000092081;roxithromycine
71699;100000145646;RRR-alpha-tocophérol
73534;100000136799;rucaparib
50970;100000169849;rucaparib (camsilate de)
45638;100000089186;rufinamide
23010;100000084369;rupatadine
36083;100000085399;rupatadine (fumarate de)
76621;100000163869;rurioctocog alfa pégol 
00942;100000090310;rutoside
42140;100000124306;ruxolitinib
38893;100000126279;ruxolitinib (phosphate de)
27194;100000176409;sacituzumab govitecan
78789;100000159950;sacubitril
81962;100000126250;safinamide
68875;100000156454;safinamide (mésilate de)
00626;100000091629;salbutamol
03559;100000090564;salbutamol (sulfate de)
00949;100000091950;salicylamide
04009;100000092173;salicylate de choline
02974;100000079574;salicylate de diéthylamine
51080;100000129270;salicylate de dipropylèneglycol
05453;100000084885;salicylate de méthyle
05557;100000079321;salicylate de sodium
04852;100000089635;salicylate d'hydroxyéthyle
48788;100000086814;salicylate d'isoamyle
00690;100000090038;salicylique (acide)
57781;100000080527;salmétérol
93351;100000091381;salmétérol (xinafoate de)
00951;100000079433;salol
96635;NA;samarinium [153 Sm] lexidronam pentasodium
90563;100000091700;saproptérine (dichlorhydrate de)
38955;100000163589;sarilumab 
27375;100000089235;saxagliptine
45154;100000115533;saxagliptine (chlorhydrate de)
29848;100000092042;scopolamine
05551;100000092158;scopolamine (bromhydrate de)
03068;100000093055;scopolamine (butylbromure de)
92591;100000159705;sébélipase alfa 
12345;100000084084;secnidazole
72986;100000126309;sécukinumab 
60921;100000091038;sélégiline (chlorhydrate de)
30108;100000088238;sélénite de sodium
40583;100000128022;sélénium (dioxyde de)
92319;100000156702;sélexipag
41455;NA;sélumétinib
66917;100000128757;sélumétinib (sulfate de)
21365;100000124419;sémaglutide 
97684;NA;séné (extrait sec de)
00213;100000090680;séné (feuille de)
52488;100000091168;séné (feuille de), extrait sec titré de
78303;100000079312;séné de l'Inde ou de Tinnevelly (fruit de)
03128;100000130026;sennosides
00629;100000084137;sérine
04349;NA;serpolet (huile essentielle de)
94707;100000084931;sertaconazole (nitrate de)
42406;100000084321;sertraline
97603;100000090582;sertraline (chlorhydrate de)
26220;100000177229;setmélanotide
55721;100000091682;sévélamer (carbonate de)
44677;100000091107;sévélamer (chlorhydrate de)
77978;100000092425;sévoflurane
67717;100000089187;sildénafil
34251;100000091090;sildénafil (citrate de)
84248;100000093080;silice colloïdale hydratée
50540;100000090781;silodosine
42281;100000124530;siltuximab 
94406;100000134797;siméprévir
49272;100000159513;siméprévir sodique
10394;100000089833;siméticone
63547;100000144942;simoctocog alfa 
10171;100000091786;simvastatine
59394;100000089170;sirolimus
20740;100000091875;sitagliptine
80744;100000174577;sitagliptine (chlorhydrate de)
85939;100000174576;sitagliptine (chlorhydrate de) monohydraté
80062;100000166760;sitagliptine (malate de)
21050;100000089173;sitagliptine (phosphate de) monohydraté
74856;100000127143;sodium ((S)-lactate de), solution de
89235;NA;sodium (acétate de) anhydre
00637;100000088054;sodium (benzoate de)
05565;100000078103;sodium (bromure de)
00901;100000092115;sodium (chlorure de)
04546;100000091554;sodium (fluorure de)
13911;NA;sodium (gluconate de)
04111;NA;sodium (glycérophosphate de)
95375;NA;sodium (glycérophosphate de) pentahydraté
19508;NA;sodium (glycérophosphate) hydraté
04549;100000090202;sodium (hydroxyde de)
91695;NA;sodium (lactate de) anhydre
04041;100000135889;sodium (laurilsulfate de)
04046;100000154953;sodium (monosulfure de) nonahydraté
10876;100000089135;sodium (oxybate de)
06379;100000090395;sodium (polystyrène sulfonate de)
02123;100000091905;sodium (propionate de)
10740;100000091726;sodium (sélénite de) pentahydraté
00905;100000078144;sodium (sulfate de) anhydre
83492;100000144530;sofosbuvir
04951;100000079583;soja (huile de) raffinée
72550;100000084906;solifénacine
32050;100000090370;solifénacine (succinate de)
26197;100000180153;solriamfétol
26148;100000180154;solriamfétol (chlorhydrate de)
50073;100000084046;somatoréline
83813;100000077795;somatoréline (acétate de)
00971;100000092022;somatostatine
74224;NA;somatostatine (acétate de) hydraté
00960;100000089188;somatropine 
81058;100000089188;somatropine 
40522;100000145390;sonidégib
85360;100000157774;sonidégib (diphosphate de)
