Code_ CIS;Nom_Specialite;Statut_AMM;Code_Statut;Date_AMM;Date_Auto;Date_fin_statut_actif_AMM;Procedure;Code_Procedure;Lib_ATC;Code_ATC
65763036;SPIRAMYCINE/METRONIDAZOLE CRISTERS 750.000 UI/125 mg, comprimé pelliculé;Actif;1;24/11/2005;;;Procédure nationale;1;Spiramycine et métronidazole;J01RA04
65763132;XARELTO 10 mg, comprimé pelliculé;Actif;1;30/09/2008;;;Procédure centralisée;20;Rivaroxaban;B01AF01
65764558;CLOZAPINE ZENTIVA 100 mg, comprimé sécable;Actif;1;01/04/2021;;;Procédure nationale;1;Clozapine;N05AH02
65765012;PARACETAMOL SANDOZ 500 mg, comprimé effervescent;Actif;1;21/01/2013;;;Procédure nationale;1;Paracétamol;N02BE01
65765546;OXYTOCINE MEDISOL 5 UI/ml, solution injectable;Actif;1;31/10/2013;;;Procédure nationale;1;Oxytocine;H01BB02
65766192;OZEMPIC 0,25 mg, solution injectable en stylo prérempli;Actif;1;08/02/2018;;;Procédure centralisée;20;Sémaglutide;A10BJ06
65766872;WAYLIVRA 285 mg, solution injectable en seringue préremplie;Actif;1;03/05/2019;;;Procédure centralisée;20;Volanésorsen;C10AX18
65768058;STRIBILD 150 mg/150 mg/200 mg/245 mg, comprimé pelliculé;Actif;1;24/05/2013;;;Procédure centralisée;20;Emtricitabine, ténofovir disoproxil, elvitégravir et cobicistat;J05AR09
65768745;LORATADINE SANDOZ CONSEIL 10 mg, comprimé;Actif;1;05/11/2013;;;Procédure nationale;1;Loratadine;R06AX13
65769893;FLUVASTATINE CRISTERS L.P. 80 mg, comprimé pelliculé à libération prolongée;Actif;1;22/10/2009;;;Procédure nationale;1;Fluvastatine;C10AA04
65770931;PERINDOPRIL/INDAPAMIDE BIOGARAN 4 mg/1,25 mg, comprimé;Actif;1;15/12/1997;;;Procédure de reconnaissance mutuelle;21;Perindopril et diurétiques;C09BA04
65771200;KREOSOTUM COMPLEXE N°62, solution buvable en gouttes;Actif;1;12/11/2018;14/11/1969;;Procédure nationale;1;AUTRES PRODUITS THÉRAPEUTIQUES;V03AX
65771499;ADRIBLASTINE 10 mg, poudre pour solution injectable en flacon;Actif;1;31/07/1991;;;Procédure nationale;1;Doxorubicine;L01DB01
65771677;OLANZAPINE TEVA 5 mg, comprimé pelliculé;Actif;1;12/12/2007;;;Procédure centralisée;20;Olanzapine;N05AH03
65772003;LAMOTRIGINE VIATRIS 50 mg, comprimé dispersible;Actif;1;03/07/2007;;;Procédure nationale;1;Lamotrigine;N03AX09
65772900;OPTIRAY 350 (350 mg I/mL), solution injectable en flacon;Actif;1;05/02/1990;;;Procédure nationale;1;Ioversol;V08AB07
65773219;TRAVOPROST/TIMOLOL ARROW 40 microgrammes/5 mg par mL, collyre en solution;Actif;1;14/05/2020;;;Procédure nationale;1;Timolol en association;S01ED51
65773258;PULMICORT 0,50 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose;Actif;1;16/05/1994;;;Procédure nationale;1;Budésonide;R03BA02
65773429;GLUCOSE 2,5 % CARELIDE, solution pour perfusion;Actif;1;10/07/1995;;;Procédure nationale;1;Glucides;B05BA03
65774812;CALCIUM VITAMINE D3 VIATRIS 500 mg/400 UI, comprimé à sucer ou à croquer;Actif;1;06/07/1998;;;Procédure nationale;1;CALCIUM EN ASSOCIATION AVEC DE LA VITAMINE D ET /OU D'AUTRES SUBSTANCES;A12AX
65775864;VALACICLOVIR ARROW 500 mg, comprimé pelliculé sécable;Actif;1;21/05/2014;;;Procédure décentralisée;32;Valaciclovir;J05AB11
65776902;CANDESARTAN ARROW 4 mg, comprimé sécable;Actif;1;26/09/2011;;;Procédure nationale;1;Candésartan;C09CA06
65777274;GAVISCONELL SANS SUCRE MENTHE, comprimé à croquer édulcoré à l'aspartam et à l'acésulfame potassique;Actif;1;18/04/2005;;;Procédure de reconnaissance mutuelle;21;AUTRES MÉDICAMENTS POUR L'ULCÈRE PEPTIQUE ET LE REFLUX GASTRO-OESOPHAGIEN (RGO);A02BX
65777420;MUPIROCINE VIATRIS 2 %, pommade;Actif;1;18/11/2016;;;Procédure nationale;1;Mupirocine;D06AX09
65777648;RABEPRAZOLE SANDOZ 20 mg, comprimé gastro-résistant;Actif;1;28/01/2011;;;Procédure décentralisée;32;Rabéprazole;A02BC04
65779001;VENTILASTIN NOVOLIZER 100 microgrammes/dose, poudre pour inhalation;Actif;1;22/04/2004;;;Procédure de reconnaissance mutuelle;21;Salbutamol;R03AC02
65780473;VALSARTAN EG 80 mg, comprimé pelliculé sécable;Actif;1;14/05/2010;;;Procédure nationale;1;Valsartan;C09CA03
65781027;PERINDOPRIL/INDAPAMIDE ZENTIVA LAB 4 mg/1,25 mg, comprimé;Archivé;3;16/01/2009;;18/11/2021;Procédure décentralisée;32;Perindopril et diurétiques;C09BA04
65781618;IVABRADINE VIATRIS 7,5 mg, comprimé pelliculé;Actif;1;11/01/2017;;;Procédure décentralisée;32;Ivabradine;C01EB17
65781696;BECLO-RHINO 50 microgrammes/dose, suspension pour pulvérisation nasale en flacon;Actif;1;10/10/1996;;;Procédure nationale;1;Béclométasone;R01AD01
65781988;XEROQUEL LP 300 mg, comprimé à libération prolongée;Archivé;3;22/05/2017;;19/05/2022;Autorisation d'importation parallèle;31;Quétiapine;N05AH04
65782652;ENGERIX B 10 microgrammes/0,5 ml, suspension injectable en seringue préremplie. Vaccin de l'hépatite B (ADNr), (adsorbé) (VHB);Actif;1;12/10/1994;;;Procédure de reconnaissance mutuelle;21;Hépatite B, antigène purifié;J07BC01
65786896;REVLIMID 15 mg, gélule;Actif;1;14/06/2007;;;Procédure centralisée;20;Lénalidomide;L04AX04
65786907;AMOXICILLINE/ACIDE CLAVULANIQUE SANDOZ 1 g/125 mg ADULTES, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1);Actif;1;08/10/2004;;;Procédure nationale;1;Amoxicilline et inhibiteur de bêtalactamases;J01CR02
65786914;FUSIDATE DE SODIUM VIATRIS 250 mg, comprimé pelliculé;Actif;1;14/06/2017;;;Procédure nationale;1;Acide fusidique;J01XC01
65788274;PERMIXON 160 mg, gélule;Actif;1;19/08/2015;;;Autorisation d'importation parallèle;31;Fruit de palmier de Floride;G04CX02
65788737;PREDNISOLONE SANDOZ 20 mg, comprimé orodispersible;Actif;1;05/12/2008;;;Procédure nationale;1;Prednisolone;H02AB06
65789433;OMEPRAZOLE EVOLUGEN PHARMA 20 mg, gélule gastro-résistante;Actif;1;12/08/2016;;;Procédure nationale;1;Oméprazole;A02BC01
65789903;LYNPARZA 50 mg, gélule;Actif;1;16/12/2014;;;Procédure centralisée;20;Olaparib;L01XK01
65792290;OLIGOSTIM MANGANESE COBALT, comprimé sublingual;Actif;1;21/11/1990;;;Procédure nationale;1;AUTRES PRODUITS THÉRAPEUTIQUES;V03AX
65793983;ZAVESCA 100 mg, gélule;Actif;1;20/11/2002;;;Procédure centralisée;20;Miglustat;A16AX06
65795735;TAMSULOSINE ARROW LAB LP 0,4 mg, gélule à libération prolongée;Actif;1;01/03/2019;;;Procédure décentralisée;32;Tamsulosine;G04CA02
65795991;INOMAX 400 ppm mole/mole, gaz pour inhalation;Actif;1;01/08/2001;;;Procédure centralisée;20;Monoxyde d'azote;R07AX01
65796011;FLIXOVATE 0,05 %, crème;Actif;1;06/12/1993;;;Procédure nationale;1;Fluticasone;D07AC17
65797622;RAMIPRIL ARROW GENERIQUES 1,25 mg, comprimé;Actif;1;17/10/2014;;;Procédure décentralisée;32;Ramipril;C09AA05
65799705;DEXTROMETHORPHANE BIOGARAN 1,5 mg/mL SANS SUCRE, solution buvable édulcorée au maltitol liquide et à la saccharine sodique;Actif;1;13/03/2018;;;Procédure nationale;1;Dextrométhorphane;R05DA09
65800164;VILDAGLIPTINE/METFORMINE ZENTIVA 50 mg/1000 mg, comprimé pelliculé;Actif;1;02/12/2021;;;Procédure décentralisée;32;Metformine et vildagliptine;A10BD08
65802140;TRUMENBA, suspension injectable en seringue préremplie;Actif;1;24/05/2017;;;Procédure centralisée;20;Méningocoque B, vaccin multicomposant;J07AH09
65803331;ACARBOSE EG 100 mg, comprimé;Actif;1;01/03/2013;;;Procédure nationale;1;Acarbose;A10BF01
65804084;HEPCLUDEX 2 mg, poudre pour solution injectable;Actif;1;31/07/2020;;;Procédure centralisée;20;Bulévirtide;J05AX28
65805841;INSULINE ASPARTE SANOFI 100 unités/ml, solution injectable en flacon;Actif;1;21/04/2021;;;Procédure centralisée;20;Insuline asparte;A10AB05
65806466;ALPROSTADIL INTSEL CHIMOS 0,5 mg/ml, solution injectable;Actif;1;27/10/2008;;;Procédure nationale;1;Alprostadil;C01EA01
65807550;LACOSAMIDE ZYDUS 200 mg, comprimé pelliculé;Actif;1;24/03/2022;;;Procédure nationale;1;Lacosamide;N03AX18
65808531;CAPRELSA 100 mg, comprimé pelliculé;Actif;1;14/02/2012;;;Procédure centralisée;20;Vandétanib;L01EX04
65810475;SEDERMYL 0,75 %, crème;Actif;1;28/08/1996;29/07/1975;;Procédure nationale;1;Isothipendyl;D04AA22
65810824;PHYSIONEAL 40 GLUCOSE 3,86 % CLEARFLEX, solution pour dialyse péritonéale;Actif;1;12/10/2004;;;Procédure de reconnaissance mutuelle;21;SOLUTIONS HYPERTONIQUES;B05DB
65812106;Albumine humaine iodée [125 I], CIS bio international, solution injectable. [Réf : SERALB-125];Actif;1;04/12/2002;;;Procédure nationale;1;Albumine humaine iodée (125I);V09GB02
65812177;TADENAN 50 mg, capsule molle;Actif;1;18/08/1992;;;Procédure nationale;1;Ecorce de prunier d'Afrique;G04CX01
65812914;RANITIDINE EG 150 mg, comprimé pelliculé sécable;Suspension;10;05/09/1997;;17/02/2021;Procédure de reconnaissance mutuelle;21;Ranitidine;A02BA02
65813464;TIMABAK 0,25 %, collyre en solution;Actif;1;09/02/1996;;;Procédure nationale;1;Timolol;S01ED01
65815038;TELMISARTAN/HYDROCHLOROTHIAZIDE CRISTERS 80 mg/25 mg, comprimé;Actif;1;17/04/2013;;;Procédure nationale;1;Telmisartan et diurétiques;C09DA07
65816567;AMOROLFINE ZYDUS 5 %, vernis à ongles médicamenteux;Actif;1;29/04/2011;;;Procédure nationale;1;Amorolfine;D01AE16
65819403;LEVOFLOXACINE VIATRIS 500 mg, comprimé pelliculé sécable;Actif;1;16/11/2009;;;Procédure nationale;1;Lévofloxacine;J01MA12
65819809;BICALUTAMIDE ACCORD 50 mg, comprimé pelliculé;Actif;1;28/09/2010;;;Procédure nationale;1;Bicalutamide;L02BB03
65820028;TRIMEBUTINE ALMUS 100 mg, comprimé;Actif;1;27/06/2006;;;Procédure nationale;1;Trimébutine;A03AA05
65820455;QUETIAPINE BIOGARAN LP 400 mg, comprimé à libération prolongée;Actif;1;06/04/2016;;;Procédure nationale;1;Quétiapine;N05AH04
65820786;MAVENCLAD 10 mg, comprimé;Actif;1;22/08/2017;;;Procédure centralisée;20;Cladribine;L04AA40
65821614;PREGABALINE SANDOZ 25 mg, gélule;Actif;1;19/06/2015;;;Procédure centralisée;20;Prégabaline;N02BF02
65821685;OXYNORMORO 10 mg, comprimé orodispersible;Actif;1;19/07/2007;;;Procédure nationale;1;Oxycodone;N02AA05
65822036;DEXAMETHASONE VIATRIS 20 mg/5 ml, solution injectable en ampoule;Actif;1;12/11/1993;;;Procédure nationale;1;Dexaméthasone;H02AB02
65822577;HEPARINE CHOAY 5000 UI/1 ml, solution injectable;Actif;1;20/06/1986;;;Procédure nationale;1;Héparine;B01AB01
65823679;TAMSULOSINE BIOGARAN L.P. 0,4 mg, gélule à libération prolongée;Actif;1;09/11/2005;;;Procédure nationale;1;Tamsulosine;G04CA02
65825737;EZETIMIBE CRISTERS PHARMA 10 mg, comprimé;Actif;1;09/02/2017;;;Procédure décentralisée;32;Ezétimibe;C10AX09
65826650;TRIFLUCAN 200 mg, gélule;Actif;1;09/03/1990;;;Procédure de reconnaissance mutuelle;21;Fluconazole;J02AC01
65827097;PARACETAMOL ZYDUS 500 mg, comprimé;Actif;1;28/12/2000;;;Procédure nationale;1;Paracétamol;N02BE01
65828594;LENALIDOMIDE ARROW 10 mg, gélule;Actif;1;29/09/2021;;;Procédure décentralisée;32;Lénalidomide;L04AX04
65828929;ROPINIROLE ARROW GENERIQUES 1 mg, comprimé pelliculé;Actif;1;09/03/2009;;;Procédure nationale;1;Ropinirole;N04BC04
65829066;FUSIDATE DE SODIUM BIOGARAN 250 mg, comprimé pelliculé;Actif;1;29/01/2018;;;Procédure nationale;1;Acide fusidique;J01XC01
65830008;OMEPRAZOLE CRISTERS PHARMA 10 mg, gélule gastro-résistante;Actif;1;30/11/2010;;;Procédure nationale;1;Oméprazole;A02BC01
65831505;NEORECORMON 4000 UI, solution injectable en seringue préremplie;Actif;1;10/02/2000;;;Procédure centralisée;20;Erythropoïétine;B03XA01
65832411;PIVALONE 1 POUR CENT, suspension nasale;Actif;1;27/05/1977;;;Procédure nationale;1;Tixocortol;R01AD07
65832685;TOBI 300 mg/5 ml, solution pour inhalation par nébuliseur;Actif;1;21/11/2000;;;Procédure de reconnaissance mutuelle;21;Tobramycine;J01GB01
65834394;CIALIS 10 mg, comprimé pelliculé;Actif;1;12/11/2002;;;Procédure centralisée;20;Tadalafil;G04BE08
65835628;GRANPIDAM 20 mg, comprimé pelliculé;Actif;1;14/11/2016;;;Procédure centralisée;20;Sildénafil;G04BE03
65836776;ROCGEL 1,2 g, suspension buvable en sachet-dose;Actif;1;30/08/1991;;;Procédure nationale;1;Hydroxyde d'aluminium;A02AB01
65837903;IDACIO 40 mg, solution injectable en seringue préremplie;Actif;1;02/04/2019;;;Procédure centralisée;20;Adalimumab;L04AB04
65839434;AMISULPRIDE MYLAN 200 mg, comprimé sécable;Actif;1;16/03/2004;;;Procédure nationale;1;Amisulpride;N05AL05
65839815;CYSTADROPS 3,8 mg/ml, collyre en solution;Actif;1;19/01/2017;;;Procédure centralisée;20;Mercaptamine;S01XA21
65840002;QUINIMAX 125 mg/1 ml, solution injectable;Actif;1;25/02/1997;04/11/1975;;Procédure nationale;1;MÉTHANOLQUINOLÉINES;P01BC
65840148;ALMOTRIPTAN ZYDUS 12,5 mg, comprimé pelliculé;Actif;1;11/12/2014;;;Procédure nationale;1;Almotriptan;N02CC05
65841346;NICOTINELL MENTHE 2 mg, comprimé à sucer;Actif;1;25/07/2005;;;Procédure de reconnaissance mutuelle;21;Nicotine;N07BA01
65841474;SULFATE DE MAGNESIUM RENAUDIN 15 %, solution injectable (I.V.);Actif;1;06/12/1996;;;Procédure nationale;1;Sulfate de magnésium;B05XA05
65842918;LENALIDOMIDE ACCORD 10 mg, gélule;Actif;1;20/09/2018;;;Procédure centralisée;20;Lénalidomide;L04AX04
65842957;ACEBUTOLOL ZENTIVA 400 mg, comprimé pelliculé;Actif;1;06/04/2007;;;Procédure nationale;1;Acébutolol;C07AB04
65843062;APREPITANT VIATRIS 125 mg, gélule et APREPITANT VIATRIS 80 mg, gélule;Actif;1;16/01/2018;;;Procédure décentralisée;32;Aprépitant;A04AD12
65843557;MONTELUKAST ACCORD 5 mg, comprimé à croquer;Actif;1;27/10/2017;;;Procédure décentralisée;32;Montélukast;R03DC03
65843571;AMOXICILLINE ZENTIVA LAB 125 mg/5 ml, poudre pour suspension buvable;Actif;1;12/09/2014;;;Procédure nationale;1;Amoxicilline;J01CA04
65845654;TCAPS 150 microgrammes, capsule molle;Actif;1;13/02/2018;;;Procédure nationale;1;Lévothyroxine sodique;H03AA01
65846076;VICKS INHALER, tampon imprégné pour inhalation par fumigation;Actif;1;24/04/1996;23/04/1974;;Procédure nationale;1;Associations (autres préparations nasales);R01AX30
65847210;ARSENIC TRIOXIDE MYLAN 1 mg/mL, solution à diluer pour perfusion;Actif;1;01/04/2020;;;Procédure centralisée;20;Trioxyde d'arsenic;L01XX27
65849001;ENTRESTO 97 mg/103 mg, comprimé pelliculé;Actif;1;19/11/2015;;;Procédure centralisée;20;Valsartan et sacubitril;C09DX04
65849318;CEDACONDA 100 % V/V, liquide pour inhalation par vapeur;Actif;1;11/08/2021;;;Procédure décentralisée;32;Isoflurane;N01AB06
65850530;FENTANYL BIOGARAN 50 microgrammes/heure, dispositif transdermique;Archivé;3;08/01/2009;;30/07/2021;Procédure nationale;1;Fentanyl;N02AB03
65851109;CANDESARTAN ZYDUS 16 mg, comprimé sécable;Archivé;3;22/11/2011;;03/07/2020;Procédure nationale;1;Candésartan;C09CA06
65851454;RAMIPRIL ALTER 10 mg, comprimé sécable;Actif;1;23/02/2006;;;Procédure nationale;1;Ramipril;C09AA05
65851721;SUFENTANIL PANPHARMA 5 microgrammes/ml, solution injectable (IV ou péridurale);Actif;1;30/11/2006;;;Procédure nationale;1;Sufentanil;N01AH03
65852307;LIVOGIVA 20 microgrammesg/80 microlitres, solution injectable en stylo prérempli;Actif;1;27/08/2020;;;Procédure centralisée;20;Tériparatide;H05AA02
65852428;RINVOQ 15 mg, comprimé à libération prolongée;Actif;1;16/12/2019;;;Procédure centralisée;20;Upadacitinib;L04AA44
65853829;FACTANE 200 UI/mL, poudre et solvant pour solution injectable;Actif;1;02/07/2013;;;Procédure nationale;1;Facteur VIII de coagulation;B02BD02
65853875;HOMEOTONYL, granules;Actif;1;28/02/2006;;;Procédure nationale;1;AUTRES PRODUITS THÉRAPEUTIQUES;V03AX
65854190;METHOTREXATE ACCORD 2,5 mg, comprimé;Actif;1;18/07/2018;;;Procédure de reconnaissance mutuelle;21;Méthotrexate;L04AX03
65855463;FIVASA 1 g, suppositoire;Actif;1;21/01/2021;;;Procédure décentralisée;32;Mésalazine;A07EC02
65855762;MELOXICAM ZENTIVA 7,5 mg, comprimé;Actif;1;07/02/2006;;;Procédure de reconnaissance mutuelle;21;Méloxicam;M01AC06
65855901;VITAMINE A FAURE 150 000 U.l. POUR CENT, collyre en solution;Actif;1;08/08/1997;24/07/1970;;Procédure nationale;1;Rétinol;S01XA02
65857496;FLUOXETINE ARROW 20 mg, gélule;Actif;1;28/05/2002;;;Procédure nationale;1;Fluoxétine;N06AB03
65857681;AMOXICILLINE ARROW 500 mg/5 ml, poudre pour suspension buvable;Actif;1;31/08/2001;;;Procédure nationale;1;Amoxicilline;J01CA04
65857902;ABACAVIR/LAMIVUDINE TEVA 600 mg/300 mg, comprimé pelliculé;Actif;1;03/05/2017;;;Procédure décentralisée;32;Lamivudine et abacavir;J05AR02
65858420;DAPTOMYCINE ACCORDPHARMA 500 mg, poudre pour solution injectable/pour perfusion;Actif;1;17/07/2020;;;Procédure de reconnaissance mutuelle;21;Daptomycine;J01XX09
65860243;ESSENCE ALGERIENNE, solution pour inhalation par fumigation;Actif;1;21/07/1992;22/10/1945;;Procédure nationale;1;Associations (autres préparations nasales);R01AX30
65861256;GALANTAMINE CRISTERS LP 16 mg, gélule à libération prolongée;Actif;1;13/01/2012;;;Procédure nationale;1;Galantamine;N06DA04
65861594;FEBUXOSTAT SANDOZ 80 mg, comprimé pelliculé;Actif;1;21/07/2017;;;Procédure décentralisée;32;Fébuxostat;M04AA03
65862059;ARTHROCINE 100 mg, comprimé;Actif;1;05/12/1996;24/10/1975;;Procédure nationale;1;Sulindac;M01AB02
65862671;RAMIPRIL/HYDROCHLOROTHIAZIDE EG 5 mg/12,5 mg, comprimé;Actif;1;30/04/2012;;;Procédure de reconnaissance mutuelle;21;Ramipril et diurétiques;C09BA05
65864291;SIMVASTATINE ALTER 20 mg, comprimé pelliculé sécable;Actif;1;21/09/2005;;;Procédure de reconnaissance mutuelle;21;Simvastatine;C10AA01
65864619;NUCALA 100 mg, poudre pour solution injectable;Actif;1;02/12/2015;;;Procédure centralisée;20;Mépolizumab;R03DX09
65865831;AMIODARONE CRISTERS 200 mg, comprimé sécable;Actif;1;09/02/2000;;;Procédure nationale;1;Amiodarone;C01BD01
65868763;ALPRAZOLAM CRISTERS 0,50 mg, comprimé sécable;Actif;1;11/06/2003;;;Procédure nationale;1;Alprazolam;N05BA12
65869160;INOVELON 400 mg, comprimé pelliculé;Actif;1;16/01/2007;;;Procédure centralisée;20;Rufinamide;N03AF03
65869452;DEBRIDAT 50 mg/5 ml, solution injectable en ampoule;Actif;1;12/10/1988;08/07/1974;;Procédure nationale;1;Trimébutine;A03AA05
65869609;TAMSULOSINE CRISTERS LP 0,4 mg, gélule à libération prolongée;Actif;1;09/09/2008;;;Procédure nationale;1;Tamsulosine;G04CA02
65870700;BUVIDAL 128 mg, solution injectable à libération prolongée;Actif;1;20/11/2018;;;Procédure centralisée;20;Buprénorphine;N07BC01
65871581;TESTAVAN 20 mg/g, gel transdermique;Actif;1;27/04/2018;;;Procédure décentralisée;32;Testostérone;G03BA03
65872950;FLUOXETINE ZYDUS 20 mg, gélule;Actif;1;08/01/2002;;;Procédure nationale;1;Fluoxétine;N06AB03
65874385;LANSOPRAZOLE TEVA SANTE 30 mg, gélule gastro-résistante;Actif;1;23/07/2007;;;Procédure nationale;1;Lansoprazole;A02BC03
65878362;CELECOXIB ZYDUS 200 mg, gélule;Actif;1;01/08/2014;;;Procédure nationale;1;Célécoxib;M01AH01
65878914;ROPIVACAINE KABI 5 mg/ml, solution injectable en ampoule;Actif;1;22/11/2010;;;Procédure décentralisée;32;Ropivacaïne;N01BB09
65880178;CLARITHROMYCINE VIATRIS 25 mg/ml, granulés pour suspension buvable;Actif;1;11/04/2008;;;Procédure nationale;1;Clarithromycine;J01FA09
65880420;FLUCONAZOLE PFIZER 200 mg, gélule;Actif;1;23/02/1995;;;Procédure de reconnaissance mutuelle;21;Fluconazole;J02AC01
65880598;BACTRIM, suspension buvable;Actif;1;02/03/1982;;;Procédure nationale;1;Sulfaméthoxazole et triméthoprime;J01EE01
65881230;IKERVIS 1 mg/ml, collyre en émulsion;Actif;1;19/03/2015;;;Procédure centralisée;20;Ciclosporine;S01XA18
65881579;PARACETAMOL ZYDUS 1 g, comprimé;Actif;1;13/02/2006;;;Procédure nationale;1;Paracétamol;N02BE01
65883338;CARBAMAZEPINE SANDOZ L.P. 400 mg, comprimé pelliculé sécable à libération prolongée;Actif;1;10/10/1997;;;Procédure nationale;1;Carbamazépine;N03AF01
65883886;ZOPICLONE ZYDUS 7,5 mg, comprimé pelliculé sécable;Actif;1;04/01/2001;;;Procédure nationale;1;Zopiclone;N05CF01
65883904;EAU POUR PREPARATIONS INJECTABLES B. BRAUN, solvant pour préparation parentérale en ampoule;Actif;1;07/01/1997;;;Procédure nationale;1;SOLVANTS ET DILUANTS, SOLUTIONS D'IRRIGATION INCLUSES;V07AB
65884187;IASOCHOLINE 1 GBq/mL, solution injectable;Actif;1;02/04/2010;;;Procédure de reconnaissance mutuelle;21;Fluorocholine (18F);V09IX07
65884582;ADREVIEW [123I] 74 MBq/mL, solution injectable;Actif;1;22/02/2005;;;Procédure nationale;1;Iobenguane (123I);V09IX01
65884618;AMLODIPINE/VALSARTAN TEVA 5 mg/80 mg, comprimé pelliculé;Archivé;3;07/06/2017;;06/07/2022;Procédure décentralisée;32;Valsartan et amlodipine;C09DB01
65888082;ZOPICLONE CRISTERS 7,5 mg, comprimé pelliculé sécable;Actif;1;29/12/1999;;;Procédure nationale;1;Zopiclone;N05CF01
65889234;AUREOMYCINE EVANS 1 POUR CENT, pommade ophtalmique;Actif;1;18/08/1992;08/01/1974;;Procédure nationale;1;Chlortétracycline;S01AA02
65889825;BRIMONIDINE SANDOZ 0,2 % (2 mg/ml), collyre en solution;Actif;1;20/03/2009;;;Procédure décentralisée;32;Brimonidine;S01EA05
65889939;GABAPENTINE ARROW GENERIQUES 300 mg, gélule;Actif;1;12/07/2011;;;Procédure décentralisée;32;Gabapentine;N02BF01
65891566;EFFICORT HYDROPHILE 0,127 %, crème;Actif;1;06/04/1988;;;Procédure nationale;1;Acéponate de méthylprednisolone;D07AC16
65892928;LAROXYL 25 mg, comprimé pelliculé;Actif;1;17/04/1991;23/10/1962;;Procédure nationale;1;Amitriptyline;N06AA09
65893318;RISPERDALCONSTA L.P. 50 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie;Actif;1;07/10/2003;;;Procédure de reconnaissance mutuelle;21;Rispéridone;N05AX08
65893688;CLIMODIENE 2 mg/2 mg, comprimé enrobé;Archivé;3;31/10/2001;;08/06/2021;Procédure de reconnaissance mutuelle;21;Diénogest et estrogène;G03FA15
65894174;DOCETAXEL ACCORD 20 mg/1 ml, solution à diluer pour perfusion;Actif;1;22/05/2012;;;Procédure centralisée;20;Docétaxel;L01CD02
65894808;FAZOL, crème;Actif;1;07/08/1978;;;Procédure nationale;1;Isoconazole;D01AC05
65896314;IMATINIB ACCORD 100 mg, comprimé pelliculé;Actif;1;01/07/2013;;;Procédure centralisée;20;Imatinib;L01EA01
65897327;ACETYLLEUCINE TEVA 500 mg, comprimé;Actif;1;14/02/2012;;;Procédure nationale;1;Acétylleucine;N07CA04
65898475;FELDENE 20 mg, suppositoire;Actif;1;19/05/1983;;;Procédure nationale;1;Piroxicam;M01AC01
65898870;URION 2,5 mg, comprimé pelliculé;Archivé;3;19/09/1990;;09/11/2021;Procédure nationale;1;Alfuzosine;G04CA01
65899004;EBILFUMIN 30 mg, gélule;Actif;1;22/05/2014;;;Procédure centralisée;20;Oséltamivir;J05AH02
65899367;CARBOCISTEINE ZENTIVA CONSEIL 5 % ADULTES SANS SUCRE, sirop édulcoré à la saccharine sodique;Actif;1;19/05/2003;;;Procédure nationale;1;Carbocistéine;R05CB03
65899602;LIKOZAM 1 mg/ml, suspension buvable;Actif;1;10/02/2016;;;Procédure décentralisée;32;Clobazam;N05BA09
65900339;ACETATE DE CYPROTERONE ARROW 100 mg, comprimé sécable;Actif;1;11/09/2008;;;Procédure nationale;1;Cyprotérone;G03HA01
65900346;DARUNAVIR ZENTIVA 600 mg, comprimé pelliculé;Actif;1;19/02/2018;;;Procédure décentralisée;32;Darunavir;J05AE10
65902977;AMOXICILLINE TEVA SANTE 500 mg/5 ml, poudre pour suspension buvable;Actif;1;30/10/2002;;;Procédure nationale;1;Amoxicilline;J01CA04
65903335;RADIOGARDASE 500 mg, gélule;Actif;1;30/03/2016;;;Procédure nationale;1;Bleu de prusse;V03AB31
65904024;FENTANYL ZENTIVA 25 microgrammes/heure, dispositif transdermique;Actif;1;28/07/2008;;;Procédure de reconnaissance mutuelle;21;Fentanyl;N02AB03
65904501;CHLORMADINONE VIATRIS 5 mg, comprimé;Actif;1;24/11/2003;;;Procédure nationale;1;Chlormadinone;G03DB06
65905051;ARGANOVA 100 mg/mL, solution à diluer pour perfusion en multidose;Actif;1;22/04/2015;;;Procédure de reconnaissance mutuelle;21;Argatroban;B01AE03
65906484;SIMVASTATINE BIOGARAN 40 mg, comprimé pelliculé;Actif;1;14/09/2007;;;Procédure nationale;1;Simvastatine;C10AA01
65907376;ATORVASTATINE VIATRIS 40 mg, comprimé pelliculé;Actif;1;06/07/2011;;;Procédure décentralisée;32;Atorvastatine;C10AA05
65907383;PALIPERIDONE BIOGARAN 150 mg, suspension injectable à libération prolongée en seringue préremplie;Actif;1;20/10/2021;;;Procédure décentralisée;32;Palipéridone;N05AX13
65908097;CANDESARTAN BIOGARAN 16 mg, comprimé sécable;Actif;1;16/09/2011;;;Procédure nationale;1;Candésartan;C09CA06
65909683;BISOPROLOL REF 1,25 mg, comprimé pelliculé;Actif;1;08/04/2021;;;Procédure décentralisée;32;Bisoprolol;C07AB07
65910155;SULPIRIDE ZENTIVA 50 mg, gélule;Archivé;3;24/04/2007;;15/02/2022;Procédure nationale;1;Sulpiride;N05AL01
65910283;INFRACYANINE 25 mg/10 mL, poudre et solvant pour solution injectable;Actif;1;16/04/2003;;;Procédure nationale;1;PRODUITS DE CONTRASTE NON IODÉS;V08B
