Code_CIS;Code_CIP13;Code_CIP7;Nom_Presentation
65104826;3400930231234;;plaquette(s) PVC PVDC PVC-Aluminium de 14 comprimé(s)
65104751;3400955067498;;1 flacon(s) en verre de 100 mg - 1 ampoule(s) en verre de 3 ml
65104648;3400956435470;5643547;50 ampoule(s) en verre de 4  ml
65103838;3400934998799;3499879;12 sachet(s)-dose(s) papier aluminium polyéthylène de 0,6 g
65103304;3400930161869;;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 30 comprimé(s)
65103126;3400937979962;3797996;plaquette(s) thermoformée(s) PVC PVDC aluminium de 6 comprimé(s)
65102533;3400930033265;;30 sachet(s) polyéthylène aluminium polytéréphtalate (PET) avec un godet pour mélange, avec 2 seringue(s) doseuse(s)
65102444;3400949000845;;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s)
65102309;3400936214354;3621435;pilulier(s) polypropylène de 14  comprimé(s)
65101513;3400936724730;3672473;plaquette(s) PVC PVDC aluminium de 12 comprimé(s)
65100781;3400930178942;;plaquettes PVC PVDC aluminium de 60 gélules avec inhalateur Breezhaler
65100183;3400956362110;5636211;4 plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 14  comprimé(s)
65099368;3400949243273;4924327;tube(s) aluminium de 30 g
65096870;3400930130926;;flacon(s) polyéthylène haute densité (PEHD) de 90 comprimé(s)
65096870;3400930117743;;flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s)
65096621;3400926787004;2678700;20 récipient(s) unidose(s) polypropylène de 0,4 ml
65095900;3400949005741;4900574;1 flacon(s) polyéthylène de 28 capsule(s)
65095868;3400930007686;;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 4 comprimé(s)
65095099;3400930617526;3061752;1 boite(s) carton de 60 pâte(s) ( abrogée le 09/09/2020)
65095099;3400930211175;;1 boîte(s) polypropylène de 60 pâte(s) à sucer de 1,7 g
65094481;3400930256916;;plaquette(s) PVC PVDC PVC-Aluminium de 30 comprimé(s)
65094360;3400936551442;3655144;30 sachet(s)-dose(s) papier aluminium complexe résine(s)
65094353;3400949378449;4937844;plaquette(s) thermoformée(s) aluminium de 90 comprimé(s)
65094353;3400949378098;4937809;plaquette(s) thermoformée(s) aluminium de 30 comprimé(s)
65090846;3400930088890;;plaquette(s) PVC PVDC aluminium de 7 gélule(s)
65090312;3400935003065;3500306;6 seringue(s) préremplie(s) en verre de 0,3  ml
65090312;3400935002983;3500298;1 seringue(s) préremplie(s) en verre de 0,3  ml
65089833;3400934125591;3412559;plaquette(s) PVC-Aluminium de 16 comprimé(s)
65089573;3400930188385;;plaquette(s) PVC aluminium de 16 comprimé(s)
65088998;3400956492602;5649260;1 flacon(s) en verre - 1 seringue(s) préremplie(s) matière plastique de 10 ml avec adaptateur stérile avec aiguille(s)
65088852;3400930220917;;28 plaquette(s) aluminium OPA : polyamide orienté PVC de 1 gélule(s)
65086919;3400927552632;2755263;10 cartouche(s) en verre de 1,5 ml  pour SurePal 5
65086919;3400927552571;2755257;5 cartouche(s) en verre de 1,5 ml  pour SurePal 5
65086919;3400927552403;2755240;1 cartouche(s) en verre de 1,5 ml  pour SurePal 5
65086755;3400930081549;;4 sachet(s) polytéréphtalate (PET) aluminium polyéthylène de 5 récipient(s) polyéthylène de 1 ml
65086748;3400956235919;5623591;5 flacon(s) de poudre en verre
65086189;3400930224038;;30 plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 1 gélule(s)
65085991;3400938334791;3833479;18 sachet(s)-dose(s) papier aluminium polyéthylène
65085849;3400949115433;4911543;tube(s) polypropylène de 16 comprimé(s)
65085347;3400949002634;;1 flacon(s) en verre de 4 ml - 1 ampoule(s) en verre de 2 ml avec seringue(s) avec aiguille(s)
65085169;3400938920222;3892022;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s)
65085169;3400938919622;3891962;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s)
65084900;3400935464323;3546432;plaquette(s) thermoformée(s) PVC PVDC aluminium-laque de 60 gélule(s)
65084761;3400930226254;;plaquette(s) thermoformée(s) PVC aluminium de 60 comprimé(s)
65084430;3400927640551;2764055;1 tube(s) aluminium de 100 g
65084430;3400927640490;2764049;1 tube(s) aluminium de 30 g
65083079;3400930019726;;1 seringue(s) préremplie(s) en verre de 1 ml avec aiguille(s) sécurisée
65082956;3400937419031;3741903;plaquette(s) PVDC PVC aluminium ou aluminium-ACLAR de 30 comprimé(s)
65082408;3400955055501;;20 kits contenant 1 x 0,6 ml ampoule stérile et 1 aiguille-filtre de 5 µm stérile sous plaquette (papier/PVC)
65082408;3400955015390;;20 ampoule(s) en verre brun de 0,6 ml sous plaquette (papier/PVC) avec 20 aiguille(s) filtre(s)
65082080;3400930209400;;1 flacon(s) pressurisé(s) aluminium de 120 dose(s) avec valve(s) doseuse(s) avec embout(s) buccal(aux)
65081377;3400930023433;;1 flacon(s) polyéthylène haute densité (PEHD) de 180 comprimé(s)
65080738;3400937154321;3715432;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s)
65080738;3400936785533;3678553;plaquette(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s)
65080478;3400936030879;3603087;plaquette(s) PVC PVDC aluminium de 10 comprimé(s)
65080478;3400930181584;;10 plaquette(s) PVC PVDC aluminium de 1 comprimé(s)
65079846;3400937656603;3765660;plaquette(s) thermoformée(s) PVC PVDC aluminium de 14 gélule(s)
65079764;3400926852900;2685290;2 tube(s) polyéthylène haute densité (PEHD) aluminium de 0,47 g
65079682;3400956619016;5661901;1 flacon(s) en verre avec dispositif(s) de transfert Bio-Set - 1 seringue(s) préremplie(s) en verre de 2,5 ml avec nécessaire(s)
65079554;3400930095782;;plaquette OPA : polyamide orienté aluminium PVC de 12 comprimés (avec semainier)
65079554;3400930095775;;plaquette OPA : polyamide orienté aluminium PVC de 4 comprimés (avec semainier)
65078623;3400930146927;;plaquette(s) polyamide aluminium PVC-Aluminium de 4 comprimé(s)
65078139;3400926805364;2680536;plaquette(s) PVC polyéthylène PVDC aluminium de 60 comprimé(s)
65077051;3400956491650;5649165;1 flacon(s) en verre
65074781;3400949001804;;3 pilulier(s) polypropylène de 30 comprimé(s)
65074781;3400949001798;;1 pilulier(s) polypropylène de 30 comprimé(s)
65074589;3400930096833;;plaquette(s) aluminium de 60 comprimé(s)
65074475;3400938813081;3881308;plaquette(s) PVC polyéthylène PVDC aluminium de 30 gélule(s)
65074386;3400955487319;5548731;1 flacon(s) en verre avec un dispositif de filtration à usage unique
65071397;3400930172711;;4 flacon(s) polytéréphtalate (PET) avec fermeture de sécurité de 100 ml
65070886;3400936766372;3676637;plaquette(s) thermoformée(s) aluminium de 10 comprimé(s)
65070765;3400930223918;;60 sachet(s) polytéréphtalate (PET) aluminium polyéthylène basse densité (PEBD) suremballée(s)/surpochée(s) aluminium
65070509;3400930155103;;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 30 comprimé(s)
65070135;3400956610549;5661054;1 bouteille(s) en acier, en aluminium ou en aluminium fretté(e) de 15 l munie d’un robinet en laiton avec manodétendeur, débitlitre et prise normalisée
65070135;3400956610488;5661048;1 bouteille(s) en acier, en aluminium ou en aluminium fretté(e) de 15 l munie d'un robinet en laiton avec raccord de sortie normalisé
65070135;3400956610310;5661031;1 bouteille(s) en acier, en aluminium ou en aluminium fretté(e) de 5 l munie d'un robinet en laiton avec manodétendeur, débilitre et prise normalisée
65070135;3400956610259;5661025;1 bouteille(s) en acier, en aluminium ou en aluminium fretté(e) de 5 l munie d'un robinet en laiton avec raccord de sortie normalisé
65069229;3400932846184;3284618;1 tube(s) aluminium verni de 10 g
65069229;3400932846016;3284601;1 tube(s) aluminium de 2 g ( abrogée le 22/10/2019)
65068102;3400933987305;3398730;3 flacon(s) polyéthylène avec fermeture de sécurité enfant de 60 ml avec pulvérisateur polypropylène avec embout applicateur polypropylène (adaptable sur le pulvérisateur)
65067139;3400934644214;3464421;plaquette(s) thermoformée(s) PVC-Aluminium PVDC de 20 gélule(s)
65066770;3400938980073;3898007;plaquette(s) thermoformée(s) PVC-Aluminium de 14 comprimé(s)
65066770;3400938979992;3897999;plaquette(s) thermoformée(s) PVC-Aluminium de 5 comprimé(s)
65066667;3400934980640;3498064;5 flacon(s) de poudre en verre - 5 seringue(s) préremplie(s) de 1 ml de solvant en verre avec 2 aiguille(s)
65066667;3400934976100;3497610;1 flacon(s) de poudre en verre - 1 seringue(s) préremplie(s) de 1 ml de solvant en verre avec 2 aiguille(s)
65065818;3400927575693;2757569;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s)
65065818;3400927575174;2757517;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s)
65065736;3400930066546;;flacon(s) en verre brun de 60 gélule(s) avec fermeture de sécurité enfant
65065017;3400934685545;3468554;plaquette(s) PVC PVDC aluminium de 20 comprimé(s)
65064520;3400930136577;;1 flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s)
65063557;3400934384585;3438458;7 cartouche(s) bicompartimentée(s) en verre avec seringue(s)
65063322;3400927610394;2761039;1 flacon(s) en verre de 100 ml
65063233;3400932022533;3202253;1 flacon(s) polyéthylène basse densité (PEBD) de 30  ml avec compte-gouttes polyéthylène basse densité (PEBD)
65061780;3400921621266;2162126;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s)
65061780;3400921620726;2162072;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s)
65061182;3400955016441;;5 flacon(s) en verre brun de 100 mg de chlorhydrate de bendamustine
65061182;3400955016410;;5 flacon(s) en verre brun de 25 mg de de chlorhydrate de bendamustine
65061047;3400930558751;3055875;1 ampoule(s) en verre de 1 ml avec seringue(s) polypropylène avec aiguille(s)
65061047;3400930243442;;1 flacon(s) en verre de 1 ml
65058282;3400930011539;;plaquette(s) formée(s) à froid polyamide aluminium PVC-Aluminium de 28 comprimé(s)
65058282;3400930011515;;plaquette(s) formée(s) à froid polyamide aluminium PVC-Aluminium de 14 comprimé(s)
65058186;3400939038148;3903814;1 seringue(s) préremplie(s) en verre de 0,6 ml avec aiguille(s)
65057910;3400939660455;3966045;2 tube(s) polypropylène
65057814;3400956714087;5671408;plaquette(s) polychlortrifluoroéthylène PVC-Aluminium de 50 comprimé(s)
65057814;3400939095738;3909573;plaquette(s) polychlortrifluoroéthylène PVC-Aluminium de 90 comprimé(s)
65057814;3400936961661;3696166;plaquette(s) polychlortrifluoroéthylène PVC-Aluminium de 30 comprimé(s)
65055820;3400930234853;;21 plaquette(s) prédécoupées unitaires OPA : polyamide orienté aluminium PVC-Aluminium  de 1 gélule(s)
65055507;3400931585756;3158575;1 tube(s) aluminium verni de 30 g
65054729;3400933495947;3349594;1 tube(s) aluminium verni de 15 g
65054729;3400930158890;;1 tube(s) laminé aluminium de 15 g
65053285;3400956104017;5610401;10 flacon(s) en verre de 10 ml contenant 1,048 g de poudre
65053285;3400955037514;;10 flacon(s) en verre de 15 ml contenant 1,048 g de poudre
65052799;3400937640053;3764005;3 plaquette(s) PVC aluminium de 21 comprimé(s)
65052799;3400937639804;3763980;1 plaquette(s) PVC aluminium de 21 comprimé(s)
65052482;3400949000593;;1 flacon(s) polyéthylène de 100 ml
65051900;3400930991572;3099157;1 sachet(s) aluminium polyéthylène kraft de 100  g
65050983;3400930133361;;1 flacon(s) polypropylène de 30 gélule(s)
65047243;3400936612747;3661274;2 poche(s) simples bicompartimenté(e)(s)/à 2 compartiments polypropylène polyamide SEBS : styrène-éthylène-butylène-styrène polyéthylène (CLEARFLEX) de 5,0 l avec Raccord Luer
65045274;3400930037553;;3 plaquette(s) thermoformée(s) PVC PVDC de 21 comprimé(s)
65044350;3400958574269;5857426;1 flacon(s) en verre - 1 seringue(s) préremplie(s) en verre de 4 ml avec adaptateur(s) pour flacon
65043939;3400957563813;5756381;1 flacon(s) en verre brun de 15 ml
65043939;3400957563752;5756375;1 flacon(s) en verre brun de 5 ml
65043939;3400957563691;5756369;1 flacon(s) en verre brun de 2 ml
65043939;3400955034001;;1 flacon(s) en verre brun de 50 ml
65043939;3400955033998;;1 flacon(s) en verre brun de 25 ml
65043469;3400930222751;;Dispositif plastique de 60 récipients unidoses
65043451;3400927609855;2760985;tube(s) polypropylène de 80 comprimé(s)
65043451;3400927609794;2760979;tube(s) polypropylène de 20 comprimé(s)
65043177;3400927738708;2773870;plaquette(s) PVC PVDC aluminium de 28 comprimé(s)
65042709;3400938545302;3854530;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s)
65042709;3400938543469;3854346;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s)
65042132;3400934035890;3403589;60 récipient(s) unidose(s) polyéthylène de 0,5 ml
65040811;3400938502138;3850213;1 flacon(s) polyéthylène haute densité (PEHD) avec seringue(s) pour administration orale de 60 ml
65039517;3400938348460;3834846;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s)
65039289;3400922034928;2203492;plaquette(s) polyamide aluminium PVC-Aluminium de 14 gélule(s)
65039289;3400922034638;2203463;plaquette(s) polyamide aluminium PVC-Aluminium de 7 gélule(s)
65038760;3400930204610;;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 21 gélule(s)
65038760;3400930204603;;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 7 gélule(s)
65038536;3400930009680;;24 sachet(s) papier de 1,7 g
65037644;3400938176124;3817612;plaquette(s) thermoformée(s) polyamide aluminium PVC de 60 comprimé(s)
65037007;3400930001196;;3 plaquette(s) thermoformée(s) PVC de 10 comprimé(s)
65036909;3400934387258;3438725;10 récipient(s) unidose(s) polyéthylène de 5 ml
65036357;3400933327545;3332754;1 flacon(s) polyéthylène de 200 dose(s) avec embout(s) buccal(aux) polypropylène
65036318;3400930159484;;plaquette(s) (ACLAR RX) polytrifluorochloroéthylène aluminium de 28 comprimé(s)
65036318;3400926606114;2660611;plaquette(s) (ACLAR RX) polytrifluorochloroéthylène aluminium de 56 comprimé(s)
65035967;3400949855827;4985582;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s)
65035846;3400930114995;;plaquette(s) polyamide aluminium PVC-Aluminium de 12 comprimé(s)
65035846;3400930114988;;plaquette(s) polyamide aluminium PVC-Aluminium de 4 comprimé(s)
65035230;3400936686038;3668603;plaquette(s) PVC-Aluminium de 90 comprimé(s)
65035230;3400934210440;3421044;plaquette(s) PVC-Aluminium de 30 comprimé(s)
65033304;3400930172872;;plaquette(s) PVC PVDC aluminium de 60 comprimé(s)
65033286;3400930137505;;plaquette(s) PVC polychlortrifluoroéthylène aluminium de 30 capsule(s)
65031417;3400927728822;2772882;plaquette(s) PVC PVDC aluminium de 30 comprimé(s)
65031328;3400938877595;3887759;flacon(s) polypropylène de 20 comprimé(s)
65031278;3400921838329;2183832;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s)
65031278;3400921837896;2183789;plaquette(s) polyamide aluminium PVC-Aluminium de 14 comprimé(s)
65030856;3400930224649;;flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s)
65030856;3400930183151;;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s)
65030856;3400930183137;;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s)
65029882;3400939333014;3933301;plaquette(s) aluminium PVC PVDC de 90 comprimé(s)
65029882;3400939332703;3933270;plaquette(s) aluminium PVC PVDC de 30 comprimé(s)
65028570;3400930004579;;1 ampoule(s) en verre brun de 2 ml
65028549;3400955028857;;flacon(s) en verre de 40 microgrammes - flacon(s) polycyclooléfine de 1 ml
65028022;3400936650367;3665036;plaquette(s) PVC PVDC aluminium de 28 comprimé(s)
65027575;3400927637131;2763713;1 seringue(s) préremplie(s) polycyclooléfine de 150 ml pour injecteur automatique avec nécessaire(s) d’administration avec 1 cathéter de sécurité à ailettes I.V. 20G
65025364;3400955064114;;5 poches polypropylène de 200 mL
65025364;3400955064107;;5 poches polypropylène de 100 mL
65024764;3400956323258;5632325;1 poche(s) en plastique avec tubulure(s) PVC suremballée(s)/surpochée(s) de 250 ml
65024515;3400949506323;4950632;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 gélule(s) (distributeur parralèle : Mediwin )
65024515;3400949500437;;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 gélule(s) (Distributeur parallèle : Pharmalab)
65024515;3400937493888;3749388;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 gélule(s)
65023242;3400957469399;5746939;1 flacon(s) en verre - 1 flacon(s) en verre de 3 ml avec seringue(s) avec aiguille(s)
65022418;3400930157602;;1 flacon polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 100 comprimés
65021832;3400927481512;2748151;plaquette(s) polyamide aluminium PVC-Aluminium de 28 gélule(s)
65021832;3400927481451;2748145;plaquette(s) polyamide aluminium PVC-Aluminium de 14 gélule(s)
65021832;3400927481390;2748139;plaquette(s) polyamide aluminium PVC-Aluminium de 7 gélule(s)
65021818;3400937157223;3715722;plaquette(s) PVC-Aluminium de 7 comprimé(s)
65021031;3400936452985;3645298;plaquette(s) thermoformée(s) PVC-Aluminium de 10 comprimé(s)
65020253;3400931316947;3131694;1 flacon(s) en verre de 120 ml avec fermeture de sécurité enfant et avec cuillère-mesure
65019468;3400930230602;;1 tube(s) polyéthylène haute densité (PEHD) de 60 g
65018843;3400932736492;3273649;film(s) thermosoudé(s) aluminium polyéthylène de 16 comprimé(s)
65018658;3400938728583;3872858;plaquette(s) PVC PVDC aluminium de 30 gélule(s)
65018658;3400930022047;;flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 30 gélule(s)
65017887;3400930056202;;1 seringue(s) préremplie(s) en verre de 0,5 ml avec aiguille(s)
65017848;3400935805874;3580587;plaquette(s) PVC PVDC aluminium de 30 gélule(s)
65017150;3400921815146;2181514;plaquette(s) formée(s) à froid aluminium de 12 comprimé(s)
65017150;3400921815085;2181508;plaquette(s) formée(s) à froid aluminium de 6 comprimé(s)
65016842;3400921982657;2198265;plaquette(s) polyamide aluminium PVC-Aluminium de 12 comprimé(s)
65016842;3400921982596;2198259;plaquette(s) polyamide aluminium PVC-Aluminium de 6 comprimé(s)
65016707;3400934177002;3417700;1 flacon(s) en verre brun avec fermeture de sécurité enfant de 15 ml avec compte-gouttes polyéthylène
65015968;3400930012529;;15 applicateur vaginal polyéthylène de 1,45 g
65014745;3400930026250;;1 flacon(s) polyéthylène moyenne densité (PEMD) compte-gouttes (incorporé) polyéthylène basse densité (PEBD) de 5 ml
65014229;3400955082583;;10 flacon(s) en verre de 20 ml
65014058;3400930176023;;plaquettes PVC PVDC aluminium de 30 capsules molles
65013910;3400941537813;4153781;1 flacon(s) polyéthylène moyenne densité (PEMD) de 5 ml avec compte-gouttes polyéthylène basse densité (PEBD)
65013013;3400955069140;;1 flacon(s) en verre de 20 ml
65012445;3400937466745;3746674;6 ampoule(s) en verre brun de 2 ml
65012267;3400922481128;2248112;plaquette(s) PVC PVDC de 30 gélule(s)
65010266;3400930111000;;1 cartouche(s) en verre multidose(s) de 3 ml dans stylo pré-rempli et 15 aiguille(s) pour stylo
65010088;3400933976309;3397630;1 tube(s) polyéthylène basse densité (PEBD) de 50  ml
65009278;3400939106885;3910688;plaquette(s) PVC polyéthylène PVDC aluminium de 20 comprimé(s)
65008233;3400932606122;3260612;1 flacon(s) pressurisé(e)(s) aluminium de 20 g - avec applicateur - avec valve doseuse -
65008219;3400934190537;3419053;10 sachet(s)-dose(s) papier de 2  g
65007804;3400930010631;;2 seringue(s) préremplie(s) en verre de 1 ml dans stylo pré-rempli avec aiguille(s)
65007804;3400930010624;;1 seringue(s) préremplie(s) en verre de 1 ml dans stylo pré-rempli avec aiguille(s)
65007035;3400955008484;;flacon(s) multidose(s) en verre de 150 MBq/ml
65006905;3400930030721;;plaquette(s) polychlortrifluoroéthylène PVC aluminium de 30 gélule(s)
65006702;3400930169636;;1 flacon en verre de 400 mL
65006702;3400930169629;;1 flacon en verre de 200 mL
65006702;3400930169612;;1 flacon en verre de 100 mL
65006702;3400930169605;;1 flacon en verre de 50 mL
65005721;3400937809788;3780978;1 flacon(s) en verre brun contenant 26,3 g de poudre avec seringue(s) pour administration orale graduée avec adaptateur(s) pour flacon
65005479;3400957919054;5791905;5 flacon(s) en verre
65004968;3400935817990;3581799;1 flacon(s) en verre brun de 125 ml avec cuillère-mesure polystyrène
65004263;3400938987928;3898792;1 tube(s) aluminium de 50 g
65003528;3400930128695;;plaquette(s) PVC aluminium de 56 gélule(s)
65002725;3400939062389;3906238;1 flacon(s) en verre
65002515;3400957498726;5749872;10 poche(s) (VIAFLO) polyéthylène polyamide polypropylène suremballée(s)/surpochée(s) de 1000 ml
65002515;3400956390434;5639043;20 poche(s) (VIAFLO) polyéthylène polyamide polypropylène suremballée(s)/surpochée(s) de 500  ml
65001986;3400949184101;4918410;plaquette(s) PVDC aluminium de 90 comprimé(s)
65001986;3400949183739;4918373;plaquette(s) PVDC aluminium de 30 comprimé(s)
65001897;3400934610783;3461078;4 sachet(s) aluminium polyéthylène papier P-A-M-éthylène (SURLYN) de 1 dispositif(s)
65001388;3400930077344;;plaquette(s) PVC PVDC aluminium de 30 comprimé(s)
65001388;3400930077320;;plaquette(s) PVC PVDC aluminium de 15 comprimé(s)
65000980;3400930621608;3062160;1 ampoule(s) en verre de 10 ml
65000788;3400957469221;5746922;1 flacon(s) en verre - 1 flacon(s) en verre de 3 ml avec seringue(s) avec aiguille(s)
65000261;3400955042112;;10 flacon(s) en verre de 20 ml
64999959;3400938214246;3821424;10 flacon(s) en verre
64997342;3400949757381;4975738;flacon(s) polyéthylène haute densité (PEHD) de 28 gélule(s)
64997342;3400949757152;4975715;flacon(s) polyéthylène haute densité (PEHD) de 14 gélule(s)
64994620;3400935536914;3553691;plaquette(s) PVC polyéthylène PVDC aluminium de 56 comprimé(s)
64993924;3400939399768;3939976;plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 comprimé(s)
64991282;3400927938320;2793832;plaquette(s) PVC-Aluminium de 84 comprimé(s)
64991179;3400936398085;3639808;plaquette(s) aluminium polyamide PVC-Aluminium de 30 comprimé(s)
64991179;3400936397774;3639777;plaquette(s) aluminium polyamide PVC-Aluminium de 15 comprimé(s)
64990230;3400926996130;2699613;sachet(s)-dose(s) de 5 gélule(s)
64989281;3400936034723;3603472;plaquette(s) thermoformée(s) PVDC PVC aluminium de 15  comprimé(s)
64988770;3400938095418;3809541;plaquette(s) PVC PVDC aluminium de 12 comprimé(s)
64988507;3400930075081;;4 (4x1) stylos préremplis de 1 ml avec 4 (4x1) seringues en verre avec 4 (4x1) aiguilles avec 4 (4x1) pistons caoutchouc avec 4 (4x1) tampons alcoolisés (conditionnement multiple)
64987864;3400949001385;;plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s)
64987864;3400949001361;;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s)
64987202;3400935709042;3570904;tube(s) polypropylène de 30 comprimé(s)
64987202;3400927935947;2793594;4 tube(s) polypropylène de 15 comprimé(s)
64986919;3400938503548;3850354;1 flacon(s) en verre brun avec fermeture de sécurité de 8 comprimé(s)
64986762;3400955049241;;5 plaquette(s) polyamide aluminium PVC-Aluminium de 1 gélule(s)
64986431;3400931379812;3137981;1 flacon(s) PVC brun de 150  ml
64984843;3400930012284;;flacon(s) en verre brun de 50 gélule(s)
64983773;3400930239889;;plaquette(s) PVC PVDC aluminium de 24 comprimé(s)
64983773;3400930239865;;plaquette(s) PVC PVDC aluminium de 12 comprimé(s)
64983773;3400930099759;;plaquette(s) PVC PVDC aluminium de 8 comprimé(s)
64983773;3400930099742;;plaquette(s) PVC PVDC aluminium de 4 comprimé(s)
64983766;3400934793684;3479368;plaquette(s) aluminium de 12 comprimé(s)
64983766;3400934793516;3479351;plaquette(s) aluminium de 6 comprimé(s)
64983314;3400930244708;;6 seringue(s) préremplie(s) en verre de 0,2 mL
64983314;3400930244692;;2 seringue(s) préremplie(s) en verre de 0,2 mL
64983143;3400933547158;3354715;1 flacon(s) polyéthylène haute densité (PEHD) contenant  24,4 g de poudre avec seringue(s) pour administration orale graduée avec adaptateur(s) pour flacon
64982194;3400930169650;;plaquette(s) polyamide aluminium PVC de 1 gélule de 125 mg et de 2 gélule(s) blanches
64980720;3400926907471;2690747;plaquette(s) PVDC PVC aluminium de 28 comprimé(s)
64979305;3400927452826;2745282;plaquette(s) aluminium de 90 comprimé(s)
64979305;3400927452246;2745224;plaquette(s) aluminium de 30 comprimé(s)
64979294;3400930225943;;30 sachet(s) papier polytéréphtalate (PET) polyéthylène aluminium polyamide avec fermeture de sécurité enfant de 1 dispositif(s)
64979294;3400927695261;2769526;30 sachet(s) papier polytéréphtalate (PET) aluminium polyacrylonitrile avec fermeture de sécurité enfant de 1 dispositif(s)
64977368;3400930010518;;plaquette(s) PVC TE (thermo-élastique) PVDC aluminium de 84 comprimés roses et 7 comprimés blancs
64976412;3400930206232;;3 inhalateur(s) multidose(s) acrylonitrile butadiène styrène de 120 dose(s). Chaque inhalateur est conditionné dans un sachet
64976412;3400926636210;2663621;1 inhalateur(s) multidose(s) acrylonitrile butadiène styrène de 120 dose(s). Chaque inhalateur est conditionné dans un sachet
64976070;3400936109285;3610928;plaquette(s) PVC polychlortrifluoroéthylène PVC-Aluminium papier avec fermeture de sécurité enfant de 60 comprimé(s)
64975157;3400937141192;3714119;plaquette(s) aluminium de 90 comprimé(s)
64975157;3400937140942;3714094;plaquette(s) aluminium de 30 comprimé(s)
64975132;3400927511301;2751130;plaquette(s) aluminium de 90 comprimé(s)
64975132;3400927510939;2751093;plaquette(s) aluminium de 30 comprimé(s)
64974532;3400957496135;5749613;1 flacon(s) en verre multidose(s) de 250 MBq/ml
64973850;3400930296363;3029636;1 tube(s) aluminium verni de 28 g
64971365;3400939463506;3946350;1 sachet(s) P-A-M-éthylène (SURLYN) aluminium polyéthylène papier de 8 g
64970434;3400936905771;3690577;10 ampoule(s) en verre de 10 ml
64970338;3400941686245;4168624;plaquette(s) thermoformée(s) PVC TE (thermo-élastique) PVDC aluminium de 5 lyophilisat(s)
64969873;3400941918476;4191847;3 plaquette(s) PVC-Aluminium de 28 comprimé(s)
64969873;3400941918308;4191830;1 plaquette(s) PVC-Aluminium de 28 comprimé(s)
64968807;3400957987930;5798793;1 seringue(s) préremplie(s) en verre de 2000 UI - 1 seringue(s) préremplie(s) en verre de 4 ml avec matériel(s) de perfusion avec tampon(s) alcoolisé(s) avec pansement(s)
64967484;3400937807319;3780731;1 flacon(s) en verre contenant 26,3 g de poudre avec seringue(s) pour administration orale graduée  avec adaptateur(s) pour flacon
64967356;3400938830989;3883098;1 flacon(s) en verre de 20 ml
64966902;3400955027225;;1 flacon + 1 seringue préremplie (5 mL) + 1 adaptateur pour flacon + 1 nécessaire de ponction veineuse
64966902;3400955016632;;1 flacon(s) en verre + 1 seringue(s) préremplie(s) en verre de 2,5 ml + 1 adaptateur pour flacon + 1 nécessaire de ponction veineuse
64964591;3400927890031;2789003;plaquette(s) PVC PVDC aluminium de 28 comprimé(s)
64962170;3400956322947;5632294;1 flacon(s) en verre de 10 ml
64961474;3400938870091;3887009;1 flacon(s) de 125 ml
64961474;3400938869903;3886990;1 flacon(s) de 60 ml
64961378;3400937815291;3781529;plaquette(s) polyamide aluminium PVC-Aluminium PETP : copolymère de polytéréphta.d'éthlè.glycol et de diéthylè.glycol de 4 comprimé(s)
