CodeUCD;CodeCIP;LibelleUCD;LibelleCIP;Laboratoire;Qte;CodeUCD13;CodeCIP13;Type autorisation 1;Type autorisation 2;Date de commercialisation;Date de suppression;Quantité conditionnement Primaire;Unité conditionnement primaire
9317483;3776149;SUBOXONE 2MG/0,5MG CPR;SUBOXONE 2MG/0,5MG CPR BT28;INDIVIOR FRANCE;28;3400893174838;3400937761499;AMM européenne;;30/03/2015;;;
9317508;3776155;SUBOXONE 8MG/2MG CPR;SUBOXONE 8MG/2MG CPR BT7;INDIVIOR FRANCE;7;3400893175088;3400937761550;AMM européenne;;23/01/2012;;;
9317508;3776161;SUBOXONE 8MG/2MG CPR;SUBOXONE 8MG/2MG CPR BT28;INDIVIOR FRANCE;28;3400893175088;3400937761611;AMM européenne;;30/03/2015;;;
9317514;3738031;ACEBUTOLOL RBX 200MG CPR;ACEBUTOLOL RBX 200MG CPR BT90;SUN PHARMA FRAN;90;3400893175149;3400937380317;AMM;AMM de générique;15/12/2008;08/01/2020;;
9317520;3737818;ACEBUTOLOL RBX 400MG CPR;ACEBUTOLOL RBX 400MG CPR BT90;SUN PHARMA FRAN;90;3400893175200;3400937378185;AMM;AMM de générique;20/01/2009;17/08/2018;;
9317520;3852353;ACEBUTOLOL RBX 400MG CPR;ACEBUTOLOL RBX 400MG CPR BT30;SUN PHARMA FRAN;30;3400893175200;3400938523539;AMM;AMM de générique;29/01/2009;17/08/2018;;
9317537;3791628;FENOFIBRATE CRP 300MG GELU;FENOFIBRATE CRP 300MG GELU 30;CRISTERS;30;3400893175378;3400937916288;AMM;AMM de générique;01/03/2010;;;
9317537;3791634;FENOFIBRATE CRP 300MG GELU;FENOFIBRATE CRP 300MG GELU 90;CRISTERS;90;3400893175378;3400937916349;AMM;AMM de générique;12/11/2012;;;
9317543;3602449;FLUVOXAMINE ARW 100MG CPR;FLUVOXAMINE ARW 100MG CPR BT15;ARROW GENERIQUE;15;3400893175439;3400936024496;AMM;AMM de générique;03/11/2009;;;
9317566;3602426;FLUVOXAMINE ARW 50MG CPR;FLUVOXAMINE ARW 50MG CPR BT30;ARROW GENERIQUE;30;3400893175668;3400936024267;AMM;AMM de générique;03/11/2009;20/07/2022;;
9317572;3857764;GLIBENCLAMIDE EG 5MG CPR;GLIBENCLAMIDE EG 5MG CPR BT20;EG LABO;20;3400893175729;3400938577648;AMM;AMM de générique;10/10/2008;;;
9317572;3857770;GLIBENCLAMIDE EG 5MG CPR;GLIBENCLAMIDE EG 5MG CPR BT100;EG LABO;100;3400893175729;3400938577709;AMM;AMM de générique;10/10/2008;;;
9317595;3851106;HUMALOG MIX25 100KWIKPEN 3ML;HUMALOG MIX25 100KWIKPEN 3ML 5;LILLY FRANCE;5;3400893175958;3400938511062;AMM européenne;;07/05/2009;;3;mL
9317603;3851112;HUMALOG MIX50 100KWIKPEN 3ML;HUMALOG MIX50 100KWIKPEN 3ML 5;LILLY FRANCE;5;3400893176030;3400938511123;AMM européenne;;07/05/2009;;3;mL
9317626;3851098;HUMALOG 100UI/ML KWIKPEN 3ML;HUMALOG 100UI/ML KWIKPEN 3ML 5;LILLY FRANCE;5;3400893176269;3400938510980;AMM européenne;;07/05/2009;;3;mL
9317632;3842691;INDAPAMIDE VIA LP 1,5MG CPR;INDAPAMIDE VIA LP 1,5MG CPR 30;VIATRIS SANTE;30;3400893176320;3400938426915;AMM;AMM de générique;01/09/2008;;;
9317632;3842716;INDAPAMIDE VIA LP 1,5MG CPR;INDAPAMIDE VIA LP 1,5MG CPR 90;VIATRIS SANTE;90;3400893176320;3400938427165;AMM;AMM de générique;01/09/2008;;;
9317649;3784829;KETOPROFENE CRT 100MG CPR;KETOPROFENE CRT 100MG CPR 30;CRISTERS;30;3400893176498;3400937848299;AMM;AMM de générique;17/11/2009;;;
9317655;3736291;METOPROLOL VIA 100MG CPR;METOPROLOL VIA 100MG CPR BT90;VIATRIS SANTE;90;3400893176559;3400937362917;AMM;AMM de générique;15/12/2008;;;
9317655;3852494;METOPROLOL VIA 100MG CPR;METOPROLOL VIA 100MG CPR BT30;VIATRIS SANTE;30;3400893176559;3400938524949;AMM;AMM de générique;28/09/2011;;;
9317678;3854843;TERBINAFINE BLL 250MG CPR;TERBINAFINE BLL 250MG CPR BT28;BAILLEUL;28;3400893176788;3400938548433;AMM;AMM de générique;25/10/2013;;;
9317684;3839861;TRAMADOL SDZ LP 100MG CPR;TRAMADOL SDZ LP 100MG CPR BT30;SANDOZ;30;3400893176849;3400938398618;AMM;AMM de générique;29/09/2008;;;
9317690;3855245;TRAMADOL SDZ LP 150MG CPR;TRAMADOL SDZ LP 150MG CPR BT30;SANDOZ;30;3400893176900;3400938552454;AMM;AMM de générique;29/09/2008;;;
9317709;3839909;TRAMADOL SDZ LP 200MG CPR;TRAMADOL SDZ LP 200MG CPR BT30;SANDOZ;30;3400893177099;3400938399097;AMM;AMM de générique;29/09/2008;;;
9317715;3790942;ALLOPURINOL SUN 100MG CPR;ALLOPURINOL SUN 100MG CPR BT28;SUN PHARMA FRAN;28;3400893177150;3400937909426;AMM;AMM de générique;01/02/2010;;;
9317721;3790959;ALLOPURINOL SUN 200MG CPR;ALLOPURINOL SUN 200MG CPR BT28;SUN PHARMA FRAN;28;3400893177211;3400937909594;AMM;AMM de générique;04/03/2010;;;
9317738;3790965;ALLOPURINOL SUN 300MG CPR;ALLOPURINOL SUN 300MG CPR BT28;SUN PHARMA FRAN;28;3400893177389;3400937909655;AMM;AMM de générique;18/09/2009;;;
9317744;3794383;AMIODARONE SUN 200MG CPR;AMIODARONE SUN 200MG CPR BT30;SUN PHARMA FRAN;30;3400893177440;3400937943833;AMM;AMM de générique;31/08/2010;;;
9317773;2756133;FENTANYL TVS 100µG/H DISP SAC;FENTANYL TVS 100µG/H DISP SAC5;TEVA SANTE;5;3400893177730;3400927561337;AMM;AMM de générique;17/10/2014;;;
9317796;2756044;FENTANYL TVS 12µG/H DISP SACH;FENTANYL TVS 12µG/H DISP SACH5;TEVA SANTE;5;3400893177969;3400927560446;AMM;AMM de générique;25/09/2014;;;
9317804;2756067;FENTANYL TVS 25µG/H DISP SACH;FENTANYL TVS 25µG/H DISP SACH5;TEVA SANTE;5;3400893178041;3400927560675;AMM;AMM de générique;12/02/2015;;;
9317810;2756096;FENTANYL TVS 50µG/H DISP SACH;FENTANYL TVS 50µG/H DISP SACH5;TEVA SANTE;5;3400893178102;3400927560965;AMM;AMM de générique;17/12/2014;;;
9317827;2756110;FENTANYL TVS 75µG/H DISP SACH;FENTANYL TVS 75µG/H DISP SACH5;TEVA SANTE;5;3400893178270;3400927561108;AMM;AMM de générique;28/08/2014;;;
9317833;4950046;FOSAVANCE 70/2800 CP ADP DFD;FOSAVANCE 70/2800 CP4 ADP DFD;DIFARMED;4;3400893178331;3400949500468;AMM européenne;Distribution parallèle;30/07/2008;;;
9317833;4950141;FOSAVANCE 70/2800 CP ADP DFD;FOSAVANCE 70/2800 CP12 ADP DFD;DIFARMED;12;3400893178331;3400949501410;AMM européenne;Distribution parallèle;14/09/2009;;;
9317916;3783451;KETOPROFENE CRT LP 200MG CPR;KETOPROFENE CRT LP 200MG CPR14;CRISTERS;14;3400893179161;3400937834513;AMM;AMM de générique;23/07/2010;;;
9317922;3852465;KETOPROFENE CRT 50MG GELU;KETOPROFENE CRT 50MG GELU BT24;CRISTERS;24;3400893179222;3400938524659;AMM;AMM de générique;26/04/2011;;;
9317939;4900172;MONO-TILDIEM LP200 AIPDFD UK;MONO-TILDIEM LP200 AIPDFD UK28;DIFARMED;28;3400893179390;3400949001729;Autorisation d’importation parallèle;;11/05/2009;11/06/2018;;
9317939;4901088;MONO-TILDIEM LP200 AIPDFD UK;MONO-TILDIEM LP200 AIPDFD UK84;DIFARMED;84;3400893179390;3400949010882;Autorisation d’importation parallèle;;06/07/2012;11/06/2018;;
9317968;3852531;PARACETAMOL CRP 500MG GELU;PARACETAMOL CRP 500MG GELU 16;CRISTERS;16;3400893179680;3400938525311;AMM;AMM de générique;05/01/2010;;;
9317974;3802094;ZOPICLONE CRB 7,5MG CPR;ZOPICLONE CRB 7,5MG CPR BT14;CRISTERS;14;3400893179741;3400938020946;AMM;AMM de générique;08/10/2009;;;
9317997;3844046;ALOPEXY 5% SOL LOC FP60ML +NEC;ALOPEXY 5% SOL LOC FP60ML3+NEC;PF MEDICAMENT;3;3400893179970;3400938440461;AMM;AMM de générique;30/07/2008;;60;mL
9318028;5732251;GLIOLAN 30MG/ML BUV PDR FL;GLIOLAN 30MG/ML BUV PDR FL 1;MEDAC;1;3400893180280;3400957322519;AMM européenne;;22/02/2013;;1.5;g
9318040;3832706;IBUPROFENE SDC 400MG CPR;IBUPROFENE SDC 400MG CPR BT15;SANDOZ;15;3400893180402;3400938327069;AMM;AMM de générique;01/08/2008;;;
9318057;3866059;OLIMEL N7E PERF P.T1L;OLIMEL N7E PERF P.T1L 6;BAXTER;6;3400893180570;3400938660593;AMM;;16/02/2010;;1000;mL
9318063;3866065;OLIMEL N7E PERF P.T1,5L;OLIMEL N7E PERF P.T1,5L 4;BAXTER;4;3400893180631;3400938660654;AMM;;21/08/2009;;1500;mL
9318086;3866071;OLIMEL N7E PERF P.T2L;OLIMEL N7E PERF P.T2L 4;BAXTER;4;3400893180860;3400938660715;AMM;;16/02/2010;;2000;mL
9318092;3866094;OLIMEL N9 PERF P.T1L;OLIMEL N9 PERF P.T1L 6;BAXTER;6;3400893180921;3400938660944;AMM;;02/04/2009;;1000;mL
9318100;3866102;OLIMEL N9 PERF P.T1,5L;OLIMEL N9 PERF P.T1,5L 4;BAXTER;4;3400893181003;3400938661026;AMM;;15/10/2009;;1500;mL
9318117;3866119;OLIMEL N9 PERF P.T2L;OLIMEL N9 PERF P.T2L 4;BAXTER;4;3400893181171;3400938661194;AMM;;16/10/2009;;2000;mL
9318123;3866131;OLIMEL N9E PERF P.T1L;OLIMEL N9E PERF P.T1L 6;BAXTER;6;3400893181232;3400938661316;AMM;;16/02/2010;;1000;mL
9318146;3866148;OLIMEL N9E PERF P.T1,5L;OLIMEL N9E PERF P.T1,5L 4;BAXTER;4;3400893181461;3400938661484;AMM;;02/04/2009;;1500;mL
9318152;3866154;OLIMEL N9E PERF P.T2L;OLIMEL N9E PERF P.T2L 4;BAXTER;4;3400893181522;3400938661545;AMM;;21/08/2009;;2000;mL
9318169;3865901;PERIOLIMEL N4E PERF P.T1L;PERIOLIMEL N4E PERF P.T1L 6;BAXTER;6;3400893181690;3400938659016;AMM;;16/02/2010;;1000;mL
9318175;3865918;PERIOLIMEL N4E PERF P.T1,5L;PERIOLIMEL N4E PERF P.T1,5L 4;BAXTER;4;3400893181751;3400938659184;AMM;;21/08/2009;;1500;mL
9318181;3865924;PERIOLIMEL N4E PERF P.T2L;PERIOLIMEL N4E PERF P.T2L 4;BAXTER;4;3400893181812;3400938659245;AMM;;26/10/2009;;2000;mL
9318198;3802697;EUPRESSYL 100MG/20ML IV AMP;EUPRESSYL 100MG/20ML IV AMP 5;CHEPLAPHARM FRA;5;3400893181980;3400938026979;AMM;;23/01/2009;28/07/2021;20;mL
9318206;3857190;IMODIUMCAPS 2MG GELU;IMODIUMCAPS 2MG GELU BT12;J&J SANTE BEAUT;12;3400893182062;3400938571905;AMM;AMM de générique;06/08/2008;;;
9318258;4950052;FOSAVANCE 70/2800 CP ADP PLA;FOSAVANCE 70/2800 CP4 ADP PLA;PHARMA LAB;4;3400893182581;3400949500529;AMM européenne;Distribution parallèle;22/07/2009;25/08/2021;;
9318258;4950187;FOSAVANCE 70/2800 CP ADP PLA;FOSAVANCE 70/2800 CP12 ADP PLA;PHARMA LAB;12;3400893182581;3400949501878;AMM européenne;Distribution parallèle;04/10/2010;25/08/2021;;
9318264;3859697;LORATADINE AWC 10MG CPR;LORATADINE AWC 10MG CPR BT7;ARROW GENERIQUE;7;3400893182642;3400938596977;AMM;AMM de générique;06/08/2008;;;
9318270;3865284;MATRIFEN 100µG/H DISP TRANS;MATRIFEN 100µG/H DISP TRANS 5;TAKEDA FRANCE;5;3400893182703;3400938652840;AMM;AMM de générique;20/03/2009;;;
9318287;3865108;MATRIFEN 25µG/H DISP TRANS;MATRIFEN 25µG/H DISP TRANS 5;TAKEDA FRANCE;5;3400893182871;3400938651089;AMM;AMM de générique;20/03/2009;;;
9318293;3865172;MATRIFEN 50µG/H DISP TRANS;MATRIFEN 50µG/H DISP TRANS 5;TAKEDA FRANCE;5;3400893182932;3400938651720;AMM;AMM de générique;20/03/2009;;;
9318301;3865232;MATRIFEN 75µG/H DISP TRANS;MATRIFEN 75µG/H DISP TRANS 5;TAKEDA FRANCE;5;3400893183014;3400938652321;AMM;AMM de générique;20/03/2009;;;
9318318;3826723;PARACETAMOL SUN 1G CPR;PARACETAMOL SUN 1G CPR BT8;SUN PHARMA FRAN;8;3400893183182;3400938267235;AMM;;13/09/2012;;;
9318353;3854990;AZATHIOPRINE EG 50MG CPR;AZATHIOPRINE EG 50MG CPR BT100;EG LABO;100;3400893183533;3400938549904;AMM;AMM de générique;19/01/2009;;;
9318465;5725676;GEMCITABINE ACC 1000MG INJ FL;GEMCITABINE ACC 1000MG INJ FL1;ACCORD HEAL.FRA;1;3400893184653;3400957256760;AMM;AMM de générique;29/06/2009;;50;mL
9318471;5725653;GEMCITABINE ACC 200MG INJ FL;GEMCITABINE ACC 200MG INJ FL 1;ACCORD HEAL.FRA;1;3400893184714;3400957256531;AMM;AMM de générique;29/06/2009;;10;mL
9318488;3022087;LOSARTAN VIA 50MG CPR;LOSARTAN VIA 50MG CPR FL28;VIATRIS SANTE;28;3400893184882;3400930220870;AMM;AMM de générique;25/03/2022;;;
9318488;3835550;LOSARTAN VIA 50MG CPR;LOSARTAN VIA 50MG CPR BT28;VIATRIS SANTE;28;3400893184882;3400938355505;AMM;AMM de générique;04/03/2010;;;
9318488;3835604;LOSARTAN VIA 50MG CPR;LOSARTAN VIA 50MG CPR BT90;VIATRIS SANTE;90;3400893184882;3400938356045;AMM;AMM de générique;04/03/2010;;;
9318525;3852927;LOSARTAN ZYD 100MG CPR;LOSARTAN ZYD 100MG CPR BT30;ZYDUS FRANCE;30;3400893185254;3400938529272;AMM;AMM de générique;04/03/2010;;;
9318525;3852956;LOSARTAN ZYD 100MG CPR;LOSARTAN ZYD 100MG CPR BT90;ZYDUS FRANCE;90;3400893185254;3400938529562;AMM;AMM de générique;04/03/2010;;;
9318548;3852784;LOSARTAN ZYD 50MG CPR;LOSARTAN ZYD 50MG CPR BT30;ZYDUS FRANCE;30;3400893185483;3400938527841;AMM;AMM de générique;04/03/2010;;;
9318548;3852815;LOSARTAN ZYD 50MG CPR;LOSARTAN ZYD 50MG CPR BT90;ZYDUS FRANCE;90;3400893185483;3400938528152;AMM;AMM de générique;04/03/2010;;;
9318577;3872367;ROPINIROLE VIA 0,25MG CPR;ROPINIROLE VIA 0,25MG CPR FL21;VIATRIS SANTE;21;3400893185773;3400938723670;AMM;AMM de générique;01/12/2008;;;
9318583;3872373;ROPINIROLE VIA 0,50MG CPR;ROPINIROLE VIA 0,50MG CPR FL21;VIATRIS SANTE;21;3400893185834;3400938723731;AMM;AMM de générique;01/12/2008;;;
9318608;3872396;ROPINIROLE VIA 1MG CPR;ROPINIROLE VIA 1MG CPR FL21;VIATRIS SANTE;21;3400893186084;3400938723960;AMM;AMM de générique;01/12/2008;;;
9318614;3872404;ROPINIROLE VIA 2MG CPR;ROPINIROLE VIA 2MG CPR FL21;VIATRIS SANTE;21;3400893186145;3400938724042;AMM;AMM de générique;01/12/2008;;;
9318620;3872410;ROPINIROLE VIA 5MG CPR;ROPINIROLE VIA 5MG CPR FL21;VIATRIS SANTE;21;3400893186206;3400938724103;AMM;AMM de générique;01/12/2008;22/02/2022;;
9318755;3853536;VENLAFAXINE VIA 50MG CPR;VENLAFAXINE VIA 50MG CPR BT30;VIATRIS SANTE;30;3400893187555;3400938535365;AMM;AMM de générique;09/12/2008;;;
9318809;3817115;ADVIL 400MG CPR;ADVIL 400MG CPR BT14;GSK.SGP;14;3400893188095;3400938171150;AMM;;19/08/2008;;;
9318844;5727712;STAMICIS 1MG TROUS FL;STAMICIS 1MG TROUS FL 5;CIS BIO INTERN.;5;3400893188446;3400957277123;AMM;;26/09/2008;;;
9318910;3866579;VELCADE 1MG INJ FL;VELCADE 1MG INJ FL 1;JANSSEN CILAG;1;3400893189108;3400938665796;AMM européenne;;30/01/2009;;;
9318927;3819746;BUPRENORPHINE ARW 1MG CPR;BUPRENORPHINE ARW 1MG CPR BT7;ARROW GENERIQUE;7;3400893189276;3400938197464;AMM;AMM de générique;04/11/2008;;;
9318933;3819769;BUPRENORPHINE ARW 4MG CPR;BUPRENORPHINE ARW 4MG CPR BT7;ARROW GENERIQUE;7;3400893189337;3400938197693;AMM;AMM de générique;04/11/2008;;;
9318956;3819781;BUPRENORPHINE ARW 6MG CPR;BUPRENORPHINE ARW 6MG CPR BT7;ARROW GENERIQUE;7;3400893189566;3400938197815;AMM;AMM de générique;04/11/2008;;;
9318991;3880622;CLOPIDOGREL ZEN 75MG CPR;CLOPIDOGREL ZEN 75MG CPR BT30;ZENTIVA FRANCE;30;3400893189917;3400938806229;AMM européenne;AMM de générique;02/10/2009;;;
9318991;3880639;CLOPIDOGREL ZEN 75MG CPR;CLOPIDOGREL ZEN 75MG CPR BT30;ZENTIVA FRANCE;30;3400893189917;3400938806397;AMM européenne;AMM de générique;21/10/2009;;;
9319016;3876253;OXYNORM 50MG/ML INJ AMP1ML;OXYNORM 50MG/ML INJ AMP1ML 5;MUNDIPHARMA SAS;5;3400893190166;3400938762532;AMM;;25/02/2009;;1;mL
9319039;3864913;ACEBUTOLOL ALM 200MG CPR;ACEBUTOLOL ALM 200MG CPR BT30;ALMUS FRANCE;30;3400893190395;3400938649130;AMM;AMM de générique;23/01/2009;;;
9319039;3864936;ACEBUTOLOL ALM 200MG CPR;ACEBUTOLOL ALM 200MG CPR BT90;ALMUS FRANCE;90;3400893190395;3400938649369;AMM;AMM de générique;12/02/2019;;;
9319051;3850354;CABERGOLINE TVC 0,5MG CPR;CABERGOLINE TVC 0,5MG CPR 8X1;TEVA SANTE;8;3400893190517;3400938503548;AMM;AMM de générique;09/03/2009;;;
9319068;3860967;CEFIXIME TVC 200MG CPR;CEFIXIME TVC 200MG CPR BT8;TEVA SANTE;8;3400893190685;3400938609677;AMM;AMM de générique;23/01/2009;;;
9319074;3861493;CEFTRIAXONE ALM 1G/3,5ML F+A.;CEFTRIAXONE ALM 1G/3,5ML F+A.1;ALMUS FRANCE;1;3400893190746;3400938614930;AMM;AMM de générique;23/01/2009;;3.5;mL
9319134;3856799;GLICLAZIDE VIA 30MG CPR LM;GLICLAZIDE VIA 30MG CPR LM 30;VIATRIS SANTE;30;3400893191347;3400938567991;AMM;AMM de générique;01/09/2008;;;
9319134;3856813;GLICLAZIDE VIA 30MG CPR LM;GLICLAZIDE VIA 30MG CPR LM 60;VIATRIS SANTE;60;3400893191347;3400938568134;AMM;AMM de générique;01/09/2008;;;
9319134;3856871;GLICLAZIDE VIA 30MG CPR LM;GLICLAZIDE VIA 30MG CPR LM 180;VIATRIS SANTE;180;3400893191347;3400938568714;AMM;AMM de générique;01/09/2008;;;
9319157;3856463;GLICLAZIDE TVC 30MG CPR LM;GLICLAZIDE TVC 30MG CPR LM 30;TEVA SANTE;30;3400893191576;3400938564631;AMM;AMM de générique;16/09/2008;;;
9319157;3856492;GLICLAZIDE TVC 30MG CPR LM;GLICLAZIDE TVC 30MG CPR LM 60;TEVA SANTE;60;3400893191576;3400938564921;AMM;AMM de générique;16/09/2008;;;
9319157;3856552;GLICLAZIDE TVC 30MG CPR LM;GLICLAZIDE TVC 30MG CPR LM 180;TEVA SANTE;180;3400893191576;3400938565522;AMM;AMM de générique;25/09/2008;;;
9319163;3859817;INDAPAMIDE RBX LP 1,5MG CPR;INDAPAMIDE RBX LP 1,5MG CPR 30;SUN PHARMA FRAN;30;3400893191637;3400938598179;AMM;AMM de générique;15/12/2008;21/01/2020;;
9319163;3859852;INDAPAMIDE RBX LP 1,5MG CPR;INDAPAMIDE RBX LP 1,5MG CPR 90;SUN PHARMA FRAN;90;3400893191637;3400938598520;AMM;AMM de générique;15/12/2008;16/01/2020;;
9319200;3833491;RISPERIDONE SDZ 0,5MG C.DISP;RISPERIDONE SDZ 0,5MG C.DISP28;SANDOZ;28;3400893192009;3400938334913;AMM;AMM de générique;24/02/2011;;;
9319217;3833522;RISPERIDONE SDZ 1MG C.DISP;RISPERIDONE SDZ 1MG C.DISP 28;SANDOZ;28;3400893192177;3400938335224;AMM;AMM de générique;24/02/2011;;;
9319223;3833545;RISPERIDONE SDZ 2MG C.DISP;RISPERIDONE SDZ 2MG C.DISP 28;SANDOZ;28;3400893192238;3400938335453;AMM;AMM de générique;24/02/2011;;;
9319252;3816297;ADVILCAPS 200MG CAPS MOL;ADVILCAPS 200MG CAPS MOL BT16;GSK.SGP;16;3400893192528;3400938162974;AMM;;04/09/2008;;;
9319281;3659892;PHYSION.35 1,36% CFX PS5L +R;PHYSION.35 1,36% CFX PS5L 2 +R;BAXTER;2;3400893192818;3400936598928;AMM;;16/12/2009;21/01/2021;5;L
9319298;3660174;PHYSION.35 2,27% CFX PS5L +R;PHYSION.35 2,27% CFX PS5L 2 +R;BAXTER;2;3400893192986;3400936601741;AMM;;18/01/2011;21/10/2020;5;L
9319306;3660441;PHYSION.35 3,86% CFX PS5L +R;PHYSION.35 3,86% CFX PS5L 2 +R;BAXTER;2;3400893193068;3400936604414;AMM;;16/02/2010;21/10/2020;5;L
9319312;3661274;PHYSION.40 1,36% CFX PS5L +R;PHYSION.40 1,36% CFX PS5L 2 +R;BAXTER;2;3400893193129;3400936612747;AMM;;16/10/2009;;5;L
9319329;3660719;PHYSION.40 2,27% CFX PS5L +R;PHYSION.40 2,27% CFX PS5L 2 +R;BAXTER;2;3400893193297;3400936607194;AMM;;25/05/2010;;5;L
9319335;3660990;PHYSION.40 3,86% CFX PS5L +R;PHYSION.40 3,86% CFX PS5L 2 +R;BAXTER;2;3400893193358;3400936609907;AMM;;16/10/2009;;5;L
9319341;3526122;REANUTRIFLEX L.G144N8 1250ML;REANUTRIFLEX L.G144N8 1250ML 5;B.BRAUN MEDICAL;5;3400893193419;3400935261229;AMM;;21/05/2010;17/09/2021;1250;mL
9319358;5721537;BUSILVEX 6MG/ML INJ FL10ML;BUSILVEX 6MG/ML INJ FL10ML 8;PF MEDICAMENT;8;3400893193587;3400957215378;AMM européenne;;14/10/2008;;10;mL
9319364;2247348;VIMPAT 100MG CPR PELLIC;VIMPAT 100MG CPR PELLIC BT56DU;UCB PHARMA;56;3400893193648;3400922473482;AMM européenne;;21/03/2013;;;
9319364;3882992;VIMPAT 100MG CPR PELLIC;VIMPAT 100MG CPR PELLIC BT56;UCB PHARMA;56;3400893193648;3400938829921;AMM européenne;;18/11/2008;;;
9319370;2247360;VIMPAT 200MG CPR PELLIC;VIMPAT 200MG CPR PELLIC BT56DU;UCB PHARMA;56;3400893193709;3400922473604;AMM européenne;;21/03/2013;;;
9319370;3883046;VIMPAT 200MG CPR PELLIC;VIMPAT 200MG CPR PELLIC BT56;UCB PHARMA;56;3400893193709;3400938830460;AMM européenne;;18/11/2008;;;
9319387;2247331;VIMPAT 50MG CPR PELLIC;VIMPAT 50MG CPR PELLIC BT56DU;UCB PHARMA;56;3400893193877;3400922473314;AMM européenne;;21/03/2013;;;
9319387;3882957;VIMPAT 50MG CPR PELLIC;VIMPAT 50MG CPR PELLIC BT14;UCB PHARMA;14;3400893193877;3400938829570;AMM européenne;;29/11/2010;;;
9319387;3882963;VIMPAT 50MG CPR PELLIC;VIMPAT 50MG CPR PELLIC BT56;UCB PHARMA;56;3400893193877;3400938829631;AMM européenne;;18/11/2008;;;
9319393;3855185;AMOXICILLINE SUN 500MG GELU;AMOXICILLINE SUN 500MG GELU 12;SUN PHARMA FRAN;12;3400893193938;3400938551853;AMM;AMM de générique;12/12/2008;;;
9319424;3826700;PENTOXYVER.CLARIX ENF SIR150ML;PENTOXYVER.CLARIX ENF SIR150ML;COOPER;1;3400893194249;3400938267006;AMM;;12/09/2008;;150;mL
9319499;3383237;INDAPAMIDE BGA LP 1,5MG CPR;INDAPAMIDE BGA LP 1,5MG CPR 30;BIOGARAN;30;3400893194997;3400933832377;AMM;AMM de générique;19/09/2008;;;
9319499;3578188;INDAPAMIDE BGA LP 1,5MG CPR;INDAPAMIDE BGA LP 1,5MG CPR 90;BIOGARAN;90;3400893194997;3400935781888;AMM;AMM de générique;19/09/2008;;;
9319571;3857310;FOSINOPRIL/HYD.BGA 20/12,5 C;FOSINOPRIL/HYD.BGA 20/12,5 C30;BIOGARAN;30;3400893195710;3400938573107;AMM;AMM de générique;28/11/2008;;;
9319571;3860909;FOSINOPRIL/HYD.BGA 20/12,5 C;FOSINOPRIL/HYD.BGA 20/12,5 C90;BIOGARAN;90;3400893195710;3400938609097;AMM;AMM de générique;28/11/2008;;;
9319588;3852703;MICARDISPLUS 80/25MG CPR;MICARDISPLUS 80/25MG CPR BT30;BOEHRINGER INGE;30;3400893195888;3400938527032;AMM européenne;;12/12/2008;;;
9319588;3852732;MICARDISPLUS 80/25MG CPR;MICARDISPLUS 80/25MG CPR BT90;BOEHRINGER INGE;90;3400893195888;3400938527322;AMM européenne;;12/12/2008;;;
9319602;3608191;SPIFEN 200MG CPR;SPIFEN 200MG CPR BT30;ZAMBON FRANCE;30;3400893196021;3400936081918;AMM;;03/03/2010;;;
9319654;3798754;HOMEODIGEO GLE TB;HOMEODIGEO GLE TB 3;GILBERT;3;3400893196540;3400937987547;AMM;;22/09/2008;;;
9319660;3385176;GAVISCONELL MENT S/S BUV SAC;GAVISCONELL MENT S/S BUV SAC24;RECKITT B.HEALT;24;3400893196601;3400933851767;AMM;;13/04/2012;;10;mL
9319660;3825451;GAVISCONELL MENT S/S BUV SAC;GAVISCONELL MENT S/S BUV SAC12;RECKITT B.HEALT;12;3400893196601;3400938254518;AMM;;22/09/2008;;10;mL
9319683;3679274;GAVISCONELL S/S MENT C.CROQ;GAVISCONELL S/S MENT C.CROQ 24;RECKITT B.HEALT;24;3400893196830;3400936792746;AMM;;03/07/2017;;;
9319708;5725179;EPIRUBICINE ARW 2MG/ML FL10ML;EPIRUBICINE ARW 2MG/ML FL10ML;ARROW GENERIQUE;1;3400893197080;3400957251796;AMM;AMM de générique;04/09/2009;;10;mL
9319714;5725191;EPIRUBICINE ARW 2MG/ML FL50ML;EPIRUBICINE ARW 2MG/ML FL50ML;ARROW GENERIQUE;1;3400893197141;3400957251918;AMM;AMM de générique;04/09/2009;;50;mL
9319743;3000091;JANUMET 50MG/1000MG CPR;JANUMET 50MG/1000MG CPR BT60;MSD FRANCE;60;3400893197431;3400930000915;AMM européenne;;26/03/2021;;;
9319743;3867811;JANUMET 50MG/1000MG CPR;JANUMET 50MG/1000MG CPR BT56;MSD FRANCE;56;3400893197431;3400938678116;AMM européenne;;31/08/2009;26/03/2021;;
9319743;5731211;JANUMET 50MG/1000MG CPR;JANUMET 50MG/1000MG CPR 50 D.U;MSD FRANCE;50;3400893197431;3400957312114;AMM européenne;;15/09/2009;;;
9319938;3843443;ANASTROZOLE KRK 1MG CPR;ANASTROZOLE KRK 1MG CPR BT30;KRKA FRANCE;30;3400893199381;3400938434439;AMM;AMM de générique;09/03/2011;;;
9319938;4155739;ANASTROZOLE KRK 1MG CPR;ANASTROZOLE KRK 1MG CPR BT90;KRKA FRANCE;90;3400893199381;3400941557392;AMM;AMM de générique;05/04/2011;;;
