Code_Substance;Code_SMS;Lib_Pref_Fran;Lib_Pref_Anglais;Date_Crea_Substance;Date_Modif_Substance
37011;100000092282;lamotrigine;;08/07/1997;16/11/2011
37135;100000134277;dipentaméthylènethiurame (disulfure de);;08/07/1997;17/12/2012
37200;NA;protiréline anhydre;;30/05/2002;
37281;100000115542;chloroallylhexaminium (chlorure de);;08/07/1997;11/12/2012
37292;NA;cyclohexylphénylparaphénylènediamine;;08/07/1997;19/02/2023
37303;NA;protéine L1 recombinante adsorbée du virus humain Papillomavirus HPV type 31 ;;02/04/2015;19/02/2023
37304;100000124155;abiratérone (acétate d');;14/09/2011;14/09/2011
37314;100000092051;risédronate monosodique anhydre;;05/09/2002;06/12/2012
37430;100000092091;rispéridone;;08/07/1997;30/11/2010
37441;100000092098;méloxicam;;08/07/1997;13/10/2011
37533;100000115464;ticagrélor;;20/12/2010;22/12/2010
37583;NA;ceftaroline fosamil (acétate de) monohydraté;;20/09/2012;24/10/2012
37596;100000090071;antigène coquelucheux : pertactine  ;;25/05/1999;23/03/2023
37619;100000129086;trémélimumab ;;07/03/2023;07/03/2023
37634;NA;interféron bêta-1b;;08/07/1997;19/02/2023
37703;100000091981;minocycline;;02/11/2001;12/07/2013
37806;NA;raisin (pépin de) (extrait de);;16/12/2002;08/12/2014
37828;100000092037;follitropine alfa ;;28/06/2012;
37849;100000092571;lévocétirizine (dichlorhydrate de);;22/03/2002;21/11/2011
37973;100000089185;rivastigmine;;13/12/2001;01/07/2010
38050;100000092349;gemcitabine;;04/09/2003;
38062;100000141767;insuline dégludec ;;10/05/2012;
38167;100000085233;ténectéplase ;;15/10/1999;23/03/2023
38188;100000085257;agomélatine;;19/10/2007;16/05/2013
38193;100000080618;moxifloxacine;;27/11/2001;23/08/2012
38263;NA;lanthane (carbonate de) hydraté;;21/04/2005;10/05/2005
38296;100000127450;adénosine (triphosphate d') disodique trihydraté;;20/01/2003;05/02/2009
38299;100000083129;diéthylcarbamazine;;27/06/2002;17/12/2008
38315;100000125936;alfa-amylase ;;04/06/1999;18/10/1999
38375;NA;gadotérate de méglumine;;08/07/1997;02/06/2017
38422;100000092037;follitropine alfa ;;08/07/1997;23/03/2023
38434;100000090056;bélimumab ;;29/08/2011;30/08/2011
38447;NA;streptomycine;;05/08/2002;17/02/2023
38467;100000088662;brimonidine;;11/07/2002;
38468;NA;polyosides de Streptococcus pneumoniae sérotype 1;;15/11/2000;19/02/2023
38524;100000092491;pantoprazole;;29/04/2002;26/10/2011
38607;100000091312;quétiapine (fumarate de);;19/09/2007;07/01/2013
38615;100000091553;histidine (chlorhydrate d') monohydraté;;08/07/1997;07/03/2023
38643;100000090616;docétaxel;;16/04/2007;02/06/2009
38662;100000089425;pegvisomant ;;03/07/2001;10/04/2012
38700;100000160577;ténofovir disoproxil (succinate de);;21/05/2015;21/05/2015
38741;100000090606;ropivacaïne (chlorhydrate de) monohydraté;;25/08/1999;30/11/2010
38825;100000084238;goséréline;;03/05/2002;17/04/2013
38857;100000175358;tralokinumab ;;08/06/2021;08/06/2021
38893;100000126279;ruxolitinib (phosphate de);;19/09/2012;23/10/2012
38955;100000163589;sarilumab ;;05/07/2017;05/07/2017
39005;100000091852;darunavir (éthanolate de);;16/03/2007;28/11/2008
39061;100000143252;uméclidinium;;04/03/2014;04/03/2014
39065;100000077201;tiludronique (acide);;23/08/2002;18/01/2013
39145;100000166854;caplacizumab ;;11/10/2018;11/10/2018
39196;100000092343;fosinopril sodique;;08/07/1997;22/04/2009
39306;100000092298;exémestane;;15/11/1999;07/04/2009
39310;100000166696;pibrentasvir;;20/10/2017;20/10/2017
39318;100000089306;follitropine bêta ;;23/04/1999;23/03/2023
39357;100000085262;bosentan;;11/07/2002;06/12/2012
39396;100000135413;fésotérodine (fumarate de);;05/10/2006;09/04/2009
39398;100000080215;clévidipine;;09/08/2012;27/08/2012
39413;NA;pitavastatine calcique;;22/11/2010;25/11/2010
39422;100000091845;prégabaline;;02/06/2003;15/12/2010
39428;100000089560;gemtuzumab ozogamicine ;;10/07/2018;10/07/2018
39432;100000181573;dostarlimab ;;05/05/2021;05/05/2021
39467;100000092960;ipilimumab ;;30/08/2011;30/08/2011
39476;100000084532;époprosténol;;08/04/2002;
39488;100000089507;insuline humaine recombinante isophane ;;16/11/1999;16/11/1999
39511;NA;bourdaine (écorce de) (extrait sec d');;16/09/2002;19/02/2023
39567;100000092762;artéméther;;23/05/2001;14/02/2013
39587;100000174612;inotersen;;18/09/2018;18/09/2018
39704;100000080321;naratriptan;;19/07/2002;11/03/2013
39727;100000085259;amlodipine;;07/11/2002;05/02/2009
39792;100000144958;cobimétinib;;22/12/2015;
39799;100000126106;tofacitinib;;02/05/2012;13/05/2013
39841;100000139835;vortioxétine;;28/10/2013;20/05/2014
39890;300000034642;lapatinib (ditosilate de) monohydraté;;22/11/2006;13/03/2013
39937;100000182481;pralsétinib;;22/09/2021;22/09/2021
40030;NA;magnésium (glycérophosphate acide de);;25/05/1999;29/06/2009
40035;100000089156;vildagliptine;;22/08/2006;29/09/2006
40054;100000079114;vinorelbine;;02/11/2001;21/02/2014
40067;100000089283;agalsidase bêta ;;15/11/2000;
40424;100000089809;gemcitabine (chlorhydrate de);;08/07/1997;28/04/2009
40435;NA;tiagabine (chlorhydrate de) monohydraté;;08/07/1997;18/10/2010
40477;NA;ginkgo (feuille de) (extrait sec de);;22/07/2004;01/09/2004
40521;100000079455;phloroglucinol anhydre;;14/05/2002;19/02/2023
40522;100000145390;sonidégib;;01/09/2015;
40583;100000128022;sélénium (dioxyde de);;22/06/2011;27/06/2011
40617;100000079884;magnésium (aspartate de) dihydraté;;08/07/1997;14/10/2011
40628;100000090558;épirubicine (chlorhydrate d');;08/07/1997;30/06/2010
40810;100000157785;panobinostat (lactate de) anhydre;;03/09/2015;
40883;100000092424;para-aminosalicylique (acide);;29/05/2012;19/02/2023
41060;100000156669;dolutégravir sodique;;20/12/2013;17/03/2014
41143;100000134266;diphénylguanidine;;08/07/1997;17/12/2012
41187;100000144000;nintédanib;;20/11/2014;
41192;100000088144;tirofiban (chlorhydrate de) monohydraté;;17/08/1998;11/10/2010
41238;100000156798;aprémilast;;24/12/2014;
41239;100000093454;sunitinib (malate de);;09/08/2006;21/10/2010
41241;NA;polyoside de Streptococcus pneumoniae sérotype 3 conjugué à la protéine vectrice CRM 197;;15/07/2010;08/09/2010
41278;NA;chrome [51Cr] (édétate de);;23/09/2002;19/02/2023
41338;NA;dapagliflozine propanediol monohydraté;;24/07/2012;12/12/2012
41455;NA;sélumétinib;;15/06/2021;15/06/2021
41553;100000079288;romarin;;25/05/1999;02/02/2004
41561;100000088244;docosanol;;19/10/2006;23/04/2007
41583;100000155674;pasiréotide (pamoate de);;07/01/2015;07/01/2015
41587;100000089562;hexaminolévulinate (chlorhydrate d');;21/04/2005;07/05/2009
41617;NA;erbium [169 Er] (citrate d');;23/04/1999;19/02/2023
41629;100000089406;nonacog alfa ;;15/10/1999;20/01/2023
41651;100000175520;givosiran;;03/02/2020;03/02/2020
41652;100000077786;toltérodine;;13/12/2001;01/03/2013
41658;100000089242;liraglutide ;;22/09/2009;26/01/2010
41720;100000154365;nonacog gamma ;;24/11/2014;
41725;100000115520;fragments F(ab')2 d'immunoglobuline équine antivenimeuse de vipère européenne : venin de vipera berus ;;03/07/2001;19/02/2023
41788;100000092718;fluticasone (propionate de);;08/07/1997;17/04/2009
41804;100000089649;gadobénate de diméglumine;;28/06/1999;16/09/2010
41859;100000140995;fusidique (acide) anhydre;;02/12/2002;27/03/2023
41881;100000089316;zolédronique (acide) anhydre;;13/12/2001;08/10/2010
41891;100000085479;pralidoxime;;20/06/2002;19/02/2023
41909;100000115443;clopidogrel (bésilate de);;17/09/2009;22/10/2021
41930;100000091933;Aprotinine synthétique;;08/01/2015;08/01/2015
42056;100000089834;pegfilgrastim ;;07/11/2001;14/01/2019
42124;100000082691;terlipressine;;13/04/2007;09/05/2007
42140;100000124306;ruxolitinib;;19/09/2012;23/10/2012
42215;100000092332;anastrozole;;25/05/1999;18/06/2008
42227;NA;chlorhydrate de bupivacaïne anhydre;;06/06/2002;08/08/2012
42281;100000124530;siltuximab ;;27/03/2014;01/04/2014
42402;100000175826;céfidérocol;;12/03/2020;12/03/2020
42406;100000084321;sertraline;;03/12/2001;08/12/2014
42430;100000085171;oxaliplatine;;08/07/1997;22/02/2011
42470;100000085463;léflunomide;;07/03/2000;18/11/2011
42537;100000092334;ondansétron;;25/05/1999;21/02/2011
42539;NA;tébentafusp;;29/03/2022;29/03/2022
42599;NA;théophylline (acétate de sodium);;23/09/2002;19/02/2023
42608;100000091816;thiopental sodique;;11/07/2002;
42647;100000162610;méthyldibromoglutaronitrile;;24/07/2020;24/07/2020
42648;NA;protéine recombinante NadA de Neisseria meningitidis groupe B ;;24/01/2013;06/02/2013
42752;100000143253;uméclidinium (bromure d');;04/03/2014;04/03/2014
42794;100000089858;béclométasone (dipropionate de) monohydraté;;26/04/2004;05/02/2009
43009;100000127700;délamanid;;20/12/2013;20/05/2014
43025;100000091179;cannabidiol;;08/07/1997;19/09/2019
43031;100000085032;dactinomycine;;03/07/2003;09/07/2003
43058;NA;cobalt (gluconate de) dihydraté;;08/07/1997;27/10/2008
43182;NA;grindélia (extrait mou de);;08/07/1997;24/02/2020
43199;NA;marron d'Inde (extrait de) (sec);;28/01/2000;07/03/2023
43288;300000015561;élasoméran;;20/12/2020;15/03/2022
43303;100000139341;azithromycine monohydratée;;15/09/2003;11/01/2023
43362;100000153126;melphalan (chlorhydrate de);;19/10/2018;19/10/2018
43367;100000088053;ranibizumab ;;16/02/2007;03/04/2007
43401;100000140991;huile de poisson riche en acides oméga-3 ;;24/06/2004;19/02/2023
43480;NA;polyosides de Streptococcus pneumoniae sérotype 22F ();;15/11/2000;19/02/2023
43605;NA;virus de la grippe fragmenté, inactivé, souche A/Darwin/9/2021 (H3N2) - souche analogue (A/Darwin/6/2021, IVR-227) ;;29/09/2022;19/02/2023
43633;100000092811;rivaroxaban;;14/01/2009;21/11/2022
43719;100000153168;olanzapine (pamoate d') monohydraté;;03/07/2007;28/12/2012
43730;100000093031;dibotermine alfa ;;03/07/2001;14/01/2023
43744;100000078567;pertuzumab ;;15/05/2012;
43910;100000124200;pasiréotide;;23/05/2012;11/06/2012
43912;100000134971;alendronate de sodium anhydre;;26/05/2006;25/01/2013
44025;100000090307;gallium [67Ga] (citrate de);;18/11/2002;10/03/2023
44028;100000091274;olsalazine sodique;;08/07/1997;21/02/2011
44076;100000144869;ponatinib (chlorhydrate de);;09/04/2013;06/05/2013
44103;100000152160;naloxégol;;19/11/2014;19/11/2014
44109;100000131505;dabrafénib;;16/10/2012;17/10/2012
44152;100000090557;dexrazoxane (chlorhydrate de);;08/07/1997;09/12/2008
44214;100000092266;loxapine;;27/08/2002;18/12/2012
44234;100000089784;ésoméprazole sodique;;10/06/2004;19/03/2014
44322;100000092509;octréotide;;05/08/2002;21/11/2005
44437;100000084379;ropivacaïne;;17/10/2007;20/02/2013
44442;100000080168;facteur XI de coagulation humain ;;15/10/1999;19/02/2023
44461;100000085460;insuline glargine ;;15/10/1999;
44570;100000090500;oxygène;;04/06/1999;11/01/2011
44571;100000091937;azélaïque (acide);;08/07/1997;01/10/2008
44580;100000135830;avibactam;;04/07/2016;04/07/2016
44598;100000085402;ferreux (sulfate) desséché;;28/01/2000;07/03/2023
44704;100000085237;tipranavir;;01/12/2005;11/10/2010
44707;NA;glycérophosphate de sodium anhydre;;07/04/2003;19/02/2023
44723;100000162570;ixékizumab ;;13/05/2016;
44778;100000083256;sulbactam;;27/08/2002;
44781;100000156931;dasabuvir;;22/12/2014;
44815;300000017594;antigènes de surface de virus de la grippe, inactivé, souche B/Washington/02/2019 - souche analogue (B/Washington/02/2019, souche sauvage) ;;12/08/2020;
44842;100000092288;pamidronique (acide);;29/11/2001;18/01/2013
44908;100000082411;tazarotène;;25/05/1999;22/10/2010
44935;100000138242;cérium (nitrate de) hexahydraté;;08/07/1997;05/02/2009
44961;100000079798;collagénase de Clostridium histolyticum ;;24/03/2011;24/03/2011
44997;100000090444;soufre;;19/02/2002;21/02/2003
45002;NA;nafaréline;;14/11/2002;17/02/2023
45009;100000090025;fludarabine (phosphate de);;08/07/1997;10/04/2009
45072;100000087993;aminolévulinate de méthyle;;09/05/2005;20/02/2023
45082;100000089292;rituximab ;;10/01/2000;10/01/2000
45087;100000092051;risédronate monosodique;;23/03/2011;07/02/2013
45102;100000137355;anagrélide (chlorhydrate d') monohydraté;;23/12/2002;05/02/2009
45154;100000115533;saxagliptine (chlorhydrate de);;11/01/2010;08/12/2011
45193;100000163528;doravirine;;27/12/2018;27/12/2018
45262;100000165895;guselkumab ;;20/12/2017;20/12/2017
45263;100000153839;isavuconazole;;31/08/2015;
45277;NA;polyoside de Streptococcus pneumoniae sérotype 6A conjugué à la protéine vectrice CRM197;;01/09/2010;08/09/2010
45287;100000166133;lutécium (177Lu) oxodotréotide;;14/11/2017;14/11/2017
45293;100000092796;desmopressine;;03/12/2001;03/12/2008
45328;100000089652;moxifloxacine (chlorhydrate de);;07/08/2000;19/09/2011
45485;100000091441;mirtazapine;;25/05/1999;06/09/2011
45621;100000134279;tétraméthylthiurame (monosulfure de);;08/07/1997;10/01/2013
45632;100000134272;N-hydroxyméthylsuccinimide;;08/07/1997;27/12/2012
45638;100000089186;rufinamide;;21/07/2005;01/12/2010
45730;100000128870;(S)-lactate de sodium;;06/01/2010;08/01/2010
45772;100000078113;iodure (123I) de sodium;;22/12/2009;08/01/2010
45847;100000092729;ivabradine (chlorhydrate d');;01/12/2005;30/11/2011
45849;100000092990;époétine thêta ;;06/01/2010;06/01/2010
45893;100000162813;osimertinib (mésilate d');;18/02/2016;
45973;100000089423;mercaptamine (bitartrate de);;03/12/1999;14/10/2011
46167;100000085430;daptomycine;;13/02/2006;28/11/2008
46190;NA;iode [123 I];;05/09/2002;20/02/2023
46223;100000077721;trientine;;05/07/2017;05/07/2017
46261;100000082118;tirofiban;;18/04/2002;
46263;100000089329;rotavirus réassortant humain-bovin de sérotype G3 (vivant) ;;26/07/2006;17/07/2012
46310;100000092644;glucosamine;;04/05/2004;20/12/2012
46333;100000089442;axitinib;;18/09/2012;25/10/2012
46352;100000091613;darbépoétine alfa ;;06/06/2000;13/01/2023
46355;100000081179;mexilétine;;08/02/2019;08/02/2019
46395;100000085483;ornithine (chlorhydrate d');;08/07/1997;21/02/2011
46403;100000080634;milnacipran;;19/07/2002;21/11/2012
46435;100000124345;crizotinib;;06/04/2012;13/05/2013
46472;100000081006;dronédarone;;04/02/2010;05/02/2010
46487;NA;Virus de la grippe fragmenté, inactivé, souche B/Phuket/3073/2013 - souche analogue (B/Phuket/3073/2013, type sauvage) ;;26/10/2016;26/10/2016
46523;100000089131;éculizumab ;;23/10/2006;14/01/2023
46704;100000083302;oxycodone;;08/07/1997;30/10/2012
46715;100000088702;ténoate d'éthanolamine;;08/07/1997;02/04/2009
46744;100000141420;périndopril (tosilate de);;22/01/2013;12/03/2013
46824;NA;polyosides de Streptococcus pneumoniae sérotype 19A;;15/11/2000;20/02/2023
46883;100000091633;isradipine;;08/07/1997;30/11/2011
46989;NA;polyoside de Streptococcus pneumoniae sérotype 14 conjugué à la protéine vectrice CRM197;;10/05/2006;23/03/2023
47018;100000091724;paroxétine (chlorhydrate de) anhydre;;04/09/2002;18/01/2011
47020;100000156465;fosphénytoïne sodique heptahydraté;;25/08/1999;22/04/2009
47102;100000089299;interféron bêta-1a ;;06/06/2000;20/02/2023
47161;NA;virus de la rougeole (souche Edmonston 749 D) (vivant, atténué) ;;08/07/1997;23/03/2023
47346;100000086180;maribavir;;19/10/2022;19/10/2022
47372;100000089518;caspofungine;;23/01/2002;23/01/2015
47439;100000128818;oxoglurique (acide);;02/01/2020;02/01/2020
47493;100000078581;étoricoxib;;22/03/2002;18/04/2006
47554;100000085495;pramipexole;;28/11/2001;20/01/2012
47580;100000083083;ioméprol;;08/07/1997;08/12/2011
47604;100000092787;gentamicine;;08/04/2002;04/11/2004
47615;100000164692;dasabuvir sodique monohydraté;;22/12/2014;
47684;NA;iobenguane (sulfate d');;14/04/2003;20/02/2023
47784;100000091446;méthadone (chlorhydrate de);;08/07/1997;10/10/2011
47834;100000085242;atosiban;;16/01/2003;20/11/2022
47903;100000091493;aflibercept ;;17/10/2012;17/10/2012
47920;100000090074;immunoglobuline de lapin anti-lymphocyte T humain ;;15/10/1999;20/02/2023
47933;100000085034;picosulfate de sodium;;08/07/1997;09/09/2009
48016;100000181126;pémigatinib;;29/03/2021;29/03/2021
48124;NA;polyosides de Streptococcus pneumoniae sérotype 3;;15/11/2000;20/02/2023
48127;100000124487;facteur XIII de coagulation humain ;;15/10/1999;
48141;100000088206;landiolol (chlorhydrate de);;08/12/2016;
48147;NA;rasigline (mésilate de);;21/04/2005;09/05/2005
48157;NA;érysimum officinale (extrait sec aqueux sur maltodextrine d');;06/09/2019;20/02/2023
48296;100000084276;clindamycine;;14/02/2002;22/10/2008
48410;100000089393;bexarotène;;22/06/2001;25/04/2023
48470;100000091708;eskétamine (chlorhydrate d');;28/03/2013;13/05/2013
48528;100000091442;losartan potassique;;08/07/1997;09/11/2011
48539;100000085988;azithromycine dihydratée;;08/07/1997;05/02/2009
48674;100000078575;triptoréline (pamoate de);;08/07/1997;05/10/2010
48694;100000092097;thiamine;;29/04/2002;
48705;100000171342;voxilaprévir;;02/10/2017;
48715;100000092801;formaldéhyde;;14/11/2002;24/12/2014
48788;100000086814;salicylate d'isoamyle;;17/09/2021;17/09/2021
48800;100000092819;fluoxétine;;27/11/2001;26/01/2012
48856;100000091108;sufentanil (citrate de);;08/07/1997;02/11/2010
48940;100000089308;azote (monoxyde d');;06/06/2000;05/02/2009
48944;NA;oligoside de Neisseria meningitidis du groupe C conjugué à la protéine CRM197 de Corynebacterium diphteriae;;02/09/2010;16/09/2010
48979;100000089643;icodextrine;;25/05/1999;01/12/2011
48986;100000181569;difélikéfaline (acétate de);;28/03/2022;28/03/2022
49006;100000181745;bulévirtide;;03/03/2020;03/03/2020
49064;100000169821;érénumab ;;30/07/2018;30/07/2018
49076;NA;asciminib;;22/08/2022;22/08/2022
49118;100000126336;mirabégron;;17/04/2012;13/03/2013
49189;100000091674;ipratropium (bromure d');;08/07/1997;09/02/2012
49207;100000090085;mémantine (chlorhydrate de);;20/11/2001;13/10/2011
49212;NA;cascara (extrait sec de);;21/11/2002;
49243;100000089253;ofatumumab ;;24/06/2010;24/06/2010
49272;100000159513;siméprévir sodique;;12/05/2015;12/05/2015
49334;100000083949;heptaminol;;27/08/2002;
49385;NA;imipénem anhydre;;11/07/2002;10/08/2012
49416;NA;ceftazidime anhydre;;06/06/2002;
49484;100000128492;cobalt (chlorure de) hexahydraté;;08/07/1997;12/12/2012
49487;100000170743;fluorocholine [18F] (chlorure de);;24/06/2010;15/10/2015
49579;100000174637;crizanlizumab ;;23/10/2020;23/10/2020
49585;100000091438;cétuximab ;;21/07/2004;23/03/2023
49595;100000081818;céfépime;;03/10/2002;
49632;100000092215;ranitidine;;27/11/2001;16/02/2012
49665;100000092815;diénogest;;27/11/2001;16/12/2008
49724;NA;uridine 5'-triphosphate trisodique dihydraté;;08/07/1997;23/09/2010
49729;100000085416;carbomère 980;;15/09/1998;04/12/2019
49756;100000172968;vestronidase alfa ;;09/10/2018;09/10/2018
49852;100000151872;fédratinib;;25/03/2021;25/03/2021
49970;100000166974;lorlatinib;;29/04/2019;29/04/2019
49972;100000076263;mupirocine calcique;;08/07/1997;20/09/2011
49997;NA;polyoside de Neisseria meningitidis groupe A;;04/02/2003;23/03/2023
50049;100000175258;cémiplimab ;;25/06/2019;25/06/2019
50056;100000092238;eszopiclone;;06/05/2020;06/05/2020
50058;100000091686;raltégravir;;26/09/2007;20/02/2023
50073;100000084046;somatoréline;;07/11/2002;05/07/2013
50091;100000090303;atorvastatine calcique;;30/01/2008;30/04/2012
50124;100000089309;parécoxib sodique;;27/11/2001;18/01/2011
50149;100000090447;almotriptan (malate d');;20/10/2000;07/10/2010
50274;100000080630;miglitol;;25/05/1999;05/10/2011
50326;100000076746;alcools de graisse de laine;;08/07/1997;20/11/1998
50340;NA;citrate disodique;;28/01/2000;12/04/2019
50405;100000092117;mitoxantrone;;06/06/2002;19/12/2011
50433;100000124178;dapagliflozine;;29/06/2012;12/12/2012
50540;100000090781;silodosine;;20/04/2010;26/04/2010
50648;100000157783;susoctocog alfa ;;01/09/2015;01/09/2015
50681;100000162382;daratumumab ;;02/06/2016;
50851;100000172090;rasagiline (bésilate de);;14/04/2015;
50873;100000151836;vortioxétine (bromhydrate de);;28/10/2013;20/05/2014
50921;100000140949;yttrium [90Y];;22/11/2004;20/02/2023
50938;NA;cétophénylalanine calcique;;08/07/1997;20/02/2023
50947;100000160392;abémaciclib;;18/01/2019;18/01/2019
50970;100000169849;rucaparib (camsilate de);;12/07/2018;12/07/2018
50993;100000163006;citrate monopotassique anhydre;;22/10/2013;22/10/2013
51135;100000124371;vismodégib;;11/05/2012;
51171;100000085540;pégaspargase ;;18/01/2016;
51223;NA;magnésium (sulfate de) dihydraté;;03/12/1999;17/01/2011
51254;100000085472;oxybutynine;;26/09/2002;15/05/2012
51263;100000175938;darvadstrocel ;;03/05/2018;03/05/2018
51304;100000162612;parthénolide;;30/07/2020;30/07/2020
51332;100000076274;cobalt;;19/02/2002;20/02/2023
51371;100000079228;fumarate de diméthyle;;01/06/2012;01/06/2012
51382;100000163519;tisagenlecleucel ;;11/10/2018;12/02/2021
51458;100000088018;voriconazole;;27/11/2001;17/09/2010
51513;NA;calcium (chlorure de) anhydre;;30/05/2002;20/02/2023
51528;100000080767;dorzolamide;;27/05/2002;17/12/2012
51576;100000089507;insuline humaine recombinante isophane ;;25/04/2013;25/04/2013
51742;100000089024;albumine humaine plasmatique ;;12/02/2003;
51748;NA;fucus (extrait sec de);;03/10/2002;20/02/2023
51765;100000090712;dénosumab ;;06/09/2010;16/09/2010
51781;NA;gelsémium (extrait mou de);;08/07/1997;20/02/2023
51796;100000089312;travoprost;;22/03/2002;29/09/2010
51799;100000163010;lonoctocog alfa ;;06/02/2017;06/02/2017
51820;100000178153;risdiplam;;29/04/2021;29/04/2021
51827;100000129239;bilastine;;02/05/2011;11/05/2011
51856;NA;glatiramère;;11/02/2002;05/11/2013
51868;100000090600;midazolam (chlorhydrate de);;27/11/2001;30/04/2012
51885;100000156561;dulaglutide ;;21/11/2014;21/11/2014
51891;100000091962;paroxétine;;24/10/2001;16/12/2011
51895;NA;rhénium;;26/09/2002;20/02/2023
51925;NA;polyosides de Streptococcus pneumoniae sérotype 19F;;07/04/2000;20/02/2023
52118;100000145050;lévothyroxine sodique anhydre;;09/07/2013;10/07/2013
52209;300000014640;estétrol monohydraté;;28/05/2021;28/05/2021
52310;100000091177;carbomère 974P;;27/09/1999;12/12/2016
52389;100000079598;oméga-3 (esters éthyliques d'acides) ;;09/07/2002;10/03/2023
52431;100000091461;périndopril;;20/06/2002;14/12/2011
52465;300000034518;virus de la grippe fragmenté, inactivé, A/Cambodia/e0826360/2020 (H3N2) - souche analogue (A/Tasmania/503/2020, IVR-221) ;;24/09/2021;19/02/2023
52476;100000093411;ulipristal (acétate d');;13/03/2012;14/03/2012
52488;100000091168;séné (feuille de), extrait sec titré de;;09/07/2002;07/03/2023
52513;100000089171;stiripentol;;01/02/2007;25/10/2010
52633;300000024038;protéine spike recombinante du SARS-CoV-2 - souche B.1.351 ;;10/11/2022;10/11/2022
52826;NA;nintédanib (ésilate de);;20/11/2014;
52857;100000091701;tocilizumab ;;07/03/2008;07/03/2008
52920;100000092025;clopidogrel (hydrogénosulfate de);;15/11/1999;22/10/2021
52951;100000156820;alpha-1 antitrypsine humaine ;;28/09/2005;20/02/2023
52977;100000090144;ertapénem sodique;;19/06/2002;26/03/2009
53028;100000087946;cisatracurium;;05/08/2002;20/02/2023
53118;100000087362;6-iodométhylnorcholestérol [131 I];;04/11/2003;
53145;100000089405;lopinavir;;02/08/2001;08/11/2011
53161;NA;antigènes pertussiques : fimbriae type 2 et 3 ;;04/02/2003;
53209;100000093402;védolizumab ;;25/03/2014;01/04/2014
53318;100000173490;volanésorsen;;20/05/2019;20/05/2019
53377;NA;virus de la rage, souche Wistar PM/WI38-1503-3M inactivé ;;08/06/1999;21/06/2012
53415;100000089167;ritonavir;;08/07/1997;30/11/2010
53422;100000169915;fostemsavir;;18/03/2021;18/03/2021
53428;100000115952;panobinostat;;02/09/2015;
53450;NA;prazosine;;04/02/2003;
53541;NA;extrait allergénique de pollen de pâturin des prés;;02/02/2004;07/03/2023
53569;NA;Vibrio cholerae Ogawa 50, biotype classique, inactivé par la chaleur;;02/06/2004;24/03/2023
53647;100000088995;lactobionique (acide);;23/10/1998;15/06/2010
53732;100000088482;amorolfine (chlorhydrate d');;08/07/1997;24/05/2011
53745;100000160835;albutrépénonacog alfa ;;10/05/2016;
53763;100000090103;manidipine (chlorhydrate de);;23/09/2002;20/10/2011
53766;100000175189;luspatercept ;;03/08/2020;03/08/2020
53851;100000127097;N,N'-éthylène-(L,L)-dicystéine;;26/10/2010;26/10/2010
53859;100000092200;vinflunine (ditartrate de);;24/12/2009;08/01/2010
53900;100000181871;maralixibat;;22/09/2021;22/09/2021
53913;NA;térazosine;;24/10/2001;24/10/2001
53921;100000138072;trientine (tétrachlorhydrate de);;05/07/2017;05/07/2017
54002;100000088403;diazolidinylurée;;24/07/2020;24/07/2020
54009;100000115936;conestat alfa ;;15/12/2010;13/01/2023
54015;100000134793;lenvatinib;;02/04/2015;
54035;100000161142;dinutuximab bêta ;;26/06/2017;26/06/2017
54043;NA;venin de guêpe poliste;;08/07/1997;20/02/2023
54201;100000089529;posaconazole;;04/11/2004;30/12/2010
54231;NA;irbésartan (chlorhydrate d');;10/03/2008;
54247;100000141345;bêta-aescine;;08/07/1997;08/09/2003
54286;NA;verveine (extrait sec de;;20/10/2021;20/02/2023
54300;100000177408;avapritinib;;11/10/2020;11/10/2020
54353;100000092505;lévocétirizine;;03/05/2010;03/05/2010
54371;100000134361;toltérodine (tartrate de);;09/12/1998;12/10/2010
54399;100000089527;insuline glulisine ;;22/12/2004;
54435;100000129592;inhibiteur de la C1 estérase humain ;;15/10/1999;13/06/2012
54459;100000085263;buprénorphine;;20/11/2001;21/03/2012
54502;100000092769;cangrélor;;17/01/2014;15/05/2014
54506;100000091251;citalopram (chlorhydrate de);;09/12/1998;02/10/2008
54643;100000086006;daunorubicine;;20/06/2002;02/12/2008
54648;100000081591;calcifédiol anhydre;;08/04/2002;02/07/2013
54655;100000092274;nabumétone;;08/07/1997;13/07/2011
54660;NA;séné (feuille de) (extrait sec de);;03/10/2002;20/02/2023
54667;100000091946;rifaximine;;06/05/2004;17/05/2004
54676;100000089504;fulvestrant;;25/03/2004;23/04/2009
54693;100000091166;clopidogrel;;16/01/2003;23/10/2008
54696;100000166553;alpélisib;;06/08/2020;06/08/2020
54762;NA;hydrocotyle (partie aérienne d') (extrait sec de);;10/10/2002;20/02/2023
54913;100000089379;lapatinib;;22/11/2006;13/03/2013
54965;100000178158;osilodrostat (phosphate d');;07/01/2020;07/01/2020
55004;100000087359;bléomycine;;23/08/2002;
55029;NA;olipudase alfa ;;18/07/2022;18/07/2022
55062;100000082926;témocilline;;27/01/2015;27/01/2015
55222;100000078495;fexofenadine;;05/08/2002;10/02/2012
55294;100000076843;bismuth;;19/02/2002;27/04/2023
55315;100000089754;eskétamine;;28/03/2013;13/05/2013
55340;100000080772;doxazosine;;22/05/2002;
55385;100000089538;octocog alfa ;;08/07/1997;24/03/2023
55387;100000173491;volanésorsen sodique;;20/05/2019;20/05/2019
